tensor_name	producer_op	consumer_ops	dtype	signedness	scale_name	scale_value_or_summary	zero_point_name	zero_point_value_or_summary	per_tensor_or_per_channel	axis	can_feed_smt_vmadot_directly	correction_required	requant_required	recommended_path	caveat
/model.22/m.0/m.0.1/ffn/ffn.1/conv/Conv_output_0_QuantizeLinear_Output	QuantizeLinear:/model.22/m.0/m.0.1/ffn/ffn.1/conv/Conv_output_0_QuantizeLinear	DequantizeLinear:/model.22/m.0/m.0.1/ffn/ffn.1/conv/Conv_output_0_DequantizeLinear	u8	u8	/model.22/m.0/m.0.1/ffn/ffn.1/conv/Conv_output_0_scale	0.09688611328601837	/model.22/m.0/m.0.1/ffn/ffn.1/conv/Conv_output_0_zero_point	127	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.22/m.0/m.0.1/ffn/ffn.1/conv/Conv_output_0_DequantizeLinear_Output	DequantizeLinear:/model.22/m.0/m.0.1/ffn/ffn.1/conv/Conv_output_0_DequantizeLinear	Add:/model.22/m.0/m.0.1/Add_1	u8	u8	/model.22/m.0/m.0.1/ffn/ffn.1/conv/Conv_output_0_scale	0.09688611328601837	/model.22/m.0/m.0.1/ffn/ffn.1/conv/Conv_output_0_zero_point	127	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.22/Concat_output_0_QuantizeLinear_Output	QuantizeLinear:/model.22/Concat_output_0_QuantizeLinear	DequantizeLinear:/model.22/Concat_output_0_DequantizeLinear	u8	u8	/model.22/Concat_output_0_scale	0.08126046508550644	/model.22/Concat_output_0_zero_point	95	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.22/Concat_output_0_DequantizeLinear_Output	DequantizeLinear:/model.22/Concat_output_0_DequantizeLinear	Conv:/model.22/cv2/conv/Conv	u8	u8	/model.22/Concat_output_0_scale	0.08126046508550644	/model.22/Concat_output_0_zero_point	95	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.22/cv2/conv/Conv_output_0_QuantizeLinear_Output	QuantizeLinear:/model.22/cv2/conv/Conv_output_0_QuantizeLinear	DequantizeLinear:/model.22/cv2/conv/Conv_output_0_DequantizeLinear	u8	u8	/model.22/cv2/conv/Conv_output_0_scale	0.20883379876613617	/model.22/cv2/conv/Conv_output_0_zero_point	178	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.22/cv2/conv/Conv_output_0_DequantizeLinear_Output	DequantizeLinear:/model.22/cv2/conv/Conv_output_0_DequantizeLinear	Sigmoid:/model.22/cv2/act/Sigmoid;Mul:/model.22/cv2/act/Mul	u8	u8	/model.22/cv2/conv/Conv_output_0_scale	0.20883379876613617	/model.22/cv2/conv/Conv_output_0_zero_point	178	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.22/cv2/act/Mul_output_0_QuantizeLinear_Output	QuantizeLinear:/model.22/cv2/act/Mul_output_0_QuantizeLinear	DequantizeLinear:/model.22/cv2/act/Mul_output_0_DequantizeLinear	u8	u8	/model.22/cv2/act/Mul_output_0_scale	0.06410030275583267	/model.22/cv2/act/Mul_output_0_zero_point	4	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.22/cv2/act/Mul_output_0_DequantizeLinear_Output	DequantizeLinear:/model.22/cv2/act/Mul_output_0_DequantizeLinear	Conv:/model.23/one2one_cv2.2/one2one_cv2.2.0/conv/Conv;Conv:/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/conv/Conv	u8	u8	/model.22/cv2/act/Mul_output_0_scale	0.06410030275583267	/model.22/cv2/act/Mul_output_0_zero_point	4	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.23/one2one_cv2.2/one2one_cv2.2.0/conv/Conv_output_0_QuantizeLinear_Output	QuantizeLinear:/model.23/one2one_cv2.2/one2one_cv2.2.0/conv/Conv_output_0_QuantizeLinear	DequantizeLinear:/model.23/one2one_cv2.2/one2one_cv2.2.0/conv/Conv_output_0_DequantizeLinear	u8	u8	/model.23/one2one_cv2.2/one2one_cv2.2.0/conv/Conv_output_0_scale	0.06974595040082932	/model.23/one2one_cv2.2/one2one_cv2.2.0/conv/Conv_output_0_zero_point	135	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/conv/Conv_output_0_QuantizeLinear_Output	QuantizeLinear:/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/conv/Conv_output_0_QuantizeLinear	DequantizeLinear:/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/conv/Conv_output_0_DequantizeLinear	u8	u8	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/conv/Conv_output_0_scale	0.2071450650691986	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/conv/Conv_output_0_zero_point	161	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.23/one2one_cv2.2/one2one_cv2.2.0/conv/Conv_output_0_DequantizeLinear_Output	DequantizeLinear:/model.23/one2one_cv2.2/one2one_cv2.2.0/conv/Conv_output_0_DequantizeLinear	Sigmoid:/model.23/one2one_cv2.2/one2one_cv2.2.0/act/Sigmoid;Mul:/model.23/one2one_cv2.2/one2one_cv2.2.0/act/Mul	u8	u8	/model.23/one2one_cv2.2/one2one_cv2.2.0/conv/Conv_output_0_scale	0.06974595040082932	/model.23/one2one_cv2.2/one2one_cv2.2.0/conv/Conv_output_0_zero_point	135	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/conv/Conv_output_0_DequantizeLinear_Output	DequantizeLinear:/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/conv/Conv_output_0_DequantizeLinear	Sigmoid:/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/act/Sigmoid;Mul:/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/act/Mul	u8	u8	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/conv/Conv_output_0_scale	0.2071450650691986	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/conv/Conv_output_0_zero_point	161	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.23/one2one_cv2.2/one2one_cv2.2.0/act/Mul_output_0_QuantizeLinear_Output	QuantizeLinear:/model.23/one2one_cv2.2/one2one_cv2.2.0/act/Mul_output_0_QuantizeLinear	DequantizeLinear:/model.23/one2one_cv2.2/one2one_cv2.2.0/act/Mul_output_0_DequantizeLinear	u8	u8	/model.23/one2one_cv2.2/one2one_cv2.2.0/act/Mul_output_0_scale	0.0338825099170208	/model.23/one2one_cv2.2/one2one_cv2.2.0/act/Mul_output_0_zero_point	8	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/act/Mul_output_0_QuantizeLinear_Output	QuantizeLinear:/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/act/Mul_output_0_QuantizeLinear	DequantizeLinear:/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/act/Mul_output_0_DequantizeLinear	u8	u8	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/act/Mul_output_0_scale	0.07774762064218521	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/act/Mul_output_0_zero_point	4	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.23/one2one_cv2.2/one2one_cv2.2.0/act/Mul_output_0_DequantizeLinear_Output	DequantizeLinear:/model.23/one2one_cv2.2/one2one_cv2.2.0/act/Mul_output_0_DequantizeLinear	Conv:/model.23/one2one_cv2.2/one2one_cv2.2.1/conv/Conv	u8	u8	/model.23/one2one_cv2.2/one2one_cv2.2.0/act/Mul_output_0_scale	0.0338825099170208	/model.23/one2one_cv2.2/one2one_cv2.2.0/act/Mul_output_0_zero_point	8	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/act/Mul_output_0_DequantizeLinear_Output	DequantizeLinear:/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/act/Mul_output_0_DequantizeLinear	Conv:/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/conv/Conv	u8	u8	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/act/Mul_output_0_scale	0.07774762064218521	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/act/Mul_output_0_zero_point	4	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.23/one2one_cv2.2/one2one_cv2.2.1/conv/Conv_output_0_QuantizeLinear_Output	QuantizeLinear:/model.23/one2one_cv2.2/one2one_cv2.2.1/conv/Conv_output_0_QuantizeLinear	DequantizeLinear:/model.23/one2one_cv2.2/one2one_cv2.2.1/conv/Conv_output_0_DequantizeLinear	u8	u8	/model.23/one2one_cv2.2/one2one_cv2.2.1/conv/Conv_output_0_scale	0.08562137186527252	/model.23/one2one_cv2.2/one2one_cv2.2.1/conv/Conv_output_0_zero_point	79	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/conv/Conv_output_0_QuantizeLinear_Output	QuantizeLinear:/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/conv/Conv_output_0_QuantizeLinear	DequantizeLinear:/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/conv/Conv_output_0_DequantizeLinear	u8	u8	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/conv/Conv_output_0_scale	0.14417745172977448	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/conv/Conv_output_0_zero_point	136	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.23/one2one_cv2.2/one2one_cv2.2.1/conv/Conv_output_0_DequantizeLinear_Output	DequantizeLinear:/model.23/one2one_cv2.2/one2one_cv2.2.1/conv/Conv_output_0_DequantizeLinear	Sigmoid:/model.23/one2one_cv2.2/one2one_cv2.2.1/act/Sigmoid;Mul:/model.23/one2one_cv2.2/one2one_cv2.2.1/act/Mul	u8	u8	/model.23/one2one_cv2.2/one2one_cv2.2.1/conv/Conv_output_0_scale	0.08562137186527252	/model.23/one2one_cv2.2/one2one_cv2.2.1/conv/Conv_output_0_zero_point	79	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/conv/Conv_output_0_DequantizeLinear_Output	DequantizeLinear:/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/conv/Conv_output_0_DequantizeLinear	Sigmoid:/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/act/Sigmoid;Mul:/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/act/Mul	u8	u8	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/conv/Conv_output_0_scale	0.14417745172977448	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/conv/Conv_output_0_zero_point	136	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.23/one2one_cv2.2/one2one_cv2.2.1/act/Mul_output_0_QuantizeLinear_Output	QuantizeLinear:/model.23/one2one_cv2.2/one2one_cv2.2.1/act/Mul_output_0_QuantizeLinear	DequantizeLinear:/model.23/one2one_cv2.2/one2one_cv2.2.1/act/Mul_output_0_DequantizeLinear	u8	u8	/model.23/one2one_cv2.2/one2one_cv2.2.1/act/Mul_output_0_scale	0.06025393307209015	/model.23/one2one_cv2.2/one2one_cv2.2.1/act/Mul_output_0_zero_point	5	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/act/Mul_output_0_QuantizeLinear_Output	QuantizeLinear:/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/act/Mul_output_0_QuantizeLinear	DequantizeLinear:/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/act/Mul_output_0_DequantizeLinear	u8	u8	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/act/Mul_output_0_scale	0.06810030341148376	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/act/Mul_output_0_zero_point	4	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.23/one2one_cv2.2/one2one_cv2.2.1/act/Mul_output_0_DequantizeLinear_Output	DequantizeLinear:/model.23/one2one_cv2.2/one2one_cv2.2.1/act/Mul_output_0_DequantizeLinear	Conv:/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv	u8	u8	/model.23/one2one_cv2.2/one2one_cv2.2.1/act/Mul_output_0_scale	0.06025393307209015	/model.23/one2one_cv2.2/one2one_cv2.2.1/act/Mul_output_0_zero_point	5	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/act/Mul_output_0_DequantizeLinear_Output	DequantizeLinear:/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/act/Mul_output_0_DequantizeLinear	Conv:/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/conv/Conv	u8	u8	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/act/Mul_output_0_scale	0.06810030341148376	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/act/Mul_output_0_zero_point	4	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0_QuantizeLinear_Output	QuantizeLinear:/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0_QuantizeLinear	DequantizeLinear:/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0_DequantizeLinear	u8	u8	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0_scale	0.06814195960760117	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0_zero_point	1	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/conv/Conv_output_0_QuantizeLinear_Output	QuantizeLinear:/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/conv/Conv_output_0_QuantizeLinear	DequantizeLinear:/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/conv/Conv_output_0_DequantizeLinear	u8	u8	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/conv/Conv_output_0_scale	0.7919149994850159	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/conv/Conv_output_0_zero_point	131	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0_DequantizeLinear_Output	DequantizeLinear:/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0_DequantizeLinear	Reshape:/model.23/Reshape_2	u8	u8	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0_scale	0.06814195960760117	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0_zero_point	1	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/conv/Conv_output_0_DequantizeLinear_Output	DequantizeLinear:/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/conv/Conv_output_0_DequantizeLinear	Sigmoid:/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/act/Sigmoid;Mul:/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/act/Mul	u8	u8	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/conv/Conv_output_0_scale	0.7919149994850159	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/conv/Conv_output_0_zero_point	131	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/act/Mul_output_0_QuantizeLinear_Output	QuantizeLinear:/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/act/Mul_output_0_QuantizeLinear	DequantizeLinear:/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/act/Mul_output_0_DequantizeLinear	u8	u8	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/act/Mul_output_0_scale	0.3849852681159973	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/act/Mul_output_0_zero_point	1	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/act/Mul_output_0_DequantizeLinear_Output	DequantizeLinear:/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/act/Mul_output_0_DequantizeLinear	Conv:/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/conv/Conv	u8	u8	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/act/Mul_output_0_scale	0.3849852681159973	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/act/Mul_output_0_zero_point	1	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/conv/Conv_output_0_QuantizeLinear_Output	QuantizeLinear:/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/conv/Conv_output_0_QuantizeLinear	DequantizeLinear:/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/conv/Conv_output_0_DequantizeLinear	u8	u8	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/conv/Conv_output_0_scale	0.9158559441566467	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/conv/Conv_output_0_zero_point	100	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/conv/Conv_output_0_DequantizeLinear_Output	DequantizeLinear:/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/conv/Conv_output_0_DequantizeLinear	Sigmoid:/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/act/Sigmoid;Mul:/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/act/Mul	u8	u8	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/conv/Conv_output_0_scale	0.9158559441566467	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/conv/Conv_output_0_zero_point	100	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/act/Mul_output_0_QuantizeLinear_Output	QuantizeLinear:/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/act/Mul_output_0_QuantizeLinear	DequantizeLinear:/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/act/Mul_output_0_DequantizeLinear	u8	u8	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/act/Mul_output_0_scale	0.5560574531555176	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/act/Mul_output_0_zero_point	1	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
