tensor_name	producer_op	consumer_ops	dtype	signedness	scale_name	scale_value_or_summary	zero_point_name	zero_point_value_or_summary	per_tensor_or_per_channel	axis	can_feed_smt_vmadot_directly	correction_required	requant_required	recommended_path	caveat
/model.22/m.0/m.0.0/cv1/conv/Conv_output_0_DequantizeLinear_Output	DequantizeLinear:/model.22/m.0/m.0.0/cv1/conv/Conv_output_0_DequantizeLinear	Sigmoid:/model.22/m.0/m.0.0/cv1/act/Sigmoid;Mul:/model.22/m.0/m.0.0/cv1/act/Mul	u8	u8	/model.22/m.0/m.0.0/cv1/conv/Conv_output_0_scale	0.05983957648277283	/model.22/m.0/m.0.0/cv1/conv/Conv_output_0_zero_point	139	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/act/Mul_output_0_QuantizeLinear_Output	QuantizeLinear:/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/act/Mul_output_0_QuantizeLinear	DequantizeLinear:/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/act/Mul_output_0_DequantizeLinear	u8	u8	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/act/Mul_output_0_scale	0.18654435873031616	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/act/Mul_output_0_zero_point	1	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/act/Mul_output_0_DequantizeLinear_Output	DequantizeLinear:/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/act/Mul_output_0_DequantizeLinear	Conv:/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/conv/Conv	u8	u8	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/act/Mul_output_0_scale	0.18654435873031616	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/act/Mul_output_0_zero_point	1	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.22/m.0/m.0.0/cv1/act/Mul_output_0_QuantizeLinear_Output	QuantizeLinear:/model.22/m.0/m.0.0/cv1/act/Mul_output_0_QuantizeLinear	DequantizeLinear:/model.22/m.0/m.0.0/cv1/act/Mul_output_0_DequantizeLinear	u8	u8	/model.22/m.0/m.0.0/cv1/act/Mul_output_0_scale	0.028201725333929062	/model.22/m.0/m.0.0/cv1/act/Mul_output_0_zero_point	10	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.22/m.0/m.0.0/cv1/act/Mul_output_0_DequantizeLinear_Output	DequantizeLinear:/model.22/m.0/m.0.0/cv1/act/Mul_output_0_DequantizeLinear	Conv:/model.22/m.0/m.0.0/cv2/conv/Conv	u8	u8	/model.22/m.0/m.0.0/cv1/act/Mul_output_0_scale	0.028201725333929062	/model.22/m.0/m.0.0/cv1/act/Mul_output_0_zero_point	10	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/conv/Conv_output_0_QuantizeLinear_Output	QuantizeLinear:/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/conv/Conv_output_0_QuantizeLinear	DequantizeLinear:/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/conv/Conv_output_0_DequantizeLinear	u8	u8	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/conv/Conv_output_0_scale	1.333095669746399	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/conv/Conv_output_0_zero_point	55	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/conv/Conv_output_0_DequantizeLinear_Output	DequantizeLinear:/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/conv/Conv_output_0_DequantizeLinear	Sigmoid:/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/act/Sigmoid;Mul:/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/act/Mul	u8	u8	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/conv/Conv_output_0_scale	1.333095669746399	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/conv/Conv_output_0_zero_point	55	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.22/m.0/m.0.0/cv2/conv/Conv_output_0_QuantizeLinear_Output	QuantizeLinear:/model.22/m.0/m.0.0/cv2/conv/Conv_output_0_QuantizeLinear	DequantizeLinear:/model.22/m.0/m.0.0/cv2/conv/Conv_output_0_DequantizeLinear	u8	u8	/model.22/m.0/m.0.0/cv2/conv/Conv_output_0_scale	0.0956902801990509	/model.22/m.0/m.0.0/cv2/conv/Conv_output_0_zero_point	133	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.22/m.0/m.0.0/cv2/conv/Conv_output_0_DequantizeLinear_Output	DequantizeLinear:/model.22/m.0/m.0.0/cv2/conv/Conv_output_0_DequantizeLinear	Sigmoid:/model.22/m.0/m.0.0/cv2/act/Sigmoid;Mul:/model.22/m.0/m.0.0/cv2/act/Mul	u8	u8	/model.22/m.0/m.0.0/cv2/conv/Conv_output_0_scale	0.0956902801990509	/model.22/m.0/m.0.0/cv2/conv/Conv_output_0_zero_point	133	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/act/Mul_output_0_QuantizeLinear_Output	QuantizeLinear:/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/act/Mul_output_0_QuantizeLinear	DequantizeLinear:/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/act/Mul_output_0_DequantizeLinear	u8	u8	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/act/Mul_output_0_scale	1.0449954271316528	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/act/Mul_output_0_zero_point	0	per_tensor		no	dtype_or_layout_check	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/act/Mul_output_0_DequantizeLinear_Output	DequantizeLinear:/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/act/Mul_output_0_DequantizeLinear	Conv:/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv	u8	u8	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/act/Mul_output_0_scale	1.0449954271316528	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/act/Mul_output_0_zero_point	0	per_tensor		no	dtype_or_layout_check	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.22/m.0/m.0.0/Add_output_0_QuantizeLinear_Output	QuantizeLinear:/model.22/m.0/m.0.0/Add_output_0_QuantizeLinear	DequantizeLinear:/model.22/m.0/m.0.0/Add_output_0_DequantizeLinear	u8	u8	/model.22/m.0/m.0.0/Add_output_0_scale	0.04682328552007675	/model.22/m.0/m.0.0/Add_output_0_zero_point	12	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0_QuantizeLinear_Output	QuantizeLinear:/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0_QuantizeLinear	DequantizeLinear:/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0_DequantizeLinear	u8	u8	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0_scale	0.7840696573257446	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0_zero_point	251	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.22/m.0/m.0.0/Add_output_0_DequantizeLinear_Output	DequantizeLinear:/model.22/m.0/m.0.0/Add_output_0_DequantizeLinear	Conv:/model.22/m.0/m.0.1/attn/qkv/conv/Conv;Add:/model.22/m.0/m.0.1/Add	u8	u8	/model.22/m.0/m.0.0/Add_output_0_scale	0.04682328552007675	/model.22/m.0/m.0.0/Add_output_0_zero_point	12	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0_DequantizeLinear_Output	DequantizeLinear:/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0_DequantizeLinear	Reshape:/model.23/Reshape_4	u8	u8	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0_scale	0.7840696573257446	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0_zero_point	251	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.22/m.0/m.0.1/attn/qkv/conv/Conv_output_0_QuantizeLinear_Output	QuantizeLinear:/model.22/m.0/m.0.1/attn/qkv/conv/Conv_output_0_QuantizeLinear	DequantizeLinear:/model.22/m.0/m.0.1/attn/qkv/conv/Conv_output_0_DequantizeLinear	u8	u8	/model.22/m.0/m.0.1/attn/qkv/conv/Conv_output_0_scale	0.10391821712255478	/model.22/m.0/m.0.1/attn/qkv/conv/Conv_output_0_zero_point	111	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.22/m.0/m.0.1/attn/qkv/conv/Conv_output_0_DequantizeLinear_Output	DequantizeLinear:/model.22/m.0/m.0.1/attn/qkv/conv/Conv_output_0_DequantizeLinear	Reshape:/model.22/m.0/m.0.1/attn/Reshape	u8	u8	/model.22/m.0/m.0.1/attn/qkv/conv/Conv_output_0_scale	0.10391821712255478	/model.22/m.0/m.0.1/attn/qkv/conv/Conv_output_0_zero_point	111	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.22/m.0/m.0.1/attn/Split_output_1_QuantizeLinear_Output	QuantizeLinear:/model.22/m.0/m.0.1/attn/Split_output_1_QuantizeLinear	DequantizeLinear:/model.22/m.0/m.0.1/attn/Split_output_1_DequantizeLinear	u8	u8	/model.22/m.0/m.0.1/attn/Split_output_1_scale	0.06047259271144867	/model.22/m.0/m.0.1/attn/Split_output_1_zero_point	131	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.22/m.0/m.0.1/attn/Split_output_2_QuantizeLinear_Output	QuantizeLinear:/model.22/m.0/m.0.1/attn/Split_output_2_QuantizeLinear	DequantizeLinear:/model.22/m.0/m.0.1/attn/Split_output_2_DequantizeLinear	u8	u8	/model.22/m.0/m.0.1/attn/Split_output_2_scale	0.10391821712255478	/model.22/m.0/m.0.1/attn/Split_output_2_zero_point	111	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.22/m.0/m.0.1/attn/Transpose_output_0_QuantizeLinear_Output	QuantizeLinear:/model.22/m.0/m.0.1/attn/Transpose_output_0_QuantizeLinear	DequantizeLinear:/model.22/m.0/m.0.1/attn/Transpose_output_0_DequantizeLinear	u8	u8	/model.22/m.0/m.0.1/attn/Transpose_output_0_scale	0.049220163375139236	/model.22/m.0/m.0.1/attn/Transpose_output_0_zero_point	130	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.22/m.0/m.0.1/attn/Split_output_1_DequantizeLinear_Output	DequantizeLinear:/model.22/m.0/m.0.1/attn/Split_output_1_DequantizeLinear	MatMul:/model.22/m.0/m.0.1/attn/MatMul	u8	u8	/model.22/m.0/m.0.1/attn/Split_output_1_scale	0.06047259271144867	/model.22/m.0/m.0.1/attn/Split_output_1_zero_point	131	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.22/m.0/m.0.1/attn/Split_output_2_DequantizeLinear_Output	DequantizeLinear:/model.22/m.0/m.0.1/attn/Split_output_2_DequantizeLinear	Reshape:/model.22/m.0/m.0.1/attn/Reshape_2;MatMul:/model.22/m.0/m.0.1/attn/MatMul_1	u8	u8	/model.22/m.0/m.0.1/attn/Split_output_2_scale	0.10391821712255478	/model.22/m.0/m.0.1/attn/Split_output_2_zero_point	111	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.22/m.0/m.0.1/attn/Transpose_output_0_DequantizeLinear_Output	DequantizeLinear:/model.22/m.0/m.0.1/attn/Transpose_output_0_DequantizeLinear	MatMul:/model.22/m.0/m.0.1/attn/MatMul	u8	u8	/model.22/m.0/m.0.1/attn/Transpose_output_0_scale	0.049220163375139236	/model.22/m.0/m.0.1/attn/Transpose_output_0_zero_point	130	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.22/m.0/m.0.1/attn/Reshape_2_output_0_QuantizeLinear_Output	QuantizeLinear:/model.22/m.0/m.0.1/attn/Reshape_2_output_0_QuantizeLinear	DequantizeLinear:/model.22/m.0/m.0.1/attn/Reshape_2_output_0_DequantizeLinear	u8	u8	/model.22/m.0/m.0.1/attn/Reshape_2_output_0_scale	0.10391821712255478	/model.22/m.0/m.0.1/attn/Reshape_2_output_0_zero_point	111	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.22/m.0/m.0.1/attn/MatMul_output_0_QuantizeLinear_Output	QuantizeLinear:/model.22/m.0/m.0.1/attn/MatMul_output_0_QuantizeLinear	DequantizeLinear:/model.22/m.0/m.0.1/attn/MatMul_output_0_DequantizeLinear	u8	u8	/model.22/m.0/m.0.1/attn/MatMul_output_0_scale	0.8397404551506042	/model.22/m.0/m.0.1/attn/MatMul_output_0_zero_point	109	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.22/m.0/m.0.1/attn/Reshape_2_output_0_DequantizeLinear_Output	DequantizeLinear:/model.22/m.0/m.0.1/attn/Reshape_2_output_0_DequantizeLinear	Conv:/model.22/m.0/m.0.1/attn/pe/conv/Conv	u8	u8	/model.22/m.0/m.0.1/attn/Reshape_2_output_0_scale	0.10391821712255478	/model.22/m.0/m.0.1/attn/Reshape_2_output_0_zero_point	111	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.22/m.0/m.0.1/attn/MatMul_output_0_DequantizeLinear_Output	DequantizeLinear:/model.22/m.0/m.0.1/attn/MatMul_output_0_DequantizeLinear	Mul:/model.22/m.0/m.0.1/attn/Mul	u8	u8	/model.22/m.0/m.0.1/attn/MatMul_output_0_scale	0.8397404551506042	/model.22/m.0/m.0.1/attn/MatMul_output_0_zero_point	109	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.22/m.0/m.0.1/attn/pe/conv/Conv_output_0_QuantizeLinear_Output	QuantizeLinear:/model.22/m.0/m.0.1/attn/pe/conv/Conv_output_0_QuantizeLinear	DequantizeLinear:/model.22/m.0/m.0.1/attn/pe/conv/Conv_output_0_DequantizeLinear	u8	u8	/model.22/m.0/m.0.1/attn/pe/conv/Conv_output_0_scale	0.08020152896642685	/model.22/m.0/m.0.1/attn/pe/conv/Conv_output_0_zero_point	115	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.22/m.0/m.0.1/attn/pe/conv/Conv_output_0_DequantizeLinear_Output	DequantizeLinear:/model.22/m.0/m.0.1/attn/pe/conv/Conv_output_0_DequantizeLinear	Add:/model.22/m.0/m.0.1/attn/Add	u8	u8	/model.22/m.0/m.0.1/attn/pe/conv/Conv_output_0_scale	0.08020152896642685	/model.22/m.0/m.0.1/attn/pe/conv/Conv_output_0_zero_point	115	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.22/m.0/m.0.1/attn/Transpose_1_output_0_QuantizeLinear_Output	QuantizeLinear:/model.22/m.0/m.0.1/attn/Transpose_1_output_0_QuantizeLinear	DequantizeLinear:/model.22/m.0/m.0.1/attn/Transpose_1_output_0_DequantizeLinear	u8	u8	/model.22/m.0/m.0.1/attn/Transpose_1_output_0_scale	0.0035874536260962486	/model.22/m.0/m.0.1/attn/Transpose_1_output_0_zero_point	0	per_tensor		no	dtype_or_layout_check	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.22/m.0/m.0.1/attn/Transpose_1_output_0_DequantizeLinear_Output	DequantizeLinear:/model.22/m.0/m.0.1/attn/Transpose_1_output_0_DequantizeLinear	MatMul:/model.22/m.0/m.0.1/attn/MatMul_1	u8	u8	/model.22/m.0/m.0.1/attn/Transpose_1_output_0_scale	0.0035874536260962486	/model.22/m.0/m.0.1/attn/Transpose_1_output_0_zero_point	0	per_tensor		no	dtype_or_layout_check	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.22/m.0/m.0.1/attn/MatMul_1_output_0_QuantizeLinear_Output	QuantizeLinear:/model.22/m.0/m.0.1/attn/MatMul_1_output_0_QuantizeLinear	DequantizeLinear:/model.22/m.0/m.0.1/attn/MatMul_1_output_0_DequantizeLinear	u8	u8	/model.22/m.0/m.0.1/attn/MatMul_1_output_0_scale	0.068268783390522	/model.22/m.0/m.0.1/attn/MatMul_1_output_0_zero_point	118	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.22/m.0/m.0.1/attn/MatMul_1_output_0_DequantizeLinear_Output	DequantizeLinear:/model.22/m.0/m.0.1/attn/MatMul_1_output_0_DequantizeLinear	Reshape:/model.22/m.0/m.0.1/attn/Reshape_1	u8	u8	/model.22/m.0/m.0.1/attn/MatMul_1_output_0_scale	0.068268783390522	/model.22/m.0/m.0.1/attn/MatMul_1_output_0_zero_point	118	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.22/m.0/m.0.1/attn/Add_output_0_QuantizeLinear_Output	QuantizeLinear:/model.22/m.0/m.0.1/attn/Add_output_0_QuantizeLinear	DequantizeLinear:/model.22/m.0/m.0.1/attn/Add_output_0_DequantizeLinear	u8	u8	/model.22/m.0/m.0.1/attn/Add_output_0_scale	0.07964437454938889	/model.22/m.0/m.0.1/attn/Add_output_0_zero_point	116	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.22/m.0/m.0.1/attn/Add_output_0_DequantizeLinear_Output	DequantizeLinear:/model.22/m.0/m.0.1/attn/Add_output_0_DequantizeLinear	Conv:/model.22/m.0/m.0.1/attn/proj/conv/Conv	u8	u8	/model.22/m.0/m.0.1/attn/Add_output_0_scale	0.07964437454938889	/model.22/m.0/m.0.1/attn/Add_output_0_zero_point	116	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.22/m.0/m.0.1/attn/proj/conv/Conv_output_0_QuantizeLinear_Output	QuantizeLinear:/model.22/m.0/m.0.1/attn/proj/conv/Conv_output_0_QuantizeLinear	DequantizeLinear:/model.22/m.0/m.0.1/attn/proj/conv/Conv_output_0_DequantizeLinear	u8	u8	/model.22/m.0/m.0.1/attn/proj/conv/Conv_output_0_scale	0.0519920252263546	/model.22/m.0/m.0.1/attn/proj/conv/Conv_output_0_zero_point	125	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.22/m.0/m.0.1/attn/proj/conv/Conv_output_0_DequantizeLinear_Output	DequantizeLinear:/model.22/m.0/m.0.1/attn/proj/conv/Conv_output_0_DequantizeLinear	Add:/model.22/m.0/m.0.1/Add	u8	u8	/model.22/m.0/m.0.1/attn/proj/conv/Conv_output_0_scale	0.0519920252263546	/model.22/m.0/m.0.1/attn/proj/conv/Conv_output_0_zero_point	125	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.22/m.0/m.0.1/Add_output_0_QuantizeLinear_Output	QuantizeLinear:/model.22/m.0/m.0.1/Add_output_0_QuantizeLinear	DequantizeLinear:/model.22/m.0/m.0.1/Add_output_0_DequantizeLinear	u8	u8	/model.22/m.0/m.0.1/Add_output_0_scale	0.08377055823802948	/model.22/m.0/m.0.1/Add_output_0_zero_point	82	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.22/m.0/m.0.1/Add_output_0_DequantizeLinear_Output	DequantizeLinear:/model.22/m.0/m.0.1/Add_output_0_DequantizeLinear	Conv:/model.22/m.0/m.0.1/ffn/ffn.0/conv/Conv;Add:/model.22/m.0/m.0.1/Add_1	u8	u8	/model.22/m.0/m.0.1/Add_output_0_scale	0.08377055823802948	/model.22/m.0/m.0.1/Add_output_0_zero_point	82	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.22/m.0/m.0.1/ffn/ffn.0/conv/Conv_output_0_QuantizeLinear_Output	QuantizeLinear:/model.22/m.0/m.0.1/ffn/ffn.0/conv/Conv_output_0_QuantizeLinear	DequantizeLinear:/model.22/m.0/m.0.1/ffn/ffn.0/conv/Conv_output_0_DequantizeLinear	u8	u8	/model.22/m.0/m.0.1/ffn/ffn.0/conv/Conv_output_0_scale	0.1584012508392334	/model.22/m.0/m.0.1/ffn/ffn.0/conv/Conv_output_0_zero_point	132	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.22/m.0/m.0.1/ffn/ffn.0/conv/Conv_output_0_DequantizeLinear_Output	DequantizeLinear:/model.22/m.0/m.0.1/ffn/ffn.0/conv/Conv_output_0_DequantizeLinear	Sigmoid:/model.22/m.0/m.0.1/ffn/ffn.0/act/Sigmoid;Mul:/model.22/m.0/m.0.1/ffn/ffn.0/act/Mul	u8	u8	/model.22/m.0/m.0.1/ffn/ffn.0/conv/Conv_output_0_scale	0.1584012508392334	/model.22/m.0/m.0.1/ffn/ffn.0/conv/Conv_output_0_zero_point	132	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.22/m.0/m.0.1/ffn/ffn.0/act/Mul_output_0_QuantizeLinear_Output	QuantizeLinear:/model.22/m.0/m.0.1/ffn/ffn.0/act/Mul_output_0_QuantizeLinear	DequantizeLinear:/model.22/m.0/m.0.1/ffn/ffn.0/act/Mul_output_0_DequantizeLinear	u8	u8	/model.22/m.0/m.0.1/ffn/ffn.0/act/Mul_output_0_scale	0.07762563228607178	/model.22/m.0/m.0.1/ffn/ffn.0/act/Mul_output_0_zero_point	4	per_tensor		no	zero_point_offset_correction	yes	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
/model.22/m.0/m.0.1/ffn/ffn.0/act/Mul_output_0_DequantizeLinear_Output	DequantizeLinear:/model.22/m.0/m.0.1/ffn/ffn.0/act/Mul_output_0_DequantizeLinear	Conv:/model.22/m.0/m.0.1/ffn/ffn.1/conv/Conv	u8	u8	/model.22/m.0/m.0.1/ffn/ffn.0/act/Mul_output_0_scale	0.07762563228607178	/model.22/m.0/m.0.1/ffn/ffn.0/act/Mul_output_0_zero_point	4	per_tensor		no	zero_point_offset_correction	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
