kernel	partition	workers	repeat	repeat_mean_us	repeat_process_cpu_mean_us	output_hash64	raw_per_run_path
m4n16	spatial	2	2	16173.907570	32273.075280	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m4n16_spatial_w2.tsv
m4n16	spatial	2	3	16161.497630	32260.221570	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m4n16_spatial_w2.tsv
m4n16	spatial	2	4	16154.356850	32236.177780	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m4n16_spatial_w2.tsv
m4n16	spatial	3	0	11101.724140	33114.823990	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m4n16_spatial_w3.tsv
m4n16	spatial	3	1	11129.914920	33163.809110	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m4n16_spatial_w3.tsv
m4n16	spatial	3	2	11131.804620	33172.586580	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m4n16_spatial_w3.tsv
m4n16	spatial	3	3	11087.302550	33108.138220	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m4n16_spatial_w3.tsv
m4n16	spatial	3	4	11094.614380	33064.852930	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m4n16_spatial_w3.tsv
m4n16	spatial	4	0	9653.941650	37096.503630	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m4n16_spatial_w4.tsv
m4n16	spatial	4	1	9588.378620	37026.906100	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m4n16_spatial_w4.tsv
m4n16	spatial	4	2	9548.336210	37158.527070	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m4n16_spatial_w4.tsv
m4n16	spatial	4	3	9610.144320	37091.674420	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m4n16_spatial_w4.tsv
m4n16	spatial	4	4	9602.713900	37069.134960	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m4n16_spatial_w4.tsv
m8n16	output_channel	1	0	23896.896880	23895.189530	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m8n16_output_channel_w1.tsv
m8n16	output_channel	1	1	23882.101630	23882.866260	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m8n16_output_channel_w1.tsv
m8n16	output_channel	1	2	23908.575090	23909.048240	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m8n16_output_channel_w1.tsv
m8n16	output_channel	1	3	23893.797710	23893.586600	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m8n16_output_channel_w1.tsv
m8n16	output_channel	1	4	23882.313660	23883.034860	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m8n16_output_channel_w1.tsv
m8n16	output_channel	2	0	15612.743950	31137.954860	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m8n16_output_channel_w2.tsv
m8n16	output_channel	2	1	15661.401660	31227.128280	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m8n16_output_channel_w2.tsv
m8n16	output_channel	2	2	15630.071800	31170.482390	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m8n16_output_channel_w2.tsv
m8n16	output_channel	2	3	15684.869150	31280.356030	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m8n16_output_channel_w2.tsv
m8n16	output_channel	2	4	15610.171050	31159.314500	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m8n16_output_channel_w2.tsv
m8n16	output_channel	3	0	12966.821570	34833.902780	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m8n16_output_channel_w3.tsv
m8n16	output_channel	3	1	12998.047720	34770.501860	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m8n16_output_channel_w3.tsv
m8n16	output_channel	3	2	12953.016590	34742.114430	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m8n16_output_channel_w3.tsv
m8n16	output_channel	3	3	12995.373260	34783.665650	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m8n16_output_channel_w3.tsv
m8n16	output_channel	3	4	12983.008290	34867.880740	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m8n16_output_channel_w3.tsv
m8n16	output_channel	4	0	11033.501990	41703.683270	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m8n16_output_channel_w4.tsv
m8n16	output_channel	4	1	10898.287750	41753.027400	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m8n16_output_channel_w4.tsv
m8n16	output_channel	4	2	10709.351680	41905.902150	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m8n16_output_channel_w4.tsv
m8n16	output_channel	4	3	11087.302330	41699.546030	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m8n16_output_channel_w4.tsv
m8n16	output_channel	4	4	10999.953570	41705.956520	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m8n16_output_channel_w4.tsv
m8n16	spatial	1	0	23896.659420	23899.006650	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m8n16_spatial_w1.tsv
m8n16	spatial	1	1	23861.138510	23859.976120	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m8n16_spatial_w1.tsv
m8n16	spatial	1	2	23857.778430	23860.835000	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m8n16_spatial_w1.tsv
m8n16	spatial	1	3	23845.386900	23850.551070	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m8n16_spatial_w1.tsv
m8n16	spatial	1	4	23883.565390	23887.879990	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m8n16_spatial_w1.tsv
m8n16	spatial	2	0	12348.249270	24652.001570	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m8n16_spatial_w2.tsv
m8n16	spatial	2	1	12412.390410	24746.389780	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m8n16_spatial_w2.tsv
m8n16	spatial	2	2	12359.007840	24646.280270	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m8n16_spatial_w2.tsv
m8n16	spatial	2	3	12346.407790	24607.052370	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m8n16_spatial_w2.tsv
m8n16	spatial	2	4	12380.542400	24643.836520	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m8n16_spatial_w2.tsv
m8n16	spatial	3	0	8630.914890	25619.001200	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m8n16_spatial_w3.tsv
m8n16	spatial	3	1	8603.798420	25573.927250	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m8n16_spatial_w3.tsv
m8n16	spatial	3	2	8605.616440	25607.279050	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m8n16_spatial_w3.tsv
m8n16	spatial	3	3	8584.528690	25523.192250	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m8n16_spatial_w3.tsv
m8n16	spatial	3	4	8617.322480	25642.121810	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m8n16_spatial_w3.tsv
m8n16	spatial	4	0	7054.650280	27003.726370	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m8n16_spatial_w4.tsv
m8n16	spatial	4	1	7011.579520	26997.570460	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m8n16_spatial_w4.tsv
m8n16	spatial	4	2	7218.694590	27013.804100	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m8n16_spatial_w4.tsv
m8n16	spatial	4	3	7035.619730	27062.275750	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m8n16_spatial_w4.tsv
m8n16	spatial	4	4	7004.137450	27145.498540	10094906690607741993	/data/ncnn-logs/ai-team/2026-07-12/2026-07-12_14-26-44__contcodex__BANANA-YOLO26-CUSTOM-INT8-IME-ENGINE-STAGE48-EXACT-INTEGER-CONTRACT-AND-NCHWC8-DIRECT-A-TILE-PROOF-001__stage48-integer-contract-nchwc8/artifacts/board-model5-logs/model5_m8n16_spatial_w4.tsv
