selection_group	image_id	model	boundary_index	boundary_label	sign_crossings	zero_crossings	cpu_lower_ep_not	ep_lower_cpu_not	cpu_upper_ep_not	ep_upper_cpu_not
small-loss	430122	B2	0	P3_bbox	104	106	0	0	0	0
small-loss	430122	B2	1	P3_confidence	1	1	9	13	0	1
small-loss	430122	B2	2	P4_bbox	0	1	0	0	0	0
small-loss	430122	B2	3	P4_confidence	0	0	0	0	0	0
small-loss	430122	B2	4	P5_bbox	0	0	0	0	0	0
small-loss	430122	B2	5	P5_confidence	0	0	0	0	0	0
small-loss	430122	A1	0	P3_bbox	104	107	0	0	0	0
small-loss	430122	A1	1	P3_confidence	1	1	7	11	0	0
small-loss	430122	A1	2	P4_bbox	0	1	0	0	0	0
small-loss	430122	A1	3	P4_confidence	0	0	0	0	0	0
small-loss	430122	A1	4	P5_bbox	0	0	0	0	0	0
small-loss	430122	A1	5	P5_confidence	0	0	0	0	0	0
small-loss	249184	B2	0	P3_bbox	77	90	0	0	0	0
small-loss	249184	B2	1	P3_confidence	0	0	4	29	0	0
small-loss	249184	B2	2	P4_bbox	0	0	0	0	0	0
small-loss	249184	B2	3	P4_confidence	1	1	0	0	1	0
small-loss	249184	B2	4	P5_bbox	0	0	0	0	0	0
small-loss	249184	B2	5	P5_confidence	2	2	0	0	1	1
small-loss	249184	A1	0	P3_bbox	78	92	0	0	0	0
small-loss	249184	A1	1	P3_confidence	0	0	2	30	0	0
small-loss	249184	A1	2	P4_bbox	0	0	0	0	0	0
small-loss	249184	A1	3	P4_confidence	1	2	0	1	1	0
small-loss	249184	A1	4	P5_bbox	0	0	0	0	0	0
small-loss	249184	A1	5	P5_confidence	2	0	0	0	1	1
small-loss	495956	B2	0	P3_bbox	99	101	0	0	0	0
small-loss	495956	B2	1	P3_confidence	0	0	4	6	0	0
small-loss	495956	B2	2	P4_bbox	2	5	0	0	0	0
small-loss	495956	B2	3	P4_confidence	0	0	0	0	0	0
small-loss	495956	B2	4	P5_bbox	0	0	0	0	0	0
small-loss	495956	B2	5	P5_confidence	0	0	0	0	0	0
small-loss	495956	A1	0	P3_bbox	100	103	0	0	0	0
small-loss	495956	A1	1	P3_confidence	0	0	3	6	0	0
small-loss	495956	A1	2	P4_bbox	2	5	0	0	0	0
small-loss	495956	A1	3	P4_confidence	0	0	0	0	0	0
small-loss	495956	A1	4	P5_bbox	0	0	0	0	0	0
small-loss	495956	A1	5	P5_confidence	0	0	0	0	0	0
small-loss	272807	B2	0	P3_bbox	67	78	0	0	0	0
small-loss	272807	B2	1	P3_confidence	0	0	0	0	0	0
small-loss	272807	B2	2	P4_bbox	0	0	0	0	0	0
small-loss	272807	B2	3	P4_confidence	0	0	0	0	0	0
small-loss	272807	B2	4	P5_bbox	0	0	0	0	0	0
small-loss	272807	B2	5	P5_confidence	0	0	0	0	0	0
small-loss	272807	A1	0	P3_bbox	64	76	0	0	0	0
small-loss	272807	A1	1	P3_confidence	0	0	0	0	0	0
small-loss	272807	A1	2	P4_bbox	0	0	0	0	0	0
small-loss	272807	A1	3	P4_confidence	0	0	0	0	0	0
small-loss	272807	A1	4	P5_bbox	0	0	0	0	0	0
small-loss	272807	A1	5	P5_confidence	0	0	0	0	0	0
small-loss	192091	B2	0	P3_bbox	161	171	0	0	0	0
small-loss	192091	B2	1	P3_confidence	0	0	0	1	0	0
small-loss	192091	B2	2	P4_bbox	0	0	0	0	0	0
small-loss	192091	B2	3	P4_confidence	0	0	0	0	0	0
small-loss	192091	B2	4	P5_bbox	0	0	0	0	0	0
small-loss	192091	B2	5	P5_confidence	0	0	0	0	0	0
small-loss	192091	A1	0	P3_bbox	161	170	0	0	0	0
small-loss	192091	A1	1	P3_confidence	0	0	0	0	0	0
small-loss	192091	A1	2	P4_bbox	0	0	0	0	0	0
small-loss	192091	A1	3	P4_confidence	0	0	0	0	0	0
small-loss	192091	A1	4	P5_bbox	0	0	0	0	0	0
small-loss	192091	A1	5	P5_confidence	0	0	0	0	0	0
small-loss	301783	B2	0	P3_bbox	77	75	0	0	0	0
small-loss	301783	B2	1	P3_confidence	2	2	3	3	1	1
small-loss	301783	B2	2	P4_bbox	0	1	0	0	0	0
small-loss	301783	B2	3	P4_confidence	0	0	0	0	0	0
small-loss	301783	B2	4	P5_bbox	0	0	0	0	0	0
small-loss	301783	B2	5	P5_confidence	0	0	0	0	0	0
small-loss	301783	A1	0	P3_bbox	77	77	0	0	0	0
small-loss	301783	A1	1	P3_confidence	1	0	2	3	0	0
small-loss	301783	A1	2	P4_bbox	0	1	0	0	0	0
small-loss	301783	A1	3	P4_confidence	0	0	0	0	0	0
small-loss	301783	A1	4	P5_bbox	0	0	0	0	0	0
small-loss	301783	A1	5	P5_confidence	0	0	0	0	0	0
small-loss	6522	B2	0	P3_bbox	86	113	0	0	0	0
small-loss	6522	B2	1	P3_confidence	0	0	0	0	0	0
small-loss	6522	B2	2	P4_bbox	0	0	0	0	0	0
small-loss	6522	B2	3	P4_confidence	0	0	0	0	0	0
small-loss	6522	B2	4	P5_bbox	0	0	0	0	0	0
small-loss	6522	B2	5	P5_confidence	0	0	0	0	0	0
small-loss	6522	A1	0	P3_bbox	86	113	0	0	0	0
small-loss	6522	A1	1	P3_confidence	0	0	0	0	0	0
small-loss	6522	A1	2	P4_bbox	0	0	0	0	0	0
small-loss	6522	A1	3	P4_confidence	1	1	0	0	0	0
small-loss	6522	A1	4	P5_bbox	0	0	0	0	0	0
small-loss	6522	A1	5	P5_confidence	0	0	0	0	0	0
small-loss	150867	B2	0	P3_bbox	55	54	0	0	0	0
small-loss	150867	B2	1	P3_confidence	0	0	0	1	0	0
small-loss	150867	B2	2	P4_bbox	0	0	0	0	0	0
small-loss	150867	B2	3	P4_confidence	0	0	0	0	0	0
small-loss	150867	B2	4	P5_bbox	0	1	1	0	0	0
small-loss	150867	B2	5	P5_confidence	2	2	0	0	1	1
small-loss	150867	A1	0	P3_bbox	55	55	0	0	0	0
small-loss	150867	A1	1	P3_confidence	0	0	0	1	0	0
small-loss	150867	A1	2	P4_bbox	0	0	0	0	0	0
small-loss	150867	A1	3	P4_confidence	0	0	0	0	0	0
small-loss	150867	A1	4	P5_bbox	0	0	0	0	0	0
small-loss	150867	A1	5	P5_confidence	2	0	0	0	1	0
small-loss	184585	B2	0	P3_bbox	105	102	0	0	0	0
small-loss	184585	B2	1	P3_confidence	0	0	11	7	0	0
small-loss	184585	B2	2	P4_bbox	0	1	0	0	0	0
small-loss	184585	B2	3	P4_confidence	1	1	0	0	1	0
small-loss	184585	B2	4	P5_bbox	0	0	0	0	0	0
small-loss	184585	B2	5	P5_confidence	0	0	0	0	0	0
small-loss	184585	A1	0	P3_bbox	105	102	0	0	0	0
small-loss	184585	A1	1	P3_confidence	1	1	7	5	0	0
small-loss	184585	A1	2	P4_bbox	0	1	0	0	0	0
small-loss	184585	A1	3	P4_confidence	1	1	0	0	0	0
small-loss	184585	A1	4	P5_bbox	0	0	0	0	0	0
small-loss	184585	A1	5	P5_confidence	0	0	0	0	0	0
small-loss	531894	B2	0	P3_bbox	30	37	0	0	0	0
small-loss	531894	B2	1	P3_confidence	0	0	1	7	0	0
small-loss	531894	B2	2	P4_bbox	0	0	0	0	0	0
small-loss	531894	B2	3	P4_confidence	0	0	0	0	0	0
small-loss	531894	B2	4	P5_bbox	0	0	0	0	0	0
small-loss	531894	B2	5	P5_confidence	0	0	0	0	0	0
small-loss	531894	A1	0	P3_bbox	28	38	0	0	0	0
small-loss	531894	A1	1	P3_confidence	0	0	0	7	0	0
small-loss	531894	A1	2	P4_bbox	0	0	0	0	0	0
small-loss	531894	A1	3	P4_confidence	1	1	1	0	0	0
small-loss	531894	A1	4	P5_bbox	0	0	0	0	0	0
small-loss	531894	A1	5	P5_confidence	0	0	0	0	0	0
small-loss	170232	B2	0	P3_bbox	122	134	0	0	0	0
small-loss	170232	B2	1	P3_confidence	0	0	0	0	0	0
small-loss	170232	B2	2	P4_bbox	0	0	0	0	0	0
small-loss	170232	B2	3	P4_confidence	1	1	0	0	0	1
small-loss	170232	B2	4	P5_bbox	0	0	0	0	0	0
small-loss	170232	B2	5	P5_confidence	0	0	0	0	0	0
small-loss	170232	A1	0	P3_bbox	124	137	0	0	0	0
small-loss	170232	A1	1	P3_confidence	0	0	0	2	0	0
small-loss	170232	A1	2	P4_bbox	0	0	0	0	0	0
small-loss	170232	A1	3	P4_confidence	1	1	1	0	0	0
small-loss	170232	A1	4	P5_bbox	0	0	0	0	0	0
small-loss	170232	A1	5	P5_confidence	0	0	0	0	0	0
small-loss	211919	B2	0	P3_bbox	101	125	0	0	0	0
small-loss	211919	B2	1	P3_confidence	0	0	0	0	0	0
small-loss	211919	B2	2	P4_bbox	0	0	0	0	0	0
small-loss	211919	B2	3	P4_confidence	0	0	0	0	0	0
small-loss	211919	B2	4	P5_bbox	0	1	0	1	0	0
small-loss	211919	B2	5	P5_confidence	0	0	0	0	0	0
small-loss	211919	A1	0	P3_bbox	101	127	0	0	0	0
small-loss	211919	A1	1	P3_confidence	0	0	0	0	0	0
small-loss	211919	A1	2	P4_bbox	0	0	0	0	0	0
small-loss	211919	A1	3	P4_confidence	0	0	0	0	0	0
small-loss	211919	A1	4	P5_bbox	0	1	0	0	0	0
small-loss	211919	A1	5	P5_confidence	0	1	0	0	0	0
matched-control	95161	B2	0	P3_bbox	67	64	0	0	0	2
matched-control	95161	B2	1	P3_confidence	0	0	2	54	0	0
matched-control	95161	B2	2	P4_bbox	1	5	0	0	0	0
matched-control	95161	B2	3	P4_confidence	0	0	0	0	0	0
matched-control	95161	B2	4	P5_bbox	0	0	0	0	0	0
matched-control	95161	B2	5	P5_confidence	0	0	0	0	0	0
matched-control	95161	A1	0	P3_bbox	67	64	0	0	0	0
matched-control	95161	A1	1	P3_confidence	0	0	3	53	0	0
matched-control	95161	A1	2	P4_bbox	0	3	0	0	0	0
matched-control	95161	A1	3	P4_confidence	0	0	1	1	0	0
matched-control	95161	A1	4	P5_bbox	0	0	0	0	0	0
matched-control	95161	A1	5	P5_confidence	0	0	0	0	0	0
matched-control	104344	B2	0	P3_bbox	15	21	0	0	2	0
matched-control	104344	B2	1	P3_confidence	0	0	9	2	0	0
matched-control	104344	B2	2	P4_bbox	2	2	0	0	0	0
matched-control	104344	B2	3	P4_confidence	0	0	0	0	0	0
matched-control	104344	B2	4	P5_bbox	0	0	0	0	0	0
matched-control	104344	B2	5	P5_confidence	0	0	0	0	0	0
matched-control	104344	A1	0	P3_bbox	15	22	0	0	0	0
matched-control	104344	A1	1	P3_confidence	0	0	6	1	0	0
matched-control	104344	A1	2	P4_bbox	3	3	0	0	0	0
matched-control	104344	A1	3	P4_confidence	0	0	0	0	0	0
matched-control	104344	A1	4	P5_bbox	0	0	0	0	0	0
matched-control	104344	A1	5	P5_confidence	0	0	0	0	0	0
matched-control	343534	B2	0	P3_bbox	70	95	0	0	0	0
matched-control	343534	B2	1	P3_confidence	0	0	2	2	0	0
matched-control	343534	B2	2	P4_bbox	0	0	0	0	0	0
matched-control	343534	B2	3	P4_confidence	0	0	0	0	0	0
matched-control	343534	B2	4	P5_bbox	0	0	0	0	0	0
matched-control	343534	B2	5	P5_confidence	0	0	0	0	0	0
matched-control	343534	A1	0	P3_bbox	69	96	0	0	0	0
matched-control	343534	A1	1	P3_confidence	0	0	0	1	0	0
matched-control	343534	A1	2	P4_bbox	0	0	0	0	0	0
matched-control	343534	A1	3	P4_confidence	0	0	1	0	0	0
matched-control	343534	A1	4	P5_bbox	0	0	0	0	0	0
matched-control	343534	A1	5	P5_confidence	0	0	0	0	1	1
matched-control	412167	B2	0	P3_bbox	60	65	0	0	0	0
matched-control	412167	B2	1	P3_confidence	0	0	1	10	0	0
matched-control	412167	B2	2	P4_bbox	0	1	0	0	0	0
matched-control	412167	B2	3	P4_confidence	0	0	0	0	0	0
matched-control	412167	B2	4	P5_bbox	0	0	0	0	0	0
matched-control	412167	B2	5	P5_confidence	0	0	0	0	0	0
matched-control	412167	A1	0	P3_bbox	60	66	0	0	0	0
matched-control	412167	A1	1	P3_confidence	0	0	0	10	0	0
matched-control	412167	A1	2	P4_bbox	0	1	0	0	0	0
matched-control	412167	A1	3	P4_confidence	0	0	0	0	0	0
matched-control	412167	A1	4	P5_bbox	0	0	0	0	0	0
matched-control	412167	A1	5	P5_confidence	0	0	0	1	0	0
matched-control	371029	B2	0	P3_bbox	52	56	0	0	0	0
matched-control	371029	B2	1	P3_confidence	0	0	4	14	0	0
matched-control	371029	B2	2	P4_bbox	0	0	0	0	0	0
matched-control	371029	B2	3	P4_confidence	0	0	0	0	0	0
matched-control	371029	B2	4	P5_bbox	0	0	0	0	0	0
matched-control	371029	B2	5	P5_confidence	0	0	0	0	0	0
matched-control	371029	A1	0	P3_bbox	52	56	0	0	0	0
matched-control	371029	A1	1	P3_confidence	0	0	3	18	0	0
matched-control	371029	A1	2	P4_bbox	0	0	0	0	0	0
matched-control	371029	A1	3	P4_confidence	0	0	0	0	0	0
matched-control	371029	A1	4	P5_bbox	0	0	0	0	0	0
matched-control	371029	A1	5	P5_confidence	0	0	0	0	0	0
matched-control	38204	B2	0	P3_bbox	28	30	0	0	0	0
matched-control	38204	B2	1	P3_confidence	0	0	0	1	0	0
matched-control	38204	B2	2	P4_bbox	0	0	0	0	0	0
matched-control	38204	B2	3	P4_confidence	0	0	0	0	0	0
matched-control	38204	B2	4	P5_bbox	0	1	0	1	0	0
matched-control	38204	B2	5	P5_confidence	1	1	0	0	0	1
matched-control	38204	A1	0	P3_bbox	28	31	0	0	0	0
matched-control	38204	A1	1	P3_confidence	0	0	0	1	0	0
matched-control	38204	A1	2	P4_bbox	0	0	0	0	0	0
matched-control	38204	A1	3	P4_confidence	0	0	0	0	0	0
matched-control	38204	A1	4	P5_bbox	0	1	0	0	0	0
matched-control	38204	A1	5	P5_confidence	1	1	0	0	0	0
matched-control	72463	B2	0	P3_bbox	83	43	0	0	0	0
matched-control	72463	B2	1	P3_confidence	0	0	0	1	0	0
matched-control	72463	B2	2	P4_bbox	1	3	0	0	0	0
matched-control	72463	B2	3	P4_confidence	0	0	0	0	0	0
matched-control	72463	B2	4	P5_bbox	0	0	0	0	0	0
matched-control	72463	B2	5	P5_confidence	1	1	0	0	1	0
matched-control	72463	A1	0	P3_bbox	83	43	0	0	0	0
matched-control	72463	A1	1	P3_confidence	0	0	0	1	0	0
matched-control	72463	A1	2	P4_bbox	1	3	0	0	0	0
matched-control	72463	A1	3	P4_confidence	0	0	0	0	0	0
matched-control	72463	A1	4	P5_bbox	0	0	0	0	0	0
matched-control	72463	A1	5	P5_confidence	0	0	0	0	1	0
matched-control	139914	B2	0	P3_bbox	37	19	0	0	0	0
matched-control	139914	B2	1	P3_confidence	0	0	8	15	0	0
matched-control	139914	B2	2	P4_bbox	0	0	0	0	0	0
matched-control	139914	B2	3	P4_confidence	0	0	0	0	0	0
matched-control	139914	B2	4	P5_bbox	0	1	0	1	0	0
matched-control	139914	B2	5	P5_confidence	0	0	0	0	0	0
matched-control	139914	A1	0	P3_bbox	37	19	0	0	0	0
matched-control	139914	A1	1	P3_confidence	0	0	5	13	0	0
matched-control	139914	A1	2	P4_bbox	0	0	0	0	0	0
matched-control	139914	A1	3	P4_confidence	0	0	1	0	0	0
matched-control	139914	A1	4	P5_bbox	0	1	0	0	0	0
matched-control	139914	A1	5	P5_confidence	0	0	0	0	0	0
matched-control	59483	B2	0	P3_bbox	45	40	0	0	0	0
matched-control	59483	B2	1	P3_confidence	0	0	2	2	0	0
matched-control	59483	B2	2	P4_bbox	0	3	0	0	0	0
matched-control	59483	B2	3	P4_confidence	0	0	0	0	0	0
matched-control	59483	B2	4	P5_bbox	0	0	0	0	0	0
matched-control	59483	B2	5	P5_confidence	2	2	0	0	1	1
matched-control	59483	A1	0	P3_bbox	45	40	0	0	0	0
matched-control	59483	A1	1	P3_confidence	0	0	1	1	0	0
matched-control	59483	A1	2	P4_bbox	0	2	0	0	0	0
matched-control	59483	A1	3	P4_confidence	0	0	0	0	0	0
matched-control	59483	A1	4	P5_bbox	0	0	0	0	0	0
matched-control	59483	A1	5	P5_confidence	2	0	0	0	0	1
matched-control	277563	B2	0	P3_bbox	92	84	0	0	0	0
matched-control	277563	B2	1	P3_confidence	0	0	7	37	0	0
matched-control	277563	B2	2	P4_bbox	0	2	0	0	0	0
matched-control	277563	B2	3	P4_confidence	0	0	0	0	0	0
matched-control	277563	B2	4	P5_bbox	0	0	0	0	0	0
matched-control	277563	B2	5	P5_confidence	1	1	0	0	1	0
matched-control	277563	A1	0	P3_bbox	92	85	0	0	0	0
matched-control	277563	A1	1	P3_confidence	0	0	5	32	0	0
matched-control	277563	A1	2	P4_bbox	0	2	0	0	0	0
matched-control	277563	A1	3	P4_confidence	0	0	0	0	0	0
matched-control	277563	A1	4	P5_bbox	0	0	0	0	0	0
matched-control	277563	A1	5	P5_confidence	2	2	0	0	0	0
matched-control	37566	B2	0	P3_bbox	36	31	0	0	0	0
matched-control	37566	B2	1	P3_confidence	0	0	6	4	0	0
matched-control	37566	B2	2	P4_bbox	0	0	0	0	0	0
matched-control	37566	B2	3	P4_confidence	0	0	0	0	0	0
matched-control	37566	B2	4	P5_bbox	0	0	0	0	0	0
matched-control	37566	B2	5	P5_confidence	1	1	0	0	1	0
matched-control	37566	A1	0	P3_bbox	36	31	0	0	0	0
matched-control	37566	A1	1	P3_confidence	0	0	5	4	0	0
matched-control	37566	A1	2	P4_bbox	0	0	0	0	0	0
matched-control	37566	A1	3	P4_confidence	0	0	0	0	0	0
matched-control	37566	A1	4	P5_bbox	0	0	0	0	0	0
matched-control	37566	A1	5	P5_confidence	0	0	0	0	0	0
matched-control	46345	B2	0	P3_bbox	54	57	0	0	5	7
matched-control	46345	B2	1	P3_confidence	0	0	1	4	0	0
matched-control	46345	B2	2	P4_bbox	0	1	0	0	0	0
matched-control	46345	B2	3	P4_confidence	0	0	0	0	0	0
matched-control	46345	B2	4	P5_bbox	0	0	0	0	0	0
matched-control	46345	B2	5	P5_confidence	0	0	0	0	0	0
matched-control	46345	A1	0	P3_bbox	53	58	0	0	1	0
matched-control	46345	A1	1	P3_confidence	0	0	1	3	0	0
matched-control	46345	A1	2	P4_bbox	0	1	0	0	0	0
matched-control	46345	A1	3	P4_confidence	0	0	0	0	0	0
matched-control	46345	A1	4	P5_bbox	0	0	0	0	0	0
matched-control	46345	A1	5	P5_confidence	0	0	0	0	0	0
matched-control	99317	B2	0	P3_bbox	66	41	0	0	0	0
matched-control	99317	B2	1	P3_confidence	0	0	1	1	0	0
matched-control	99317	B2	2	P4_bbox	0	4	0	0	0	0
matched-control	99317	B2	3	P4_confidence	0	0	0	0	0	0
matched-control	99317	B2	4	P5_bbox	0	0	0	0	0	0
matched-control	99317	B2	5	P5_confidence	1	1	0	0	0	1
matched-control	99317	A1	0	P3_bbox	66	43	0	0	0	0
matched-control	99317	A1	1	P3_confidence	0	0	1	1	0	0
matched-control	99317	A1	2	P4_bbox	0	4	0	0	0	0
matched-control	99317	A1	3	P4_confidence	0	0	0	0	0	0
matched-control	99317	A1	4	P5_bbox	0	0	0	0	0	0
matched-control	99317	A1	5	P5_confidence	0	0	0	0	0	0
matched-control	188727	B2	0	P3_bbox	51	38	0	0	0	0
matched-control	188727	B2	1	P3_confidence	0	0	0	2	0	0
matched-control	188727	B2	2	P4_bbox	0	1	0	0	0	0
matched-control	188727	B2	3	P4_confidence	0	0	0	0	0	0
matched-control	188727	B2	4	P5_bbox	0	0	0	0	0	0
matched-control	188727	B2	5	P5_confidence	2	2	0	0	1	1
matched-control	188727	A1	0	P3_bbox	51	39	0	0	0	0
matched-control	188727	A1	1	P3_confidence	0	0	0	2	0	0
matched-control	188727	A1	2	P4_bbox	0	0	0	0	0	0
matched-control	188727	A1	3	P4_confidence	0	0	0	0	0	0
matched-control	188727	A1	4	P5_bbox	0	0	0	0	0	0
matched-control	188727	A1	5	P5_confidence	2	0	0	0	1	1
matched-control	190580	B2	0	P3_bbox	13	12	0	0	1	1
matched-control	190580	B2	1	P3_confidence	0	0	5	0	0	0
matched-control	190580	B2	2	P4_bbox	0	0	0	0	0	0
matched-control	190580	B2	3	P4_confidence	0	0	0	0	0	0
matched-control	190580	B2	4	P5_bbox	0	0	0	0	0	0
matched-control	190580	B2	5	P5_confidence	0	0	0	0	0	0
matched-control	190580	A1	0	P3_bbox	14	13	0	0	3	1
matched-control	190580	A1	1	P3_confidence	0	0	3	0	0	0
matched-control	190580	A1	2	P4_bbox	0	0	0	0	0	0
matched-control	190580	A1	3	P4_confidence	0	0	0	0	0	0
matched-control	190580	A1	4	P5_bbox	0	0	0	0	0	0
matched-control	190580	A1	5	P5_confidence	0	1	0	0	0	0
matched-control	195137	B2	0	P3_bbox	70	66	0	0	0	0
matched-control	195137	B2	1	P3_confidence	0	0	4	9	0	0
matched-control	195137	B2	2	P4_bbox	0	0	0	0	0	0
matched-control	195137	B2	3	P4_confidence	0	0	0	0	0	0
matched-control	195137	B2	4	P5_bbox	0	0	0	0	0	0
matched-control	195137	B2	5	P5_confidence	0	0	0	0	0	0
matched-control	195137	A1	0	P3_bbox	70	66	0	0	0	0
matched-control	195137	A1	1	P3_confidence	0	0	3	6	0	0
matched-control	195137	A1	2	P4_bbox	0	0	0	0	0	0
matched-control	195137	A1	3	P4_confidence	0	0	0	0	0	0
matched-control	195137	A1	4	P5_bbox	0	0	0	0	0	0
matched-control	195137	A1	5	P5_confidence	0	0	0	0	0	0
