block	cycle	arm	repeat	run	wall_us	input_us	core_us	dense_us	depthwise_us	attention_us	lut_us	concat_us	transform_us	head_us	process_cpu_us	voluntary_cs	involuntary_cs	affinity_ok	cpu4_7_ime_count	hash
2	0	e2c4	0	41	150014	2157.54	19636.9	70284.6	15250.2	20328.4	7509.19	3965.62	2418.63	8380.63	742019	0	0	1	0	0xd43f5e018b415631
2	0	e2c4	0	42	149003	2203.84	19719.2	70050.9	15187.8	19621.9	7500.36	3885.46	2402.76	8349.46	740943	0	1	1	0	0xd43f5e018b415631
2	0	e2c4	0	43	148195	2220.34	19618.9	70098.1	15155.6	19103.1	7312.85	3950.54	2476.51	8175.12	740174	0	1	1	0	0xd43f5e018b415631
2	0	e2c4	0	44	149528	2158.88	19569	70201	15254.9	20396.2	7326.03	3760.04	2432.68	8349.88	741524	0	0	1	0	0xd43f5e018b415631
2	0	e2c4	0	45	149383	2217.46	19760.7	70252.3	15186.3	19791.7	7231.02	4082.54	2448.13	8329.25	741232	0	3	1	0	0xd43f5e018b415631
2	0	e2c4	0	46	148531	2236.71	19738.4	70059.8	15448.7	19060.6	7587.82	3796.54	2439.01	8081.58	740279	0	6	1	0	0xd43f5e018b415631
2	0	e2c4	0	47	149816	2160.63	19675.9	70341.6	15199.7	20413.5	7454.4	3709.12	2432.92	8347.96	741630	0	7	1	0	0xd43f5e018b415631
2	0	e2c4	0	48	152445	2223.09	19644.7	70353.1	16259.8	21830.7	7408.44	3748.37	2404.8	8488.3	760321	0	2	1	0	0xd43f5e018b415631
2	0	e2c4	0	49	150944	2966.02	19662.7	70467.8	15215.7	20386.7	7650.66	3755.37	2437.05	8319	758827	0	2	1	0	0xd43f5e018b415631
3	0	control	0	0	163093	2166.59	19871.9	83832.1	15203.6	19351.7	7820.58	3859.37	2446.59	8456.13	802863	0	5	1	0	0xd43f5e018b415631
3	0	control	0	1	163189	2180.92	19545.4	84289.7	15299.4	19712.5	7328.61	3940.91	2388.59	8414.13	802882	0	6	1	0	0xd43f5e018b415631
3	0	control	0	2	163280	2367.26	19617.1	83893.8	15140.8	20039.4	7541.4	3796.99	2399.92	8398.13	819100	0	7	1	0	0xd43f5e018b415631
3	0	control	0	3	165682	2230.3	22305.2	83848.3	15328.5	19726	7498.57	3871.74	2461.84	8323.42	837556	0	2	1	0	0xd43f5e018b415631
3	0	control	0	4	163046	2307.01	19839.5	83918.1	15292.8	20018.9	7183.89	3775.2	2417.55	8205.17	802994	0	1	1	0	0xd43f5e018b415631
3	0	control	0	5	163260	2216.34	19734.1	83922.3	15253.3	19689.7	7511.24	3879.71	2385.3	8579.42	803271	0	0	1	0	0xd43f5e018b415631
3	0	control	0	6	163194	2205.13	19707.9	83946.6	15224	20000.2	7399.53	3756.29	2439.42	8430.42	818862	0	6	1	0	0xd43f5e018b415631
3	0	control	0	7	163466	2391.59	19678.6	84000.3	15169.3	20199.8	7280.52	3795.62	2385.8	8475.75	819200	0	4	1	0	0xd43f5e018b415631
3	0	control	0	8	163656	2468.93	19733	83841	15131.3	20202.9	7439.98	3841.29	2412.76	8500	819514	0	1	1	0	0xd43f5e018b415631
3	0	control	0	9	163898	2404.09	19628.6	83929.4	15151.8	20174.4	7446.06	4166	2390.38	8521.21	819697	0	6	1	0	0xd43f5e018b415631
3	0	control	0	10	163624	2218.25	19550.9	84255.4	15151.6	20233.7	7489.11	3808	2459.42	8372.42	819561	0	1	1	0	0xd43f5e018b415631
3	0	control	0	11	163767	2224.13	19619.6	83800.1	15164.6	20262	7434.61	4043.17	2434.72	8694.09	819705	0	1	1	0	0xd43f5e018b415631
