surface	repeat	run	wall_us	process_cpu_us
stage50_final_model5	3	77	4802.8	18575.3
stage50_final_model5	3	78	4799.76	18610.3
stage50_final_model5	3	79	4789.13	18659.4
stage50_final_model5	3	80	4732.67	18443.8
stage50_final_model5	3	81	4819.05	18676.1
stage50_final_model5	3	82	4880.52	18933.9
stage50_final_model5	3	83	4862.56	18754.6
stage50_final_model5	3	84	4765.55	18394.5
stage50_final_model5	3	85	4819.51	18728.8
stage50_final_model5	3	86	4832.18	18686.6
stage50_final_model5	3	87	4719.75	18332.9
stage50_final_model5	3	88	4794.05	18556.6
stage50_final_model5	3	89	4815.93	18583.5
stage50_final_model5	3	90	4832.47	18676.0
stage50_final_model5	3	91	4853.39	18776.4
stage50_final_model5	3	92	4836.76	18911.7
stage50_final_model5	3	93	4846.39	18756.8
stage50_final_model5	3	94	4845.51	18820.5
stage50_final_model5	3	95	4757.3	18434.0
stage50_final_model5	3	96	4811.22	18676.7
stage50_final_model5	3	97	4799.38	18813.3
stage50_final_model5	3	98	4761.3	18432.9
stage50_final_model5	3	99	4873.51	18902.0
stage50_final_model5	4	0	4776.88	18450.3
stage50_final_model5	4	1	4720.17	18325.0
stage50_final_model5	4	2	4891.14	18937.8
stage50_final_model5	4	3	4770.13	18572.0
stage50_final_model5	4	4	4779.13	18530.9
stage50_final_model5	4	5	4831.6	18637.2
stage50_final_model5	4	6	4706.62	18379.7
stage50_final_model5	4	7	4790.76	18713.9
stage50_final_model5	4	8	4804.01	18753.6
stage50_final_model5	4	9	4796.43	18694.4
stage50_final_model5	4	10	4829.22	18825.8
stage50_final_model5	4	11	4810.34	18636.0
stage50_final_model5	4	12	4774.34	18601.5
stage50_final_model5	4	13	4821.01	18664.1
stage50_final_model5	4	14	4765.26	18472.3
stage50_final_model5	4	15	4849.93	18830.9
stage50_final_model5	4	16	4815.09	18775.0
stage50_final_model5	4	17	4762.71	18425.7
stage50_final_model5	4	18	4794.3	18578.0
stage50_final_model5	4	19	4870.18	18748.8
stage50_final_model5	4	20	4836.51	18846.3
stage50_final_model5	4	21	4797.63	18576.5
stage50_final_model5	4	22	4851.05	18937.0
stage50_final_model5	4	23	4738.09	18459.3
stage50_final_model5	4	24	4816.76	18661.4
stage50_final_model5	4	25	4788.63	18694.2
stage50_final_model5	4	26	4786.92	18703.9
stage50_final_model5	4	27	4812.38	18670.9
stage50_final_model5	4	28	4810.59	18764.9
stage50_final_model5	4	29	5016.23	18799.8
stage50_final_model5	4	30	4789.8	18490.7
stage50_final_model5	4	31	4711.5	18537.4
stage50_final_model5	4	32	5055.11	19201.2
stage50_final_model5	4	33	5536.41	19404.2
stage50_final_model5	4	34	7725.73	20766.1
stage50_final_model5	4	35	4962.15	19256.5
stage50_final_model5	4	36	4864.18	18873.0
stage50_final_model5	4	37	4784.38	18462.8
stage50_final_model5	4	38	4898.72	18861.8
stage50_final_model5	4	39	4824.93	18624.5
stage50_final_model5	4	40	4812.59	18632.4
stage50_final_model5	4	41	4792.13	18533.7
stage50_final_model5	4	42	4879.26	18846.2
stage50_final_model5	4	43	4806.3	18649.1
stage50_final_model5	4	44	4839.59	18771.2
stage50_final_model5	4	45	4772.42	18585.2
stage50_final_model5	4	46	4794.67	18618.5
stage50_final_model5	4	47	4891.43	18867.8
stage50_final_model5	4	48	4771.67	18528.2
stage50_final_model5	4	49	4767.76	18424.6
stage50_final_model5	4	50	4863.14	18603.7
stage50_final_model5	4	51	4764.8	18394.1
stage50_final_model5	4	52	4809.93	18651.2
stage50_final_model5	4	53	4715.42	18335.4
stage50_final_model5	4	54	4856.39	18883.2
stage50_final_model5	4	55	4817.59	18780.0
stage50_final_model5	4	56	4763.09	18384.5
stage50_final_model5	4	57	4745.88	18421.1
