lane	graphwise_rank	op	variable	pyramid	branch	snr	mse	cosine	q_min	q_max	f_min	f_max	f_histogram	snr_high_error	cosine_significant_deviation	source_report
B6	262	/model.19/m.0/m/m.1/cv2/conv/Conv[Conv]	model.19.m.0.m.1.cv2.conv.weight[Constant]			0.0002	0.0	0.9999	-3.538	2.692	-3.524	2.689	17,0,0,0,0,0,0,0,17,0,17,34,119,204,238,544,1955,10591,16524,3332,663,357,51,119,0,17,0,0,0,0,0,17	0	0	stage65b_r1_b6_split_s8_qdq_report.md
B6	263	/model.19/m.0/m/m.1/cv2/conv/Conv[Conv]	model.19.m.0.m.1.cv2.conv.bias[Constant]			0.0	0.0001	1.0	-1.717	2.883	-1.694	2.882	986,1037,0,0,0,0,1037,0,0,3213,969,2023,1071,2074,0,952,0,4318,1224,0,0,0,1972,2057,0,3094,0,1054,0,1173,1360,5202	0	0	stage65b_r1_b6_split_s8_qdq_report.md
B6	264	/model.19/m.0/m/m.1/cv2/conv/Conv[Conv]	/model.19/m.0/m/m.1/cv2/conv/Conv_output_0			0.09	0.861	0.954	-9.977	19.093	-17.951	19.124	1,0,2,2,11,13,60,119,200,308,486,713,1101,1853,3249,5365,7200,6075,4285,2081,906,411,164,74,44,24,32,16,7,7,3,4	0	1	stage65b_r1_b6_split_s8_qdq_report.md
B6	265	/model.19/m.0/m/m.0/cv2/conv/Conv[Conv]	model.19.m.0.m.0.cv2.conv.weight[Constant]			0.0002	0.0	0.9999	-0.851	0.823	-0.849	0.820	17,0,34,17,85,17,34,34,119,187,357,374,731,1683,2992,7939,10710,5491,2193,714,425,255,170,17,102,68,0,0,0,0,17,34	0	0	stage65b_r1_b6_split_s8_qdq_report.md
B6	266	/model.19/m.0/m/m.0/cv2/conv/Conv[Conv]	model.19.m.0.m.0.cv2.conv.bias[Constant]			0.0	0.0	1.0	-1.956	1.673	-1.950	1.673	1105,0,0,969,1275,1224,2210,2244,1054,0,2040,2074,5508,3298,3451,2074,0,0,0,0,0,1037,1292,986,0,0,0,0,969,0,1139,867	0	0	stage65b_r1_b6_split_s8_qdq_report.md
B6	267	/model.19/m.0/m/m.0/cv2/conv/Conv[Conv]	/model.19/m.0/m/m.0/cv2/conv/Conv_output_0			0.0899	0.1025	0.954	-6.349	3.819	-6.189	4.260	1,0,3,4,14,5,27,48,76,80,205,377,693,1253,1994,3102,4545,5200,4512,3703,2767,1626,1422,1602,1098,336,89,24,7,1,1,1	0	1	stage65b_r1_b6_split_s8_qdq_report.md
B6	268	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/act/Mul[Mul]	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/act/Mul_output_0	P3	confidence	0.0891	0.0421	0.9546	-0.276	6.014	-0.278	7.413	10150,7744,4476,3514,3137,2450,1437,832,434,269,148,81,37,26,28,12,8,11,3,4,4,2,4,2,0,0,0,0,0,1,1,1	0	1	stage65b_r1_b6_split_s8_qdq_report.md
B6	269	/model.19/m.0/m/m.1/Add[Add]	/model.19/m.0/m/m.1/Add_output_0			0.0876	0.6843	0.9552	-0.866	22.091	-0.834	21.931	7954,7152,4376,3285,2617,2339,2131,1663,1205,807,485,261,150,112,65,47,33,38,15,14,13,10,11,6,11,5,4,2,1,2,0,2	0	1	stage65b_r1_b6_split_s8_qdq_report.md
B6	270	/model.22/m.0/m.0.1/ffn/ffn.0/conv/Conv[Conv]	model.22.m.0.1.ffn.0.conv.weight[Constant]			0.0001	0.0	0.9999	-0.859	0.607	-0.856	0.610	17,0,0,0,0,17,17,68,34,0,153,170,238,442,731,1734,3196,6392,8109,6698,3723,1632,748,408,153,68,34,0,17,0,0,17	0	0	stage65b_r1_b6_split_s8_qdq_report.md
B6	271	/model.22/m.0/m.0.1/ffn/ffn.0/conv/Conv[Conv]	model.22.m.0.1.ffn.0.conv.bias[Constant]			0.0	0.0	1.0	-2.766	1.223	-2.766	1.223	221,68,0,68,289,238,408,476,697,1190,1003,1649,1598,2261,952,2550,2618,2091,2533,2635,2210,2091,1819,1309,1241,969,323,476,374,51,136,272	0	0	stage65b_r1_b6_split_s8_qdq_report.md
B6	272	/model.22/m.0/m.0.1/ffn/ffn.0/conv/Conv[Conv]	/model.22/m.0/m.0.1/ffn/ffn.0/conv/Conv_output_0			0.0861	0.2337	0.9568	-10.031	12.206	-13.216	12.413	2,4,5,10,7,14,28,47,85,172,313,602,1283,2623,5455,9236,8659,4175,1352,456,164,61,29,16,7,4,2,0,3,1,0,1	0	1	stage65b_r1_b6_split_s8_qdq_report.md
B6	273	/model.16/cv2/conv/Conv[Conv]	model.16.cv2.conv.weight[Constant]			0.0002	0.0	0.9999	-1.567	0.825	-1.561	0.828	17,0,0,0,34,0,0,0,34,0,0,34,0,68,34,255,187,510,901,3315,14807,10574,2601,697,425,170,68,0,17,34,17,17	0	0	stage65b_r1_b6_split_s8_qdq_report.md
B6	274	/model.16/cv2/conv/Conv[Conv]	model.16.cv2.conv.bias[Constant]			0.0002	0.0002	0.9999	-3.191	3.540	-3.190	3.540	561,0,0,0,0,0,561,0,1972,0,1224,1649,1054,2907,4182,1411,4454,1530,3893,1343,2159,2346,1122,612,0,0,391,476,425,0,0,544	0	0	stage65b_r1_b6_split_s8_qdq_report.md
B6	275	/model.16/cv2/conv/Conv[Conv]	/model.16/cv2/conv/Conv_output_0			0.0847	0.1398	0.9569	-10.054	4.596	-20.830	4.668	2,0,0,0,0,1,0,1,2,4,1,4,3,16,9,7,11,22,28,37,94,206,500,1223,3604,9438,10965,6310,1430,234,127,537	0	1	stage65b_r1_b6_split_s8_qdq_report.md
B6	276	/model.16/m.0/m/m.0/Add[Add]	/model.16/m.0/m/m.0/Add_output_0			0.0843	0.0288	0.957	-0.558	4.130	-0.556	4.155	1419,5293,5612,4752,3299,2610,2185,2474,2201,1365,987,723,535,441,324,196,98,57,42,31,35,20,33,26,27,12,5,2,2,3,2,5	0	1	stage65b_r1_b6_split_s8_qdq_report.md
B6	277	/model.22/m.0/m.0.0/cv1/conv/Conv[Conv]	/model.22/Split_output_1			0.0758	0.0094	0.9616	-0.270	3.708	-0.278	4.010	24019,3905,1958,1123,802,634,551,431,423,260,189,113,100,104,96,47,31,12,4,4,3,2,0,1,0,1,0,1,0,1,0,1	0	1	stage65b_r1_b6_split_s8_qdq_report.md
B6	278	/model.22/m.0/m.0.0/cv1/conv/Conv[Conv]	model.22.m.0.0.cv1.conv.weight[Constant]			0.0002	0.0	0.9999	-0.867	0.546	-0.865	0.545	17,0,0,17,0,17,0,17,51,68,34,68,170,255,442,799,1632,2703,5729,10421,6681,3077,1139,646,289,136,187,85,68,34,0,34	0	0	stage65b_r1_b6_split_s8_qdq_report.md
B6	279	/model.22/m.0/m.0.0/cv1/conv/Conv[Conv]	model.22.m.0.0.cv1.conv.bias[Constant]			0.0	0.0001	1.0	-2.943	3.231	-2.961	3.228	459,0,2397,1700,0,0,4930,1615,1088,1513,1054,5321,1309,1224,1530,1530,1020,1649,833,2091,0,1037,0,0,0,0,1224,646,0,0,0,646	0	0	stage65b_r1_b6_split_s8_qdq_report.md
B6	280	/model.22/m.0/m.0.0/cv1/conv/Conv[Conv]	/model.22/m.0/m.0.0/cv1/conv/Conv_output_0			0.0835	0.1821	0.9576	-7.605	4.482	-7.663	4.593	4,5,2,4,7,12,23,47,106,130,291,513,836,1449,2033,2812,3497,3925,4268,3882,3090,2542,1824,1421,871,586,378,160,65,27,3,3	0	1	stage65b_r1_b6_split_s8_qdq_report.md
B6	281	/model.13/m.0/m/m.1/cv1/conv/Conv[Conv]	model.13.m.0.m.1.cv1.conv.weight[Constant]			0.0001	0.0	1.0	-0.292	0.319	-0.291	0.321	34,68,85,34,68,68,119,391,238,1088,1207,2227,2788,4216,5049,5389,4284,3077,1751,1054,544,306,289,136,119,68,68,17,0,0,17,17	0	0	stage65b_r1_b6_split_s8_qdq_report.md
B6	282	/model.13/m.0/m/m.1/cv1/conv/Conv[Conv]	model.13.m.0.m.1.cv1.conv.bias[Constant]			0.0	0.0	1.0	-1.698	1.291	-1.704	1.293	1173,0,0,1156,0,935,1190,0,0,1071,1309,0,1190,0,1394,2329,3094,2142,0,1054,1989,4709,0,1105,2703,0,952,816,2193,0,1190,1122	0	0	stage65b_r1_b6_split_s8_qdq_report.md
B6	283	/model.13/m.0/m/m.1/cv1/conv/Conv[Conv]	/model.13/m.0/m/m.1/cv1/conv/Conv_output_0			0.083	0.0817	0.9577	-6.088	3.419	-6.087	4.273	2,2,4,6,7,19,30,33,58,129,228,551,895,1597,2748,3858,4305,4695,4904,4321,3475,1895,705,222,87,23,5,6,2,0,3,1	0	1	stage65b_r1_b6_split_s8_qdq_report.md
B6	284	/model.22/m.0/m.0.0/Add[Add]	/model.22/m.0/m.0.0/Add_output_0			0.0826	0.063	0.9583	-0.553	6.467	-0.557	6.071	12789,5608,3589,2470,2119,1664,1243,929,824,631,542,446,385,345,286,213,176,154,115,88,51,28,36,24,21,9,13,8,5,2,2,1	0	1	stage65b_r1_b6_split_s8_qdq_report.md
B6	285	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/conv/Conv[Conv]	model.23.one2one_cv3.1.1.0.conv.weight[Constant]	P4	confidence	0.0046	0.0035	0.9982	-7.345	12.856	-8.149	14.041	34,0,0,0,0,102,0,51,153,221,1292,26775,4947,408,119,102,204,221,68,51,34,0,0,0,0,0,0,0,0,0,0,34	0	0	stage65b_r1_b6_split_s8_qdq_report.md
B6	286	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/conv/Conv[Conv]	model.23.one2one_cv3.1.1.0.conv.bias[Constant]	P4	confidence	0.0001	0.0002	1.0	-1.717	3.061	-1.717	3.060	1360,442,544,408,510,561,323,782,425,0,901,1360,1836,306,1853,2499,2261,2159,1615,986,918,0,391,765,850,2040,4267,2091,1003,323,425,612	0	0	stage65b_r1_b6_split_s8_qdq_report.md
B6	287	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/conv/Conv[Conv]	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/conv/Conv_output_0	P4	confidence	0.0818	0.2102	0.9587	-6.847	21.112	-18.164	23.334	1,0,0,0,1,0,3,3,1,3,12,100,1914,4361,11266,15709,1309,97,19,5,3,2,1,1,0,0,1,0,2,0,0,2	0	1	stage65b_r1_b6_split_s8_qdq_report.md
B6	288	/model.8/cv1/conv/Conv[Conv]	model.8.cv1.conv.weight[Constant]			0.0001	0.0	1.0	-0.619	0.704	-0.621	0.707	17,34,68,34,102,51,153,238,510,850,1445,2312,3502,4879,5729,5185,3434,2329,1428,969,663,374,153,68,51,153,17,34,0,0,17,17	0	0	stage65b_r1_b6_split_s8_qdq_report.md
B6	289	/model.8/cv1/conv/Conv[Conv]	model.8.cv1.conv.bias[Constant]			0.0001	0.0001	1.0	-4.512	3.124	-4.496	3.143	510,170,0,0,119,255,289,0,204,1275,527,1819,1105,1428,1139,1819,2652,1700,3196,2499,2142,3621,2601,1122,1445,1802,731,221,102,255,0,68	0	0	stage65b_r1_b6_split_s8_qdq_report.md
B6	290	/model.8/cv1/conv/Conv[Conv]	/model.8/cv1/conv/Conv_output_0			0.0813	0.1475	0.9586	-7.787	5.794	-8.021	5.693	3,0,3,1,6,3,19,30,51,116,220,482,986,1797,2690,4051,4482,4519,4265,3880,2878,2038,1387,563,192,89,36,22,2,2,1,2	0	1	stage65b_r1_b6_split_s8_qdq_report.md
B6	291	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/act/Sigmoid[Sigmoid]	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/act/Sigmoid_output_0	P5	confidence	0.0807	0.04	0.9588	0.000	1.000	0.000	1.000	506,389,426,463,472,491,509,572,633,673,720,730,770,844,839,899,964,1042,1078,1153,1216,1162,1343,1415,1496,1547,1694,1717,1776,1912,2039,3326	0	1	stage65b_r1_b6_split_s8_qdq_report.md
B6	292	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/act/Mul[Mul]	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/act/Mul_output_0	P4	confidence	0.0798	0.1422	0.9596	-0.242	19.954	-0.278	21.439	9553,8351,10395,5164,953,240,95,33,13,9,1,3,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1	0	1	stage65b_r1_b6_split_s8_qdq_report.md
B6	293	/model.8/m.0/cv1/conv/Conv[Conv]	/model.8/Split_output_1			0.1701	0.042	0.9115	-0.283	5.868	-0.278	6.641	23199,3825,2461,1542,1148,795,633,391,297,156,110,69,42,26,14,23,10,18,8,5,12,11,14,3,0,1,1,0,0,0,0,2	1	1	stage65b_r1_b6_split_s8_qdq_report.md
B6	294	/model.8/m.0/cv1/conv/Conv[Conv]	model.8.m.0.cv1.conv.weight[Constant]			0.0001	0.0	1.0	-0.695	0.714	-0.697	0.716	17,0,0,17,0,17,0,17,51,221,425,1071,1853,3587,5814,8177,6834,2975,1853,1037,323,238,187,68,0,0,0,0,17,0,0,17	0	0	stage65b_r1_b6_split_s8_qdq_report.md
B6	295	/model.8/m.0/cv1/conv/Conv[Conv]	model.8.m.0.cv1.conv.bias[Constant]			0.0	0.0	1.0	-1.498	0.988	-1.498	0.988	1190,476,0,646,1003,884,1071,2091,0,1683,1139,1666,476,2193,544,3179,544,1989,357,629,1241,2839,374,1173,527,2992,493,0,391,714,1224,1088	0	0	stage65b_r1_b6_split_s8_qdq_report.md
B6	296	/model.8/m.0/cv1/conv/Conv[Conv]	/model.8/m.0/cv1/conv/Conv_output_0			0.0791	0.0577	0.9602	-4.727	3.667	-4.705	4.336	2,7,6,7,18,34,80,151,258,606,952,1421,2062,2598,3627,4324,5237,5119,3798,2412,1267,544,127,85,37,30,2,1,2,0,0,2	0	1	stage65b_r1_b6_split_s8_qdq_report.md
B6	297	/model.17/conv/Conv[Conv]	model.17.conv.weight[Constant]			0.0002	0.0	0.9999	-0.688	0.569	-0.685	0.571	17,0,0,0,0,0,34,17,85,34,68,102,238,544,986,2754,7242,11849,6409,2601,833,561,170,119,34,34,34,17,0,17,0,17	0	0	stage65b_r1_b6_split_s8_qdq_report.md
B6	298	/model.17/conv/Conv[Conv]	model.17.conv.bias[Constant]			0.0	0.0	1.0	-4.405	4.053	-4.392	4.053	561,0,0,0,0,408,0,1955,1326,2091,544,1088,510,272,1513,2941,1989,3723,2074,2125,2975,969,2550,663,1581,0,646,561,1139,0,0,612	0	0	stage65b_r1_b6_split_s8_qdq_report.md
B6	299	/model.17/conv/Conv[Conv]	/model.17/conv/Conv_output_0			0.0789	0.1073	0.9598	-5.962	3.845	-6.003	4.466	4,6,4,18,14,24,50,92,167,299,587,940,1553,2453,3334,3806,4488,4266,3699,3144,2238,1769,957,486,228,79,52,33,14,3,5,4	0	1	stage65b_r1_b6_split_s8_qdq_report.md
B6	300	/model.8/m.0/cv2/act/Sigmoid[Sigmoid]	/model.8/m.0/cv2/act/Sigmoid_output_0			0.077	0.0187	0.9671	0.000	1.000	0.000	1.000	458,710,805,1268,1134,1374,1642,1595,1907,1981,2022,1766,1601,1410,1410,1290,1224,1218,1221,1020,875,850,815,804,662,651,602,638,553,512,446,352	0	1	stage65b_r1_b6_split_s8_qdq_report.md
B6	301	/model.19/m.0/m/m.1/cv2/act/Mul[Mul]	/model.19/m.0/m/m.1/cv2/act/Mul_output_0			0.0768	0.4755	0.9608	-0.291	18.711	-0.278	20.017	13533,4419,3528,2985,2759,2286,1735,1229,838,564,338,196,116,65,54,34,28,24,22,6,9,13,8,5,5,5,4,1,1,1,3,2	0	1	stage65b_r1_b6_split_s8_qdq_report.md
B6	302	/model.22/m.0/m.0.0/cv2/act/Mul[Mul]	/model.22/m.0/m.0.0/cv2/act/Mul_output_0			0.0752	0.0519	0.9627	-0.272	7.401	-0.278	7.598	20078,4171,2507,1786,1272,953,825,643,564,458,372,352,297,184,127,79,53,29,22,13,14,4,6,3,1,1,0,0,1,0,0,1	0	1	stage65b_r1_b6_split_s8_qdq_report.md
B6	303	/model.22/m.0/m.0.0/cv1/act/Mul[Mul]	/model.22/m.0/m.0.0/cv1/act/Mul_output_0			0.0749	0.0271	0.9621	-0.288	4.658	-0.278	5.267	20337,4047,2114,1599,1187,1057,849,730,619,529,446,338,265,212,167,107,51,50,33,27,24,8,6,4,5,2,0,2,0,0,0,1	0	1	stage65b_r1_b6_split_s8_qdq_report.md
B6	304	/model.6/m.0/cv3/act/Mul[Mul]	/model.6/m.0/cv3/act/Mul_output_0			0.0743	0.0423	0.9627	-0.281	7.489	-0.278	9.268	20089,4035,2938,2343,1781,1307,879,579,341,177,112,55,47,29,42,19,11,6,7,4,3,4,2,1,1,1,1,1,0,0,0,1	0	1	stage65b_r1_b6_split_s8_qdq_report.md
B6	305	/model.6/cv2/act/Mul[Mul]	/model.6/cv2/act/Mul_output_0			0.0735	0.0105	0.9631	-0.289	3.977	-0.278	4.458	19159,4053,3230,2459,1645,1289,935,730,520,312,186,94,63,40,25,41,14,2,6,5,3,1,1,0,1,0,0,0,1,0,0,1	0	1	stage65b_r1_b6_split_s8_qdq_report.md
B6	306	/model.9/cv2/act/Sigmoid[Sigmoid]	/model.9/cv2/act/Sigmoid_output_0			0.0732	0.0087	0.9628	0.000	0.992	0.000	0.998	2166,2336,2474,2511,2367,2232,2202,2112,1882,1709,1643,1513,1366,1186,1043,934,760,690,602,486,449,391,312,282,239,196,191,180,189,102,53,18	0	1	stage65b_r1_b6_split_s8_qdq_report.md
B6	307	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/conv/Conv[Conv]	model.23.one2one_cv3.0.0.1.conv.weight[Constant]	P3	confidence	0.0001	0.0	1.0	-0.973	0.730	-0.969	0.730	34,0,0,0,0,0,0,85,0,85,119,153,204,476,731,1479,2431,7395,12631,4743,1836,1122,510,442,119,153,17,0,34,0,0,17	0	0	stage65b_r1_b6_split_s8_qdq_report.md
B6	308	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/conv/Conv[Conv]	model.23.one2one_cv3.0.0.1.conv.bias[Constant]	P3	confidence	0.0	0.0001	1.0	-6.375	5.800	-6.379	5.802	969,0,323,1020,0,391,0,0,0,493,748,1360,1360,1445,1360,2890,3451,2601,2499,2652,3179,2652,986,1904,0,323,442,0,1258,0,0,510	0	0	stage65b_r1_b6_split_s8_qdq_report.md
B6	309	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/conv/Conv[Conv]	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/conv/Conv_output_0	P3	confidence	0.071	0.0946	0.964	-6.760	6.061	-7.302	6.724	2,2,2,4,7,17,23,59,127,224,484,830,1316,1516,1672,2550,6218,6641,5583,4593,2000,574,193,96,40,17,13,5,0,5,2,1	0	1	stage65b_r1_b6_split_s8_qdq_report.md
B6	310	/model.10/m/m.0/ffn/ffn.0/conv/Conv[Conv]	model.10.m.0.ffn.0.conv.weight[Constant]			0.0001	0.0	1.0	-0.443	0.254	-0.441	0.255	17,0,0,0,0,0,0,17,17,51,85,119,289,459,884,1360,2431,3026,3621,4879,4760,3672,3332,2176,1547,850,561,289,136,68,68,102	0	0	stage65b_r1_b6_split_s8_qdq_report.md
B6	311	/model.10/m/m.0/ffn/ffn.0/conv/Conv[Conv]	model.10.m.0.ffn.0.conv.bias[Constant]			0.0	0.0	1.0	-2.959	0.010	-2.959	0.010	238,221,680,323,680,476,833,1938,476,799,2006,2057,1462,1632,2261,1819,1989,1768,1615,1887,1904,1904,1411,1921,391,561,391,425,357,170,102,119	0	0	stage65b_r1_b6_split_s8_qdq_report.md
B6	312	/model.10/m/m.0/ffn/ffn.0/conv/Conv[Conv]	/model.10/m/m.0/ffn/ffn.0/conv/Conv_output_0			0.071	0.2772	0.9653	-6.573	2.665	-6.872	2.709	1,2,2,6,14,19,34,77,122,243,427,774,1248,2095,2857,3878,4743,4877,4486,3525,2301,1378,845,411,232,119,50,28,10,3,5,4	0	1	stage65b_r1_b6_split_s8_qdq_report.md
B6	313	/model.22/m.0/m.0.0/cv2/conv/Conv[Conv]	model.22.m.0.0.cv2.conv.weight[Constant]			0.0002	0.0	0.9999	-0.758	0.591	-0.761	0.589	17,0,17,17,17,34,0,51,68,0,85,136,204,289,663,1428,3978,10234,10744,4437,1190,680,272,102,17,17,51,17,17,0,17,17	0	0	stage65b_r1_b6_split_s8_qdq_report.md
B6	314	/model.22/m.0/m.0.0/cv2/conv/Conv[Conv]	model.22.m.0.0.cv2.conv.bias[Constant]			0.0	0.0	1.0	-3.359	3.265	-3.359	3.265	969,1122,0,918,1394,2074,2584,2465,2125,629,3179,1513,1173,952,3094,1666,1717,1003,1241,527,629,170,1037,799,0,187,187,595,323,0,0,544	0	0	stage65b_r1_b6_split_s8_qdq_report.md
B6	315	/model.22/m.0/m.0.0/cv2/conv/Conv[Conv]	/model.22/m.0/m.0.0/cv2/conv/Conv_output_0			0.0693	0.1528	0.9654	-7.512	7.443	-7.372	8.069	5,4,7,29,48,93,125,311,475,864,1450,2369,3564,4762,5282,4775,3652,2629,1649,1089,782,497,210,87,26,12,8,7,2,0,2,1	0	1	stage65b_r1_b6_split_s8_qdq_report.md
B6	316	/model.10/m/m.0/ffn/ffn.0/act/Mul[Mul]	/model.10/m/m.0/ffn/ffn.0/act/Mul_output_0			0.067	0.0038	0.9662	-0.283	2.482	-0.278	2.490	25150,6963,1771,277,188,119,74,65,44,45,22,23,12,10,4,4,7,4,7,5,6,1,3,1,2,1,1,4,0,0,1,2	0	1	stage65b_r1_b6_split_s8_qdq_report.md
B6	317	/model.22/cv1/act/Sigmoid[Sigmoid]	/model.22/cv1/act/Sigmoid_output_0			0.0644	0.0129	0.9685	0.000	0.994	0.000	0.997	456,886,1265,1621,1772,1934,1903,1974,1927,1877,1654,1602,1534,1451,1360,1252,1168,1096,976,907,856,826,725,749,648,557,465,412,343,239,247,134	0	1	stage65b_r1_b6_split_s8_qdq_report.md
B6	318	/model.19/m.0/m/m.0/cv2/act/Mul[Mul]	/model.19/m.0/m/m.0/cv2/act/Mul_output_0			0.0639	0.0167	0.9675	-0.288	3.588	-0.278	3.957	16680,4889,2888,2214,1607,1028,745,570,620,646,638,641,565,435,254,182,91,47,32,16,12,4,2,3,2,3,1,0,0,0,0,1	0	1	stage65b_r1_b6_split_s8_qdq_report.md
B6	319	/model.23/one2one_cv2.2/one2one_cv2.2.0/conv/Conv[Conv]	model.23.one2one_cv2.2.0.conv.weight[Constant]	P5	bbox	0.0044	0.0	0.9978	-0.115	0.165	-0.115	0.164	17,34,17,34,0,51,51,85,153,51,238,1139,7582,23171,1360,221,204,153,68,17,34,51,34,0,0,0,0,0,17,17,0,17	0	0	stage65b_r1_b6_split_s8_qdq_report.md
B6	320	/model.23/one2one_cv2.2/one2one_cv2.2.0/conv/Conv[Conv]	model.23.one2one_cv2.2.0.conv.bias[Constant]	P5	bbox	0.0	0.0	1.0	0.388	3.078	0.395	3.076	2295,2108,0,0,0,0,0,0,0,2499,2244,0,2057,1938,0,2584,0,2261,2244,0,0,0,0,0,1904,0,0,4097,0,4539,1938,2108	0	0	stage65b_r1_b6_split_s8_qdq_report.md
B6	321	/model.23/one2one_cv2.2/one2one_cv2.2.0/conv/Conv[Conv]	/model.23/one2one_cv2.2/one2one_cv2.2.0/conv/Conv_output_0	P5	bbox	0.0639	0.3428	0.9687	-8.221	7.593	-8.184	7.613	1,1,0,6,9,9,15,42,91,262,447,912,1359,2024,2477,2478,2358,2264,2500,2619,2784,2805,2675,3280,1832,1139,316,74,13,9,10,5	0	1	stage65b_r1_b6_split_s8_qdq_report.md
B6	322	/model.10/cv2/act/Sigmoid[Sigmoid]	/model.10/cv2/act/Sigmoid_output_0			0.0612	0.0096	0.969	0.000	0.984	0.000	0.999	1832,2049,2020,1939,1784,1795,1738,1717,1647,1683,1612,1479,1397,1374,1319,1173,1086,1041,935,892,800,728,661,616,535,335,257,145,123,61,24,19	0	1	stage65b_r1_b6_split_s8_qdq_report.md
B6	323	/model.8/m.0/cv3/act/Sigmoid[Sigmoid]	/model.8/m.0/cv3/act/Sigmoid_output_0			0.0611	0.0139	0.9693	0.000	0.994	0.000	1.000	702,1013,1217,1442,1592,1628,1615,1631,1538,1546,1645,1519,1504,1419,1393,1212,1220,1200,1087,1058,1026,939,900,856,781,705,598,482,506,447,307,88	0	1	stage65b_r1_b6_split_s8_qdq_report.md
B6	324	/model.13/m.0/Concat[Concat]	/model.13/m.0/Concat_output_0			0.0608	0.2305	0.9691	-0.823	10.437	-0.814	10.560	303,9255,4500,2764,2180,2015,1871,2022,1971,1799,1570,1210,910,745,553,380,259,187,123,72,48,20,16,14,10,7,2,1,3,2,2,2	0	1	stage65b_r1_b6_split_s8_qdq_report.md
B6	325	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/act/Sigmoid[Sigmoid]	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/act/Sigmoid_output_0	P4	confidence	0.0606	0.0323	0.9694	0.000	1.000	0.000	1.000	534,357,396,384,435,507,548,534,554,589,585,652,679,736,764,849,891,902,956,985,1053,1142,1226,1270,1376,1529,1580,1729,1787,2108,2639,4540	0	1	stage65b_r1_b6_split_s8_qdq_report.md
B6	326	/model.23/one2one_cv2.1/one2one_cv2.1.0/act/Mul[Mul]	/model.23/one2one_cv2.1/one2one_cv2.1.0/act/Mul_output_0	P4	bbox	0.0606	0.4158	0.9698	-0.269	10.353	-0.278	10.055	9955,2717,2163,1997,1840,1542,1466,1346,1362,1376,1343,1248,1081,976,785,637,512,476,390,367,389,294,244,144,70,43,23,8,8,4,4,6	0	1	stage65b_r1_b6_split_s8_qdq_report.md
B6	327	/model.9/Concat[Concat]	/model.9/m/MaxPool_output_0			0.0961	0.2847	0.9509	-1.684	5.969	-2.015	7.634	3,5,14,45,213,536,1220,2042,3256,4491,4852,4842,4041,2867,2032,1429,973,745,448,360,163,87,65,39,21,11,7,6,0,0,0,3	0	1	stage65b_r1_b6_split_s8_qdq_report.md
B6	328	/model.9/Concat[Concat]	/model.9/m_1/MaxPool_output_0			0.0373	0.1837	0.9812	-1.071	5.969	-1.090	7.634	13,32,54,173,400,655,1352,2706,3620,4280,4640,3847,3335,2620,2034,1538,1043,832,625,429,215,166,71,52,20,29,18,7,0,4,0,6	0	1	stage65b_r1_b6_split_s8_qdq_report.md
B6	329	/model.9/Concat[Concat]	/model.9/m_2/MaxPool_output_0			0.0203	0.1319	0.9898	-1.071	5.969	-0.360	7.634	55,163,182,264,559,1263,2194,3101,3956,3887,3891,3378,2791,2295,1813,1539,1131,770,508,354,296,140,104,51,47,44,30,0,0,5,0,5	0	1	stage65b_r1_b6_split_s8_qdq_report.md
B6	330	/model.9/Concat[Concat]	/model.9/Concat_output_0			0.0597	0.2327	0.9697	-4.914	5.955	-4.832	7.634	2,3,8,12,37,51,110,211,456,748,1058,1426,1899,2420,3395,4220,4653,4248,3400,2368,1594,1108,707,321,210,82,28,22,14,0,4,1	0	1	stage65b_r1_b6_split_s8_qdq_report.md
B6	331	/model.16/m.0/m/m.1/cv1/conv/Conv[Conv]	model.16.m.0.m.1.cv1.conv.weight[Constant]			0.0001	0.0	0.9999	-0.673	0.615	-0.670	0.617	17,0,0,102,0,102,17,51,187,357,238,561,986,1904,2737,5355,8313,6443,3077,1615,1207,697,136,170,153,238,0,34,51,51,0,17	0	0	stage65b_r1_b6_split_s8_qdq_report.md
