lane	graphwise_rank	op	variable	pyramid	branch	snr	mse	cosine	q_min	q_max	f_min	f_max	f_histogram	snr_high_error	cosine_significant_deviation	source_report
B2	12	/model.1/conv/Conv[Conv]	/model.1/conv/Conv_output_0			0.1257	4.0786	0.938	-10.209	83.128	-85.822	82.444	2,1,0,4,4,2,3,6,14,32,24,64,134,257,595,2514,23261,6390,973,299,116,51,26,17,9,2,4,8,0,2,0,2	1	1	stage65b_r1_b2_split_s8_qdq_report.md
B2	13	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/act/Mul[Mul]	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/act/Mul_output_0	P4	confidence	0.1184	0.6864	0.9425	0.000	57.589	-0.278	50.795	21194,7793,3676,1275,493,210,92,26,18,16,4,2,1,2,2,1,1,0,1,0,0,1,1,0,0,1,1,0,2,0,2,1	1	1	stage65b_r1_b2_split_s8_qdq_report.md
B2	14	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/conv/Conv[Conv]	model.23.one2one_cv3.1.1.1.conv.weight[Constant]	P4	confidence	0.0015	0.0003	0.9993	-5.775	5.698	-5.792	5.679	17,0,0,68,17,0,0,17,17,0,51,68,170,306,2176,11101,16235,3961,442,51,51,17,0,0,17,0,0,0,0,0,0,34	0	0	stage65b_r1_b2_split_s8_qdq_report.md
B2	15	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/conv/Conv[Conv]	model.23.one2one_cv3.1.1.1.conv.bias[Constant]	P4	confidence	0.0003	0.0054	0.9999	-10.963	18.569	-10.565	18.430	544,0,0,493,493,0,1309,1105,425,357,2380,4828,3349,2788,3417,5508,2754,1955,476,833,1037,0,0,340,0,0,0,0,0,0,0,425	0	0	stage65b_r1_b2_split_s8_qdq_report.md
B2	16	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/conv/Conv[Conv]	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/conv/Conv_output_0	P4	confidence	0.1159	1.1237	0.9406	-10.194	129.611	-24.149	137.875	3,15,59,343,18131,15446,728,59,11,5,3,2,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,1	1	1	stage65b_r1_b2_split_s8_qdq_report.md
B2	17	/model.19/m.0/cv3/conv/Conv[Conv]	model.19.m.0.cv3.conv.weight[Constant]			0.0001	0.0	1.0	-1.876	0.819	-1.869	0.822	17,0,0,0,0,0,0,17,0,17,0,17,85,17,34,136,272,221,578,493,2244,8874,15215,4012,1309,510,340,238,102,34,17,17	0	0	stage65b_r1_b2_split_s8_qdq_report.md
B2	18	/model.19/m.0/cv3/conv/Conv[Conv]	model.19.m.0.cv3.conv.bias[Constant]			0.002	0.005	0.9991	-1.865	5.754	-1.865	5.825	1683,748,663,1768,646,578,986,2567,3570,3417,2720,3621,4029,1632,578,2329,561,0,476,0,1241,0,0,0,0,0,0,0,0,0,0,1003	0	0	stage65b_r1_b2_split_s8_qdq_report.md
B2	19	/model.19/m.0/cv3/conv/Conv[Conv]	/model.19/m.0/cv3/conv/Conv_output_0			0.1047	0.4085	0.9462	-9.970	9.153	-25.240	9.287	1,0,2,1,0,3,5,5,14,14,15,19,17,26,27,45,48,116,248,506,1292,3030,6650,9891,7476,3798,1133,306,82,24,8,14	1	1	stage65b_r1_b2_split_s8_qdq_report.md
B2	20	/model.22/m.0/m.0.1/ffn/ffn.1/conv/Conv[Conv]	model.22.m.0.1.ffn.1.conv.weight[Constant]			0.0001	0.0	1.0	-0.498	0.511	-0.496	0.511	17,0,17,119,17,102,221,255,374,612,969,1734,2261,2550,4335,4573,4845,3655,2890,1547,1020,1054,714,408,255,85,68,68,17,17,0,17	0	0	stage65b_r1_b2_split_s8_qdq_report.md
B2	21	/model.22/m.0/m.0.1/ffn/ffn.1/conv/Conv[Conv]	model.22.m.0.1.ffn.1.conv.bias[Constant]			0.0006	0.0001	0.9997	-0.939	0.562	-0.939	0.578	289,221,0,0,0,0,952,629,782,527,697,1496,2550,1105,1615,1445,2006,2057,2822,1258,2822,2363,2346,2108,1275,782,459,595,493,595,272,255	0	0	stage65b_r1_b2_split_s8_qdq_report.md
B2	22	/model.22/m.0/m.0.1/ffn/ffn.1/conv/Conv[Conv]	/model.22/m.0/m.0.1/ffn/ffn.1/conv/Conv_output_0			0.0975	0.0733	0.9508	-7.517	8.138	-7.255	8.376	1,3,2,1,2,6,10,27,44,144,381,967,2573,5357,8857,8100,4824,2150,871,284,112,46,27,9,8,5,1,2,0,0,0,2	0	1	stage65b_r1_b2_split_s8_qdq_report.md
B2	23	/model.19/cv2/conv/Conv[Conv]	model.19.cv2.conv.weight[Constant]			0.0003	0.0	0.9999	-0.688	0.653	-0.689	0.661	34,17,17,0,34,0,51,102,34,119,170,272,476,1071,2516,7480,14756,4573,1887,646,204,102,68,17,68,0,51,0,0,0,17,34	0	0	stage65b_r1_b2_split_s8_qdq_report.md
B2	24	/model.19/cv2/conv/Conv[Conv]	model.19.cv2.conv.bias[Constant]			0.0018	0.002	0.9991	-2.823	3.921	-2.822	3.921	578,0,306,0,0,0,731,1445,1190,4284,3434,3264,2023,2516,1445,1139,3349,1258,2975,850,2040,408,0,1071,0,306,0,0,0,0,0,204	0	0	stage65b_r1_b2_split_s8_qdq_report.md
B2	25	/model.19/cv2/conv/Conv[Conv]	/model.19/cv2/conv/Conv_output_0			0.0971	0.1937	0.9502	-10.013	4.424	-21.294	4.405	1,0,1,1,1,2,0,2,4,3,3,9,10,9,21,29,30,29,48,72,123,220,468,1435,3629,9223,10642,5999,2027,469,110,196	0	1	stage65b_r1_b2_split_s8_qdq_report.md
B2	26	/model.22/cv1/act/Mul[Mul]	/model.22/cv1/act/Mul_output_0			0.0946	0.0316	0.9517	-0.287	6.383	-0.278	7.593	23495,3955,2293,1516,1084,722,484,350,246,160,126,81,77,62,39,40,26,27,10,6,4,4,2,1,2,1,2,0,0,0,0,1	0	1	stage65b_r1_b2_split_s8_qdq_report.md
B2	27	/model.2/cv2/conv/Conv[Conv]	model.2.cv2.conv.weight[Constant]			0.0001	0.0	1.0	-1.227	0.838	-1.231	0.841	17,0,17,0,34,51,17,0,85,51,272,272,255,374,663,1224,1530,4046,9945,9027,3315,1309,935,544,306,119,153,153,34,34,17,17	0	0	stage65b_r1_b2_split_s8_qdq_report.md
B2	28	/model.2/cv2/conv/Conv[Conv]	model.2.cv2.conv.bias[Constant]			0.0048	0.0293	0.9977	-2.091	5.209	-2.087	5.292	561,527,1207,0,561,493,0,578,1547,952,527,918,595,4318,935,1513,1122,3740,935,918,1462,2210,578,2941,595,1717,578,1156,0,646,561,425	0	0	stage65b_r1_b2_split_s8_qdq_report.md
B2	29	/model.2/cv2/conv/Conv[Conv]	/model.2/cv2/conv/Conv_output_0			0.0917	0.8353	0.9555	-9.937	17.537	-42.911	18.054	1,0,0,1,3,1,4,8,5,7,7,18,33,44,77,106,167,232,412,730,1429,4608,12329,11355,2576,558,63,28,10,1,2,1	0	1	stage65b_r1_b2_split_s8_qdq_report.md
B2	30	/model.13/m.0/cv2/act/Mul[Mul]	/model.13/m.0/cv2/act/Mul_output_0			0.0856	0.0345	0.9563	-0.276	6.504	-0.278	7.362	19621,4578,3087,2065,1561,1176,781,610,442,297,180,147,96,56,44,22,15,10,6,5,8,2,3,1,0,0,0,0,2,0,0,1	0	1	stage65b_r1_b2_split_s8_qdq_report.md
B2	31	/model.19/m.0/m/m.0/cv1/act/Mul[Mul]	/model.19/m.0/m/m.0/cv1/act/Mul_output_0			0.085	0.0098	0.9578	-0.282	3.171	-0.278	3.221	16342,5724,3476,2309,1625,1237,1048,810,610,494,330,238,149,103,86,52,41,29,29,16,12,10,5,12,11,8,4,2,1,2,0,1	0	1	stage65b_r1_b2_split_s8_qdq_report.md
B2	32	/model.20/act/Mul[Mul]	/model.20/act/Mul_output_0			0.0841	0.0198	0.9575	-0.280	4.832	-0.278	5.094	20180,4947,2774,1847,1275,964,694,532,381,266,234,172,109,89,89,64,51,35,22,31,18,11,9,11,2,2,1,3,2,0,0,1	0	1	stage65b_r1_b2_split_s8_qdq_report.md
B2	33	/model.22/m.0/m.0.1/ffn/ffn.0/act/Mul[Mul]	/model.22/m.0/m.0.1/ffn/ffn.0/act/Mul_output_0			0.0822	0.0267	0.9588	-0.255	12.764	-0.278	12.040	26678,4160,1796,872,488,295,191,121,67,34,26,16,20,16,7,7,6,1,3,1,2,1,1,1,2,0,0,1,0,0,2,1	0	1	stage65b_r1_b2_split_s8_qdq_report.md
B2	34	/model.10/m/m.0/ffn/ffn.1/conv/Conv[Conv]	model.10.m.0.ffn.1.conv.weight[Constant]			0.0001	0.0	1.0	-0.971	1.173	-0.976	1.173	51,68,204,187,425,476,697,969,1139,1751,1887,2278,2499,3111,2652,3230,2618,2686,2074,1530,1292,816,714,442,425,170,170,119,51,51,0,34	0	0	stage65b_r1_b2_split_s8_qdq_report.md
B2	35	/model.10/m/m.0/ffn/ffn.1/conv/Conv[Conv]	model.10.m.0.ffn.1.conv.bias[Constant]			0.0	0.0	1.0	-7.538	8.056	-7.564	8.082	238,170,0,0,0,255,0,0,1479,238,2686,1819,3128,3094,6154,3298,4743,2958,1938,884,306,238,561,0,0,0,442,0,0,0,0,187	0	0	stage65b_r1_b2_split_s8_qdq_report.md
B2	36	/model.10/m/m.0/ffn/ffn.1/conv/Conv[Conv]	/model.10/m/m.0/ffn/ffn.1/conv/Conv_output_0			0.0806	0.0331	0.9588	-6.208	5.014	-6.161	5.967	1,2,3,1,6,8,17,22,34,42,106,236,605,1464,3560,8622,10590,5849,2243,770,356,141,70,29,19,8,5,1,3,1,1,1	0	1	stage65b_r1_b2_split_s8_qdq_report.md
B2	37	/model.22/m.0/m.0.1/attn/proj/conv/Conv[Conv]	model.22.m.0.1.attn.proj.conv.weight[Constant]			0.0001	0.0	1.0	-0.280	0.323	-0.280	0.325	34,0,34,51,85,85,170,221,374,884,1258,2261,3672,4811,4947,4913,3706,2788,1632,918,714,442,238,255,136,51,51,0,34,17,17,17	0	0	stage65b_r1_b2_split_s8_qdq_report.md
B2	38	/model.22/m.0/m.0.1/attn/proj/conv/Conv[Conv]	model.22.m.0.1.attn.proj.conv.bias[Constant]			0.0	0.0	1.0	-0.490	0.579	-0.490	0.579	493,510,0,0,0,255,697,1530,1785,595,2516,3281,1564,2856,3638,2992,2737,1326,986,3094,1275,918,1190,170,238,0,0,0,0,0,0,170	0	0	stage65b_r1_b2_split_s8_qdq_report.md
B2	39	/model.22/m.0/m.0.1/attn/proj/conv/Conv[Conv]	/model.22/m.0/m.0.1/attn/proj/conv/Conv_output_0			0.0804	0.0352	0.9601	-4.460	3.917	-4.822	3.732	1,0,1,0,5,5,8,16,20,56,117,192,367,752,1589,2969,4747,6733,6479,4526,2732,1643,864,446,245,139,77,35,24,16,8,4	0	1	stage65b_r1_b2_split_s8_qdq_report.md
B2	40	/model.0/conv/Conv[Conv]	images			0.0	0.0	1.0	0.000	1.000	0.000	1.000	1944,939,889,832,817,807,790,804,730,642,632,575,612,578,11063,577,647,643,613,666,754,745,728,690,960,964,974,976,467,356,518,884	0	0	stage65b_r1_b2_split_s8_qdq_report.md
B2	41	/model.0/conv/Conv[Conv]	model.0.conv.weight[Constant]			0.0001	0.0013	1.0	-22.504	23.339	-22.649	23.602	102,0,102,0,0,102,255,374,204,493,969,646,2210,3655,4029,6137,4709,3910,3026,1190,952,306,697,238,136,153,102,0,0,0,34,85	0	0	stage65b_r1_b2_split_s8_qdq_report.md
B2	42	/model.0/conv/Conv[Conv]	model.0.conv.bias[Constant]			0.0119	0.5499	0.9957	-23.662	15.467	-21.510	15.426	2108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2601,6443,17000,4488,0,0,0,0,0,0,0,0,0,2176	0	0	stage65b_r1_b2_split_s8_qdq_report.md
B2	43	/model.0/conv/Conv[Conv]	/model.0/conv/Conv_output_0			0.0801	3.3893	0.9625	-9.883	46.122	-56.375	46.302	1,0,1,0,0,1,2,6,6,7,163,440,614,720,2024,1542,1624,11340,12455,852,444,1846,580,76,38,8,11,5,4,2,3,1	0	1	stage65b_r1_b2_split_s8_qdq_report.md
B2	44	/model.10/m/m.0/attn/proj/conv/Conv[Conv]	model.10.m.0.attn.proj.conv.weight[Constant]			0.0001	0.0	1.0	-0.578	0.930	-0.576	0.934	17,0,17,34,17,68,204,425,1411,2958,4505,6460,7055,5202,3196,1785,833,306,187,68,17,0,0,0,0,0,0,0,34,0,0,17	0	0	stage65b_r1_b2_split_s8_qdq_report.md
B2	45	/model.10/m/m.0/attn/proj/conv/Conv[Conv]	model.10.m.0.attn.proj.conv.bias[Constant]			0.0	0.0	1.0	-1.335	0.738	-1.335	0.738	187,255,0,0,0,0,0,0,0,357,663,0,221,1785,2346,2108,2703,3553,3332,1751,2924,1615,2907,2635,1105,1394,1122,544,408,187,255,459	0	0	stage65b_r1_b2_split_s8_qdq_report.md
B2	46	/model.10/m/m.0/attn/proj/conv/Conv[Conv]	/model.10/m/m.0/attn/proj/conv/Conv_output_0			0.0796	0.0409	0.9598	-3.945	4.383	-3.854	4.843	8,6,11,16,37,46,93,195,405,861,1624,2951,4613,5575,5834,4765,3335,2036,1094,627,323,178,77,46,27,13,6,7,5,0,1,1	0	1	stage65b_r1_b2_split_s8_qdq_report.md
B2	47	/model.19/Concat[Concat]	/model.19/Split_output_0			0.0673	0.0278	0.9658	-0.284	5.178	-0.278	6.232	12513,6117,4590,3412,2463,1715,1154,829,645,414,277,185,164,97,69,46,38,26,15,15,5,6,11,2,0,3,0,1,0,2,1,1	0	1	stage65b_r1_b2_split_s8_qdq_report.md
B2	48	/model.19/Concat[Concat]	/model.19/Concat_output_0			0.0792	0.054	0.9597	-0.278	8.520	-0.278	8.257	16653,5387,3727,2498,1898,1305,898,690,492,363,295,158,114,85,62,46,31,35,21,16,8,10,9,5,0,2,1,2,2,1,1,1	0	1	stage65b_r1_b2_split_s8_qdq_report.md
B2	49	/model.19/m.0/cv3/act/Mul[Mul]	/model.19/m.0/cv3/act/Mul_output_0			0.0776	0.1043	0.9606	-0.263	9.303	-0.278	9.120	15864,4209,2898,2408,2017,1757,1479,1120,893,575,404,321,237,169,120,88,69,42,29,34,19,13,9,10,8,7,5,3,6,1,0,2	0	1	stage65b_r1_b2_split_s8_qdq_report.md
B2	50	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/act/Mul[Mul]	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/act/Mul_output_0	P4	confidence	0.0768	0.0469	0.9609	-0.267	8.234	-0.278	10.833	12092,7590,6227,4219,2227,1170,584,323,161,93,54,37,17,7,6,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1	0	1	stage65b_r1_b2_split_s8_qdq_report.md
B2	51	/model.20/conv/Conv[Conv]	model.20.conv.weight[Constant]			0.0002	0.0	0.9999	-0.358	0.347	-0.358	0.346	17,34,0,0,17,0,0,34,68,221,136,408,935,2006,3876,7055,8942,5848,2720,1343,493,238,136,102,68,17,0,17,17,34,0,34	0	0	stage65b_r1_b2_split_s8_qdq_report.md
B2	52	/model.20/conv/Conv[Conv]	model.20.conv.bias[Constant]			0.0	0.0	1.0	-2.536	2.811	-2.527	2.810	901,238,1020,0,374,1479,1156,646,833,2023,1870,1122,2533,3043,1326,2397,3077,2159,2142,425,1275,493,612,663,612,799,629,272,357,0,0,340	0	0	stage65b_r1_b2_split_s8_qdq_report.md
B2	53	/model.20/conv/Conv[Conv]	/model.20/conv/Conv_output_0			0.0755	0.1183	0.9627	-8.503	4.565	-8.528	5.467	2,0,0,1,4,3,7,22,40,55,110,227,447,825,1518,2565,3942,5360,5965,5204,3802,2266,1266,594,321,154,76,28,7,2,2,1	0	1	stage65b_r1_b2_split_s8_qdq_report.md
B2	54	/model.19/m.0/m/m.1/cv1/act/Mul[Mul]	/model.19/m.0/m/m.1/cv1/act/Mul_output_0			0.0748	0.0132	0.9621	-0.270	4.255	-0.278	4.588	17883,5724,3387,2189,1577,1095,779,635,401,334,246,159,105,90,37,40,25,31,16,20,11,5,8,4,6,3,2,1,2,0,0,1	0	1	stage65b_r1_b2_split_s8_qdq_report.md
B2	55	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/act/Mul[Mul]	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/act/Mul_output_0	P5	confidence	0.0741	0.1168	0.9659	-0.259	61.400	-0.278	57.202	30415,4204,128,27,16,4,2,3,3,2,0,2,0,2,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1	0	1	stage65b_r1_b2_split_s8_qdq_report.md
B2	56	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/act/Mul[Mul]	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/act/Mul_output_0	P5	confidence	0.0737	0.0502	0.9625	-0.260	13.022	-0.278	16.856	17712,8720,4850,2114,786,376,128,74,19,10,10,7,2,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1	0	1	stage65b_r1_b2_split_s8_qdq_report.md
B2	57	/model.22/m.0/m.0.1/attn/Add[Add]	/model.22/m.0/m.0.1/attn/Reshape_1_output_0			0.0427	0.0201	0.9787	-6.182	5.070	-5.843	5.400	1,0,2,2,5,16,15,29,55,81,163,275,505,1030,2124,5205,11647,8363,2458,1257,692,398,223,112,69,43,24,4,7,5,1,5	0	1	stage65b_r1_b2_split_s8_qdq_report.md
B2	58	/model.22/m.0/m.0.1/attn/Add[Add]	/model.22/m.0/m.0.1/attn/Add_output_0			0.0733	0.0579	0.9635	-7.604	6.119	-8.005	6.758	1,0,0,0,5,2,9,17,22,27,82,209,416,804,1708,3743,7330,9082,6140,2990,1250,534,264,102,41,17,9,5,4,1,1,1	0	1	stage65b_r1_b2_split_s8_qdq_report.md
B2	59	/model.22/Concat[Concat]	/model.22/Split_output_0			0.1038	0.0601	0.9468	-0.287	7.309	-0.278	8.612	20531,4646,2904,1809,1380,915,755,516,363,247,225,139,118,94,49,41,23,16,16,6,2,3,4,4,2,3,1,2,1,0,0,1	1	1	stage65b_r1_b2_split_s8_qdq_report.md
B2	60	/model.22/Concat[Concat]	/model.22/Concat_output_0			0.0723	0.0584	0.9634	-5.520	9.142	-8.051	10.796	1,0,0,0,0,2,4,19,48,150,471,1143,2104,20531,4858,2566,1426,720,365,218,90,46,23,11,14,3,2,0,0,0,0,1	0	1	stage65b_r1_b2_split_s8_qdq_report.md
B2	61	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/conv/Conv[Conv]	model.23.one2one_cv3.1.0.1.conv.weight[Constant]	P4	confidence	0.0001	0.0	0.9999	-0.948	0.674	-0.945	0.676	17,0,0,17,0,34,68,0,68,17,136,136,102,306,629,1054,2312,6120,11781,6222,2975,1326,612,323,238,68,34,51,85,34,17,34	0	0	stage65b_r1_b2_split_s8_qdq_report.md
B2	62	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/conv/Conv[Conv]	model.23.one2one_cv3.1.0.1.conv.bias[Constant]	P4	confidence	0.0	0.0001	1.0	-6.815	7.326	-6.794	7.337	1207,0,0,1003,391,0,612,425,0,0,0,1394,323,3145,1819,3298,2278,2720,2550,2278,1972,1921,1428,2584,2108,0,918,0,0,0,0,442	0	0	stage65b_r1_b2_split_s8_qdq_report.md
