operation_index	resident_operation_index	kind	scope	name	category	implementation_status	samples	mean_us	stddev_us	cv_pct	min_us	median_us	p90_us	p95_us	p99_us	p999_us	max_us	full_wall_pct	logical_operation_index	model_block	input_shapes	output_shape	output_layout	macs	input_bytes	output_bytes	input_output_bytes	selected_implementation	worker_count	generic_logical_accessor_in_hot_loop	separate_materialization	fusion_or_view_eligibility
163	-1	lut1	full_executor	/model.23/one2one_cv2.1/one2one_cv2.1.0/act/Mul_output_0_QuantizeLinear	lut1	measured-direct	50	20.2462	5.692420474380196	28.115994479853974	16.958	19.4375	20.538500000000003	22.183999999999994	41.31616999999993	57.045317000000026	58.793	0.00844396088692689	163	model.23	1x16x40x40	1x16x40x40	NCHWc8_SPATIAL_INNER_V1	0	25600	25600	51200	full_executor:lut1	1	no	yes	Conv-to-LUT eligible; complete-model fusion arm rejected
164	-1	lut1	full_executor	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.0/act/Mul_output_0_QuantizeLinear	lut1	measured-direct	50	63.53438	8.2913195200321	13.050130527805734	58.126	62.0215	63.3046	80.19924999999992	96.52425	98.453625	98.668	0.026497901813434123	164	model.23	1x128x40x40	1x128x40x40	NCHWc8_SPATIAL_INNER_V1	0	204800	204800	409600	full_executor:lut1	1	no	yes	Conv-to-LUT eligible; complete-model fusion arm rejected
165	-1	concat	full_executor	/model.21/Concat	concat_resize	measured-direct	50	99.34064000000001	2.959279530078708	2.9789213458648023	91.626	99.3765	102.268	104.34285	106.71349	108.69754900000001	108.918	0.041431403356792136	165	model.21	1x128x20x20,1x256x20x20	1x384x20x20	NCHWc8_SPATIAL_INNER_V1	0	153600	153600	307200	full_executor:concat	1	no	yes	producer-direct where quantization domains permit
166	-1	conv_dense	full_executor	/model.23/one2one_cv2.1/one2one_cv2.1.1/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	297.24272	9.415772052708766	3.1677048483168115	289.713	294.504	300.863	318.8834999999999	332.41976	333.247076	333.339	0.12396923381196279	166	model.23	1x16x40x40	1x16x40x40	NCHWc8_SPATIAL_INNER_V1	3686400	25600	25600	51200	full_executor:conv_dense	4	no	no	not-applicable
167	-1	conv_dense	full_executor	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	1174.35616	27.926707674283726	2.3780441254111295	1127.35	1174.8305	1207.8478	1214.81015	1230.5528399999998	1239.409884	1240.394	0.4897816618605791	167	model.23	1x128x40x40	1x80x40x40	NCHWc8_SPATIAL_INNER_V1	16384000	204800	128000	332800	full_executor:conv_dense	4	no	no	not-applicable
168	-1	conv_dense	full_executor	/model.22/cv1/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	1196.66472	22.77827625669076	1.9034802209837653	1160.476	1193.3725	1228.5978	1237.7378999999999	1254.7595000000001	1256.1927500000002	1256.352	0.4990857588310556	168	model.22	1x384x20x20	1x256x20x20	NCHWc8_SPATIAL_INNER_V1	39321600	153600	102400	256000	full_executor:conv_dense	4	no	no	not-applicable
169	-1	lut1	full_executor	/model.23/one2one_cv2.1/one2one_cv2.1.1/act/Mul_output_0_QuantizeLinear	lut1	measured-direct	50	19.89536	1.176717238588709	5.914531019236189	18.042	19.792	21.3885	21.8632	22.825409999999998	23.394741	23.458	0.008297638157843436	169	model.23	1x16x40x40	1x16x40x40	NCHWc8_SPATIAL_INNER_V1	0	25600	25600	51200	full_executor:lut1	1	no	yes	Conv-to-LUT eligible; complete-model fusion arm rejected
170	-1	lut1	full_executor	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/act/Mul_output_0_QuantizeLinear	lut1	measured-direct	50	47.59652	5.069505652508568	10.65100064565344	39.209	46.563	52.6754	55.33385	60.77366999999999	63.603567000000005	63.918	0.019850794382838922	170	model.23	1x80x40x40	1x80x40x40	NCHWc8_SPATIAL_INNER_V1	0	128000	128000	256000	full_executor:lut1	1	no	yes	Conv-to-LUT eligible; complete-model fusion arm rejected
171	-1	split	full_executor	/model.22/Split	split_reshape_transpose	measured-reference	50	26.57958	0.7911653530826328	2.97659087571223	25.125	26.5835	27.646800000000002	27.92065	28.18975	28.244875	28.251	0.011085385598825666	171	model.22	1x256x20x20	1x128x20x20	NCHWc8_SPATIAL_INNER_V1	0	102400	51200	153600	full_executor:split	1	yes-reference	yes	view/alias where lifetime and physical layout permit
172	-1	conv_dense	full_executor	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv	dense_conv_outside_resident_region	stable-selected	50	66.73426	3.612285261239958	5.412939712285651	62.376	66.1055	71.3087	71.8673	74.56124999999999	76.270125	76.46	0.027832456523101106	172	model.23	1x16x40x40	1x4x40x40	NCHWc8_SPATIAL_INNER_V1	102400	25600	12800	38400	full_executor:conv_dense	4	no	no	not-applicable
173	-1	conv_grouped	full_executor	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/conv/Conv	grouped_depthwise	stable-selected	50	799.60704	11.5407618483003	1.4433041820517614	792.179	795.345	826.9088	828.3308999999999	833.0459999999999	836.3535	836.721	0.33348729987214315	173	model.23	1x80x40x40	1x80x40x40	NCHWc8_SPATIAL_INNER_V1	1152000	128000	128000	256000	full_executor:conv_grouped	4	no	no	not-applicable
174	-1	conv_dense	full_executor	/model.22/m.0/m.0.0/cv1/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	685.78948	21.171815109484683	3.0872178309712015	659.968	678.6355000000001	711.2351	727.8898	754.36642	770.9224419999999	772.762	0.28601809454544214	174	model.22	1x128x20x20	1x64x20x20	NCHWc8_SPATIAL_INNER_V1	29491200	51200	25600	76800	full_executor:conv_dense	4	no	no	not-applicable
175	-1	lut1	full_executor	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/act/Mul_output_0_QuantizeLinear	lut1	measured-direct	50	45.69316	6.1848766419321874	13.535672827031853	42.126	43.605000000000004	50.645900000000005	54.882099999999994	69.72466999999996	79.61056700000002	80.709	0.01905697147316989	175	model.23	1x80x40x40	1x80x40x40	NCHWc8_SPATIAL_INNER_V1	0	128000	128000	256000	full_executor:lut1	1	no	yes	Conv-to-LUT eligible; complete-model fusion arm rejected
176	-1	lut1	full_executor	/model.22/m.0/m.0.0/cv1/act/Mul_output_0_QuantizeLinear	lut1	measured-direct	50	13.64362	4.456882079779678	32.6664190279389	12.334	13.0	13.6333	13.8234	29.51266999999994	42.92656700000002	44.417	0.005690262549816433	176	model.22	1x64x20x20	1x64x20x20	NCHWc8_SPATIAL_INNER_V1	0	25600	25600	51200	full_executor:lut1	1	no	yes	Conv-to-LUT eligible; complete-model fusion arm rejected
177	-1	conv_dense	full_executor	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	982.83072	20.137975298020237	2.0489769894474033	955.514	974.932	1012.6279000000001	1013.7093	1015.58592	1015.935192	1015.974	0.4099032983053706	177	model.23	1x80x40x40	1x80x40x40	NCHWc8_SPATIAL_INNER_V1	10240000	128000	128000	256000	full_executor:conv_dense	4	no	no	not-applicable
178	-1	conv_dense	full_executor	/model.22/m.0/m.0.0/cv2/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	755.7447599999999	18.6682563416936	2.470180056781816	721.303	749.011	783.2287	794.2394499999999	803.38758	807.999558	808.512	0.31519392251088835	178	model.22	1x64x20x20	1x128x20x20	NCHWc8_SPATIAL_INNER_V1	29491200	25600	51200	76800	full_executor:conv_dense	4	no	no	not-applicable
179	-1	lut1	full_executor	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/act/Mul_output_0_QuantizeLinear	lut1	measured-direct	50	43.13224	1.4913099509477965	3.4575295670890185	41.792	42.563	44.9212	45.7109	48.61325	48.999125	49.042	0.01798890396842585	179	model.23	1x80x40x40	1x80x40x40	NCHWc8_SPATIAL_INNER_V1	0	128000	128000	256000	full_executor:lut1	1	no	yes	Conv-to-LUT eligible; complete-model fusion arm rejected
180	-1	lut2	full_executor	/model.22/m.0/m.0.0/Add_output_0_QuantizeLinear	lut2_add	stable-selected	50	217.25401999999997	5.595948131406129	2.575762755232851	214.128	216.607	217.51549999999997	217.78439999999998	237.76191999999992	253.766692	255.545	0.09060882770137764	180	model.22	1x128x20x20,1x128x20x20	1x128x20x20	NCHWc8_SPATIAL_INNER_V1	0	102400	51200	153600	full_executor:lut2	4	no	yes	not-applicable
181	-1	conv_dense	full_executor	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv	dense_conv_outside_resident_region	stable-selected	50	978.27966	14.588663725310965	1.491256981189915	962.431	971.639	1005.6733	1008.1193499999999	1017.87292	1018.0016919999999	1018.016	0.4080052150781942	181	model.23	1x80x40x40	1x80x40x40	NCHWc8_SPATIAL_INNER_V1	10240000	128000	128000	256000	full_executor:conv_dense	4	no	no	not-applicable
182	-1	conv_dense	full_executor	/model.22/m.0/m.0.1/attn/qkv/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	924.0563000000001	18.217146665228594	1.9714325485610122	907.556	915.0554999999999	950.7643	953.7371	973.85492	975.086192	975.223	0.38539060438592826	182	model.22	1x128x20x20	1x256x20x20	NCHWc8_SPATIAL_INNER_V1	13107200	51200	102400	153600	full_executor:conv_dense	4	no	no	not-applicable
183	-1	split	full_executor	/model.22/m.0/m.0.1/attn/Split	split_reshape_transpose	measured-reference	50	355.83783999999997	15.067730636871167	4.234437415894602	347.005	348.2765	383.31370000000004	386.12855	392.88775	397.793875	398.339	0.1484071481585951	183	model.22	1x256x20x20	1x2x32x400	ROW_MAJOR_U8_V1	0	102400	25600	128000	full_executor:split	1	yes-reference	yes	view/alias where lifetime and physical layout permit
184	-1	split	full_executor	/model.22/m.0/m.0.1/attn/Split	split_reshape_transpose	measured-reference	50	703.96398	22.104636471342477	3.1400237937376394	692.052	693.4480000000001	729.3774000000001	734.1361499999999	788.06241	793.041741	793.595	0.2935980239711839	184	model.22	1x256x20x20	1x2x64x400	ROW_MAJOR_U8_V1	0	102400	51200	153600	full_executor:split	1	yes-reference	yes	view/alias where lifetime and physical layout permit
185	-1	reshape_split_transpose	full_executor	/model.22/m.0/m.0.1/attn/Transpose	split_reshape_transpose	measured-direct	50	357.68874000000005	12.107081983513206	3.3848093690377854	350.755	353.443	384.0432	389.5329	393.84774999999996	396.989875	397.339	0.14917909189152345	185	model.22	1x256x20x20	1x2x400x32	ROW_MAJOR_U8_V1	0	102400	25600	128000	full_executor:reshape_split_transpose	1	no	yes	view/alias where lifetime and physical layout permit
186	-1	reshape	full_executor	/model.22/m.0/m.0.1/attn/Reshape_2	split_reshape_transpose	measured-reference	50	27.03044	2.5484622266803028	9.428119655766992	23.209	26.3545	30.009	30.83765	34.201159999999994	35.707616	35.875	0.011273423067855896	186	model.22	1x2x64x400	1x128x20x20	ROW_MAJOR_U8_V1	0	51200	51200	102400	full_executor:reshape	1	yes-reference	yes	view/alias where lifetime and physical layout permit
187	-1	matmul	full_executor	/model.22/m.0/m.0.1/attn/MatMul	attention_matmul	stable-selected	50	3050.55494	20.487015718184583	0.6715832404639329	3017.879	3054.212	3070.6834999999996	3074.41705	3104.3841799999996	3126.6185179999998	3129.089	1.2722766048335787	187	model.22	1x2x400x32,1x2x32x400	1x2x400x400	ROW_MAJOR_U8_V1	10240000	51200	320000	371200	full_executor:matmul	4	no	no	not-applicable
188	-1	conv_grouped	full_executor	/model.22/m.0/m.0.1/attn/pe/conv/Conv	grouped_depthwise	stable-selected	50	5712.89664	279.0932727544068	4.885319835830372	5641.585	5669.106	5699.406800000001	5702.9478	6753.730929999997	7547.7262930000015	7635.948	2.3826434481145125	188	model.22	1x128x20x20	1x128x20x20	NCHWc8_SPATIAL_INNER_V1	460800	51200	51200	102400	full_executor:conv_grouped	4	no	no	not-applicable
189	-1	softmax_transpose	full_executor	/model.22/m.0/m.0.1/attn/Transpose_1	attention_softmax_transpose	stable-selected	50	4080.71126	38.169641057275214	0.9353673569463774	4045.977	4074.4155	4106.1822	4121.201550000001	4219.7386	4292.70646	4300.814	1.7019177065465196	189	model.22	1x2x400x400	1x2x400x400	ROW_MAJOR_U8_V1	0	320000	320000	640000	full_executor:softmax_transpose	1	no	yes	not-applicable
190	-1	matmul	full_executor	/model.22/m.0/m.0.1/attn/MatMul_1	attention_matmul	stable-selected	50	3638.4021999999995	185.4438087878781	5.096847423516788	3207.34	3643.7005	3866.7205	3878.73285	3918.9985899999997	3941.1407590000003	3943.601	1.5174465266424682	190	model.22	1x2x64x400,1x2x400x400	1x2x64x400	ROW_MAJOR_U8_V1	20480000	371200	51200	422400	full_executor:matmul	4	no	no	not-applicable
191	-1	lut2	full_executor	/model.22/m.0/m.0.1/attn/Add_output_0_QuantizeLinear	lut2_add	stable-selected	50	1823.86152	20.70485998872375	1.1352210549803008	1803.777	1821.861	1838.994	1846.7219	1897.8445199999999	1935.6611520000001	1939.863	0.7606669566659928	191	model.22	1x2x64x400,1x128x20x20	1x128x20x20	NCHWc8_SPATIAL_INNER_V1	0	102400	51200	153600	full_executor:lut2	4	no	yes	not-applicable
192	-1	conv_dense	full_executor	/model.22/m.0/m.0.1/attn/proj/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	446.24752	10.789816633724033	2.4178995176766547	436.59	442.21500000000003	464.7776	467.7782	477.34833999999995	483.228634	483.882	0.1861137697329931	192	model.22	1x128x20x20	1x128x20x20	NCHWc8_SPATIAL_INNER_V1	6553600	51200	51200	102400	full_executor:conv_dense	4	no	no	not-applicable
193	-1	lut2	full_executor	/model.22/m.0/m.0.1/Add_output_0_QuantizeLinear	lut2_add	stable-selected	50	256.47552	10.199236870692333	3.97669020056664	249.004	252.1915	278.7748	281.86025	285.73667	286.802567	286.921	0.106966702854572	193	model.22	1x128x20x20,1x128x20x20	1x128x20x20	NCHWc8_SPATIAL_INNER_V1	0	102400	51200	153600	full_executor:lut2	4	no	yes	not-applicable
194	-1	conv_dense	full_executor	/model.22/m.0/m.0.1/ffn/ffn.0/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	950.74926	61.30681475547096	6.448263210372729	920.764	934.181	960.9319	995.5652499999999	1197.1272099999994	1330.605121	1345.436	0.39652327669956255	194	model.22	1x128x20x20	1x256x20x20	NCHWc8_SPATIAL_INNER_V1	13107200	51200	102400	153600	full_executor:conv_dense	4	no	no	not-applicable
195	-1	lut1	full_executor	/model.22/m.0/m.0.1/ffn/ffn.0/act/Mul_output_0_QuantizeLinear	lut1	measured-direct	50	46.59232	4.22201837523433	9.061618685728314	41.501	45.501	53.10900000000001	55.2003	58.945829999999994	60.19518300000001	60.334	0.019431978727424477	195	model.22	1x256x20x20	1x256x20x20	NCHWc8_SPATIAL_INNER_V1	0	102400	102400	204800	full_executor:lut1	1	no	yes	Conv-to-LUT eligible; complete-model fusion arm rejected
196	-1	conv_dense	full_executor	/model.22/m.0/m.0.1/ffn/ffn.1/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	546.01316	7.996309256712097	1.4644902069232355	537.883	544.3209999999999	552.4328	565.49025	574.5789199999999	574.928192	574.967	0.22772242528412015	196	model.22	1x256x20x20	1x128x20x20	NCHWc8_SPATIAL_INNER_V1	13107200	102400	51200	153600	full_executor:conv_dense	4	no	no	not-applicable
197	-1	lut2	full_executor	/model.22/m.0/m.0.1/Add_1_output_0@/model.22/Concat_output_0_QuantizeLinear_Output	lut2_add	stable-selected	50	242.63358	6.306696169556776	2.5992676568333106	238.254	241.587	242.97029999999998	243.75359999999998	272.78159	273.094259	273.129	0.10119372817491906	197	model.22	1x128x20x20,1x128x20x20	1x128x20x20	NCHWc8_SPATIAL_INNER_V1	0	102400	51200	153600	full_executor:lut2	4	no	yes	not-applicable
198	-1	concat	full_executor	/model.22/Concat	concat_resize	measured-direct	50	97.93902	2.851473693387619	2.911478686827394	88.96	97.7305	101.235	102.8183	104.08749999999999	104.19775	104.21	0.04084683813179512	198	model.22	1x256x20x20,1x128x20x20,1x128x20x20	1x384x20x20	NCHWc8_SPATIAL_INNER_V1	0	204800	153600	358400	full_executor:concat	1	no	yes	producer-direct where quantization domains permit
199	-1	conv_dense	full_executor	/model.22/cv2/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	1215.48156	22.773686112471722	1.8736348507394651	1154.267	1214.122	1250.2931	1254.7187	1267.076	1267.7375	1267.811	0.5069335851379952	199	model.22	1x384x20x20	1x256x20x20	NCHWc8_SPATIAL_INNER_V1	39321600	153600	102400	256000	full_executor:conv_dense	4	no	no	not-applicable
200	-1	lut1	full_executor	/model.22/cv2/act/Mul_output_0_QuantizeLinear	lut1	measured-direct	50	42.79402	6.382267684413605	14.91392415205116	39.084	41.917500000000004	44.2801	44.6984	65.80458999999992	83.75725900000002	85.752	0.017847844586854178	200	model.22	1x256x20x20	1x256x20x20	NCHWc8_SPATIAL_INNER_V1	0	102400	102400	204800	full_executor:lut1	1	no	yes	Conv-to-LUT eligible; complete-model fusion arm rejected
201	-1	conv_dense	full_executor	/model.23/one2one_cv2.2/one2one_cv2.2.0/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	674.46176	22.247458717116345	3.2985500493187847	640.176	669.1355000000001	701.7768	711.0902	734.79167	739.826567	740.386	0.28129371048235574	201	model.23	1x256x20x20	1x16x20x20	NCHWc8_SPATIAL_INNER_V1	14745600	102400	6400	108800	full_executor:conv_dense	4	no	no	not-applicable
202	-1	conv_grouped	full_executor	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/conv/Conv	grouped_depthwise	stable-selected	50	811.1922999999999	40.03367418747598	4.935164471787514	786.262	794.3454999999999	832.4341	838.3938499999999	955.4763599999997	1043.824536	1053.641	0.3383190945943566	202	model.23	1x256x20x20	1x256x20x20	NCHWc8_SPATIAL_INNER_V1	921600	102400	102400	204800	full_executor:conv_grouped	4	no	no	not-applicable
203	-1	lut1	full_executor	/model.23/one2one_cv2.2/one2one_cv2.2.0/act/Mul_output_0_QuantizeLinear	lut1	measured-direct	50	9.3809	1.0153987906638615	10.824108461489425	7.75	9.125	10.8506	11.08765	11.52259	11.614759	11.625	0.00391243555255665	203	model.23	1x16x20x20	1x16x20x20	NCHWc8_SPATIAL_INNER_V1	0	6400	6400	12800	full_executor:lut1	1	no	yes	Conv-to-LUT eligible; complete-model fusion arm rejected
204	-1	lut1	full_executor	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/act/Mul_output_0_QuantizeLinear	lut1	measured-direct	50	33.61298	0.30290555475600117	0.9011565019108724	33.042	33.542	34.0	34.167	34.44125	34.606625	34.625	0.014018763442673478	204	model.23	1x256x20x20	1x256x20x20	NCHWc8_SPATIAL_INNER_V1	0	102400	102400	204800	full_executor:lut1	1	no	yes	Conv-to-LUT eligible; complete-model fusion arm rejected
205	-1	conv_dense	full_executor	/model.23/one2one_cv2.2/one2one_cv2.2.1/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	85.85126	6.959317914061664	8.106250175083819	82.71	84.4385	85.86829999999999	87.04925	119.27732999999999	120.41643300000001	120.543	0.03580546875627975	205	model.23	1x16x20x20	1x16x20x20	NCHWc8_SPATIAL_INNER_V1	921600	6400	6400	12800	full_executor:conv_dense	4	no	no	not-applicable
206	-1	conv_dense	full_executor	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	361.88376000000005	8.125498875886992	2.2453339370318774	348.297	360.672	366.2639	369.35515	396.15733	397.296433	397.423	0.15092868365688564	206	model.23	1x256x20x20	1x80x20x20	NCHWc8_SPATIAL_INNER_V1	8192000	102400	32000	134400	full_executor:conv_dense	4	no	no	not-applicable
207	-1	lut1	full_executor	/model.23/one2one_cv2.2/one2one_cv2.2.1/act/Mul_output_0_QuantizeLinear	lut1	measured-direct	50	7.705979999999999	0.4944521391997244	6.416473170183733	6.875	7.625	8.25	8.516699999999998	9.236589999999998	9.549259	9.584	0.003213886740002611	207	model.23	1x16x20x20	1x16x20x20	NCHWc8_SPATIAL_INNER_V1	0	6400	6400	12800	full_executor:lut1	1	no	yes	Conv-to-LUT eligible; complete-model fusion arm rejected
208	-1	lut1	full_executor	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/act/Mul_output_0_QuantizeLinear	lut1	measured-direct	50	16.25024	0.5926110181016805	3.646783174289613	14.834	16.2295	17.0084	17.3833	17.753339999999998	17.900634	17.917	0.006777389878751313	208	model.23	1x80x20x20	1x80x20x20	NCHWc8_SPATIAL_INNER_V1	0	32000	32000	64000	full_executor:lut1	1	no	yes	Conv-to-LUT eligible; complete-model fusion arm rejected
209	-1	conv_dense	full_executor	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv	dense_conv_outside_resident_region	stable-selected	50	19.29356	0.46197831736379774	2.3944690215999422	17.833	19.292	19.9253	20.06875	20.23159	20.323759	20.334	0.00804664905066517	209	model.23	1x16x20x20	1x4x20x20	NCHWc8_SPATIAL_INNER_V1	25600	6400	3200	9600	full_executor:conv_dense	4	no	no	not-applicable
210	-1	conv_grouped	full_executor	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/conv/Conv	grouped_depthwise	stable-selected	50	249.35886	5.339646365306471	2.141350167107145	247.087	248.358	250.30749999999998	250.72915	268.8679199999999	283.990692	285.671	0.10399860026319398	210	model.23	1x80x20x20	1x80x20x20	NCHWc8_SPATIAL_INNER_V1	288000	32000	32000	64000	full_executor:conv_grouped	4	no	no	not-applicable
211	-1	lut1	full_executor	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/act/Mul_output_0_QuantizeLinear	lut1	measured-direct	50	12.23018	0.8055421470117159	6.586510967227922	11.376	12.083	12.65	14.090099999999998	15.138339999999998	15.726634	15.792	0.0051007676284969775	211	model.23	1x80x20x20	1x80x20x20	NCHWc8_SPATIAL_INNER_V1	0	32000	32000	64000	full_executor:lut1	1	no	yes	Conv-to-LUT eligible; complete-model fusion arm rejected
212	-1	conv_dense	full_executor	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/conv/Conv	dense_conv_outside_resident_region	stable-selected	50	262.92554	21.26021844226096	8.086022545493664	255.128	258.06600000000003	260.0627	294.3562	347.3866799999998	391.78126800000007	396.714	0.10965677390987599	212	model.23	1x80x20x20	1x80x20x20	NCHWc8_SPATIAL_INNER_V1	2560000	32000	32000	64000	full_executor:conv_dense	4	no	no	not-applicable
213	-1	lut1	full_executor	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/act/Mul_output_0_QuantizeLinear	lut1	measured-direct	50	17.66852	0.8667694239448657	4.905727383758603	16.001	17.7085	18.630100000000002	19.01295	19.31459	19.406759	19.417	0.007368903389766252	213	model.23	1x80x20x20	1x80x20x20	NCHWc8_SPATIAL_INNER_V1	0	32000	32000	64000	full_executor:lut1	1	no	yes	Conv-to-LUT eligible; complete-model fusion arm rejected
214	-1	conv_dense	full_executor	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv	dense_conv_outside_resident_region	stable-selected	50	268.83148	1.5521246168147875	0.5773596964220067	265.045	268.733	270.5004	271.29205	272.63201	272.742701	272.755	0.11211992879131234	214	model.23	1x80x20x20	1x80x20x20	NCHWc8_SPATIAL_INNER_V1	2560000	32000	32000	64000	full_executor:conv_dense	4	no	no	not-applicable
-1	-1	head_decode	full_executor	final_head_decode	head_decode_selection	stable-selected	50	7994.50762	37.65507500874047	0.47101180958960004	7918.827	7990.308	8044.0624	8063.4039999999995	8091.3836	8094.67346	8095.039	3.334221219464343	composite-range	executor	not-applicable	not-applicable	range-defined	0	0	0	0	full_executor:head_decode	1	no	no	not-applicable
