resolution	operation_index	live_tensor_count	concurrently_live_bytes	live_tensor_ids
448	212	7	377888	131,141,164,173,200,202,203
448	213	7	377888	131,141,164,173,200,203,204
448	214	7	377888	131,141,164,173,200,204,205
416	0	1	1384448	0
416	1	2	2076672	0,1
416	2	2	1384448	1,2
416	3	2	1038336	2,3
416	4	2	692224	3,4
416	5	2	692224	4,5
416	6	2	519168	5,6
416	7	3	605696	5,6,7
416	8	4	692224	5,6,7,8
416	9	4	778752	5,6,8,9
416	10	4	865280	5,6,9,206
416	11	4	1211392	5,6,10,206
416	12	2	1211392	10,11
416	13	2	1384448	11,12
416	14	2	865280	12,13
416	15	2	346112	13,14
416	16	2	346112	14,15
416	17	2	259584	15,16
416	18	3	302848	15,16,17
416	19	4	346112	15,16,17,18
416	20	4	389376	15,16,18,19
416	21	4	432640	15,16,19,207
416	22	4	605696	15,16,20,207
416	23	2	605696	20,21
416	24	2	692224	21,22
416	25	2	432640	22,23
416	26	3	519168	22,23,24
416	27	3	519168	22,24,25
416	28	3	475904	22,25,26
416	29	4	497536	22,25,26,27
416	30	5	519168	22,25,26,27,28
416	31	6	540800	22,25,26,27,28,29
416	32	6	540800	22,25,26,28,29,30
416	33	7	562432	22,25,26,28,29,30,31
416	34	7	562432	22,25,26,28,29,31,32
416	35	7	562432	22,25,26,28,29,32,33
416	36	6	540800	22,25,26,28,33,34
416	37	7	562432	22,25,26,28,33,34,35
416	38	7	562432	22,25,26,28,33,35,36
416	39	7	562432	22,25,26,28,33,36,208
416	40	6	562432	22,25,26,28,37,208
416	41	5	562432	22,25,26,37,38
416	42	5	648960	22,25,26,38,39
416	43	3	562432	22,39,40
416	44	3	519168	22,40,41
416	45	3	475904	22,41,42
416	46	4	519168	22,41,42,43
416	47	4	519168	22,41,43,44
416	48	4	497536	22,41,44,45
416	49	5	508352	22,41,44,45,46
416	50	6	519168	22,41,44,45,46,47
416	51	7	529984	22,41,44,45,46,47,48
416	52	7	529984	22,41,44,45,47,48,49
416	53	8	540800	22,41,44,45,47,48,49,50
416	54	8	540800	22,41,44,45,47,48,50,51
416	55	8	540800	22,41,44,45,47,48,51,52
416	56	7	529984	22,41,44,45,47,52,53
416	57	8	540800	22,41,44,45,47,52,53,54
416	58	8	540800	22,41,44,45,47,52,54,55
416	59	8	540800	22,41,44,45,47,52,55,209
416	60	7	540800	22,41,44,45,47,56,209
416	61	6	540800	22,41,44,45,56,57
416	62	6	584064	22,41,44,45,57,58
416	63	4	540800	22,41,58,59
416	64	4	519168	22,41,59,60
416	65	4	497536	22,41,60,61
416	66	5	584064	22,41,60,61,62
416	67	5	605696	22,41,60,62,63
416	68	5	562432	22,41,60,63,64
416	69	4	519168	22,41,64,65
416	70	4	497536	22,41,65,66
416	71	5	540800	22,41,65,66,67
416	72	6	551616	22,41,65,66,67,68
416	73	7	573248	22,41,65,66,67,68,69
416	74	8	584064	22,41,65,66,67,68,69,70
416	75	8	562432	22,41,65,66,68,69,70,71
416	76	9	619554	22,41,65,66,68,69,70,71,72
416	77	8	619554	22,41,65,66,69,71,72,73
416	78	8	655044	22,41,65,66,69,72,73,74
416	79	8	619554	22,41,65,66,69,73,74,75
416	80	7	562432	22,41,65,66,73,75,76
416	81	6	540800	22,41,65,66,76,77
416	82	6	540800	22,41,65,66,77,78
416	83	5	540800	22,41,65,78,79
416	84	6	584064	22,41,65,78,79,80
416	85	6	562432	22,41,65,78,80,81
416	86	6	540800	22,41,65,78,81,210
416	87	5	540800	22,41,65,82,210
416	88	4	519168	22,41,82,83
416	89	4	735488	22,41,83,84
416	90	4	735488	22,83,84,85
416	91	4	519168	22,83,85,86
416	92	5	540800	22,83,85,86,87
416	93	6	562432	22,83,85,86,87,88
416	94	7	584064	22,83,85,86,87,88,89
416	95	7	584064	22,83,85,86,88,89,90
416	96	8	605696	22,83,85,86,88,89,90,91
416	97	8	605696	22,83,85,86,88,89,91,92
416	98	8	605696	22,83,85,86,88,89,92,93
416	99	7	584064	22,83,85,86,88,93,94
416	100	8	605696	22,83,85,86,88,93,94,95
416	101	8	605696	22,83,85,86,88,93,95,96
416	102	8	605696	22,83,85,86,88,93,96,211
416	103	7	605696	22,83,85,86,88,97,211
416	104	6	605696	22,83,85,86,97,98
416	105	6	692224	22,83,85,86,98,99
416	106	4	605696	22,83,99,100
416	107	4	1168128	22,83,100,101
416	108	4	995072	83,100,101,102
416	109	4	389376	83,100,102,103
416	110	5	432640	83,100,102,103,104
416	111	6	475904	83,100,102,103,104,105
416	112	7	519168	83,100,102,103,104,105,106
416	113	7	519168	83,100,102,103,105,106,107
416	114	8	562432	83,100,102,103,105,106,107,108
416	115	8	562432	83,100,102,103,105,106,108,109
416	116	8	562432	83,100,102,103,105,106,109,110
416	117	7	519168	83,100,102,103,105,110,111
416	118	8	562432	83,100,102,103,105,110,111,112
416	119	8	562432	83,100,102,103,105,110,112,113
416	120	8	562432	83,100,102,103,105,110,113,212
416	121	7	562432	83,100,102,103,105,114,212
416	122	6	562432	83,100,102,103,114,115
416	123	6	735488	83,100,102,103,115,116
416	124	4	562432	83,100,116,117
416	125	4	475904	83,100,117,118
416	126	4	346112	83,100,118,119
416	127	5	389376	83,100,118,119,120
416	128	6	562432	83,100,118,119,120,121
416	129	6	432640	83,100,119,120,121,122
416	130	6	562432	83,100,119,121,122,123
416	131	6	519168	83,100,119,122,123,124
416	132	5	432640	83,122,123,124,125
416	133	5	605696	83,123,124,125,126
416	134	5	519168	83,124,125,126,127
416	135	5	432640	83,125,126,127,128
416	136	5	605696	83,126,127,128,129
416	137	5	432640	83,127,128,129,130
416	138	6	454272	83,127,128,129,130,131
416	139	6	627328	83,127,129,130,131,132
416	140	6	432640	83,127,130,131,132,133
416	141	7	454272	83,127,130,131,132,133,134
416	142	8	670592	83,127,130,131,132,133,134,135
416	143	8	475904	83,127,130,131,133,134,135,136
416	144	8	670592	83,127,130,131,134,135,136,137
416	145	8	475904	83,127,130,131,134,136,137,138
416	146	9	692224	83,127,130,131,134,136,137,138,139
416	147	9	497536	83,127,130,131,134,136,138,139,140
416	148	9	692224	83,127,130,131,134,136,139,140,141
416	149	9	497536	83,127,130,131,134,136,140,141,142
416	150	9	497536	83,127,130,131,134,136,141,142,143
416	151	8	475904	83,127,130,131,134,141,143,144
416	152	9	497536	83,127,130,131,134,141,143,144,145
416	153	9	497536	83,127,130,131,134,141,143,145,146
416	154	9	497536	83,127,130,131,134,141,143,146,213
416	155	8	497536	83,127,130,131,134,141,147,213
416	156	7	497536	83,127,130,131,141,147,148
416	157	7	584064	83,127,130,131,141,148,149
416	158	5	497536	83,131,141,149,150
416	159	5	454272	83,131,141,150,151
416	160	5	389376	83,131,141,151,152
416	161	6	400192	83,131,141,151,152,153
416	162	7	486720	83,131,141,151,152,153,154
416	163	7	411008	83,131,141,152,153,154,155
416	164	7	486720	83,131,141,152,154,155,156
416	165	7	465088	83,131,141,152,155,156,157
416	166	6	411008	131,141,155,156,157,158
416	167	6	454272	131,141,156,157,158,159
416	168	6	411008	131,141,157,158,159,160
416	169	6	356928	131,141,158,159,160,161
416	170	6	400192	131,141,159,160,161,162
416	171	6	367744	131,141,160,161,162,163
416	172	7	373152	131,141,160,161,162,163,164
416	173	7	416416	131,141,160,162,163,164,165
416	174	7	373152	131,141,160,163,164,165,166
416	175	8	427232	131,141,160,163,164,165,166,167
416	176	8	383968	131,141,160,163,164,166,167,168
416	177	8	427232	131,141,160,163,164,167,168,169
416	178	8	394784	131,141,160,163,164,168,169,170
416	179	8	438048	131,141,160,163,164,169,170,171
416	180	8	405600	131,141,160,163,164,170,171,172
416	181	8	438048	131,141,160,163,164,171,172,173
416	182	8	427232	131,141,160,163,164,172,173,174
416	183	9	438048	131,141,160,163,164,172,173,174,175
416	184	10	459680	131,141,160,163,164,172,173,174,175,176
416	185	11	470496	131,141,160,163,164,172,173,174,175,176,177
416	186	11	448864	131,141,160,163,164,172,173,175,176,177,178
416	187	12	505986	131,141,160,163,164,172,173,175,176,177,178,179
416	188	11	505986	131,141,160,163,164,172,173,176,178,179,180
416	189	11	541476	131,141,160,163,164,172,173,176,179,180,181
416	190	11	505986	131,141,160,163,164,172,173,176,180,181,182
416	191	10	448864	131,141,160,163,164,172,173,180,182,183
416	192	9	427232	131,141,160,163,164,172,173,183,184
416	193	9	427232	131,141,160,163,164,172,173,184,185
416	194	8	427232	131,141,160,163,164,173,185,186
416	195	9	470496	131,141,160,163,164,173,185,186,187
416	196	9	448864	131,141,160,163,164,173,185,187,188
416	197	9	427232	131,141,160,163,164,173,185,188,214
416	198	8	448864	131,141,160,163,164,173,189,214
416	199	6	405600	131,141,164,173,189,190
416	200	6	383968	131,141,164,173,190,191
416	201	6	343408	131,141,164,173,191,192
416	202	7	386672	131,141,164,173,191,192,193
416	203	7	346112	131,141,164,173,192,193,194
416	204	7	386672	131,141,164,173,193,194,195
416	205	7	346112	131,141,164,173,194,195,196
416	206	7	356928	131,141,164,173,195,196,197
416	207	7	316368	131,141,164,173,196,197,198
416	208	7	327184	131,141,164,173,197,198,199
416	209	7	315016	131,141,164,173,198,199,200
416	210	7	325832	131,141,164,173,199,200,201
416	211	7	325832	131,141,164,173,200,201,202
416	212	7	325832	131,141,164,173,200,202,203
416	213	7	325832	131,141,164,173,200,203,204
416	214	7	325832	131,141,164,173,200,204,205
384	0	1	1179648	0
384	1	2	1769472	0,1
384	2	2	1179648	1,2
384	3	2	884736	2,3
384	4	2	589824	3,4
384	5	2	589824	4,5
384	6	2	442368	5,6
384	7	3	516096	5,6,7
384	8	4	589824	5,6,7,8
384	9	4	663552	5,6,8,9
384	10	4	737280	5,6,9,206
384	11	4	1032192	5,6,10,206
384	12	2	1032192	10,11
384	13	2	1179648	11,12
384	14	2	737280	12,13
384	15	2	294912	13,14
384	16	2	294912	14,15
384	17	2	221184	15,16
384	18	3	258048	15,16,17
384	19	4	294912	15,16,17,18
384	20	4	331776	15,16,18,19
384	21	4	368640	15,16,19,207
384	22	4	516096	15,16,20,207
384	23	2	516096	20,21
384	24	2	589824	21,22
384	25	2	368640	22,23
384	26	3	442368	22,23,24
384	27	3	442368	22,24,25
384	28	3	405504	22,25,26
384	29	4	423936	22,25,26,27
384	30	5	442368	22,25,26,27,28
384	31	6	460800	22,25,26,27,28,29
384	32	6	460800	22,25,26,28,29,30
384	33	7	479232	22,25,26,28,29,30,31
384	34	7	479232	22,25,26,28,29,31,32
384	35	7	479232	22,25,26,28,29,32,33
384	36	6	460800	22,25,26,28,33,34
384	37	7	479232	22,25,26,28,33,34,35
384	38	7	479232	22,25,26,28,33,35,36
384	39	7	479232	22,25,26,28,33,36,208
384	40	6	479232	22,25,26,28,37,208
384	41	5	479232	22,25,26,37,38
384	42	5	552960	22,25,26,38,39
384	43	3	479232	22,39,40
384	44	3	442368	22,40,41
384	45	3	405504	22,41,42
384	46	4	442368	22,41,42,43
384	47	4	442368	22,41,43,44
384	48	4	423936	22,41,44,45
384	49	5	433152	22,41,44,45,46
384	50	6	442368	22,41,44,45,46,47
384	51	7	451584	22,41,44,45,46,47,48
384	52	7	451584	22,41,44,45,47,48,49
384	53	8	460800	22,41,44,45,47,48,49,50
384	54	8	460800	22,41,44,45,47,48,50,51
384	55	8	460800	22,41,44,45,47,48,51,52
384	56	7	451584	22,41,44,45,47,52,53
384	57	8	460800	22,41,44,45,47,52,53,54
384	58	8	460800	22,41,44,45,47,52,54,55
384	59	8	460800	22,41,44,45,47,52,55,209
384	60	7	460800	22,41,44,45,47,56,209
384	61	6	460800	22,41,44,45,56,57
384	62	6	497664	22,41,44,45,57,58
384	63	4	460800	22,41,58,59
384	64	4	442368	22,41,59,60
384	65	4	423936	22,41,60,61
384	66	5	497664	22,41,60,61,62
384	67	5	516096	22,41,60,62,63
384	68	5	479232	22,41,60,63,64
384	69	4	442368	22,41,64,65
384	70	4	423936	22,41,65,66
384	71	5	460800	22,41,65,66,67
384	72	6	470016	22,41,65,66,67,68
384	73	7	488448	22,41,65,66,67,68,69
384	74	8	497664	22,41,65,66,67,68,69,70
384	75	8	479232	22,41,65,66,68,69,70,71
384	76	9	520704	22,41,65,66,68,69,70,71,72
384	77	8	520704	22,41,65,66,69,71,72,73
384	78	8	543744	22,41,65,66,69,72,73,74
384	79	8	520704	22,41,65,66,69,73,74,75
384	80	7	479232	22,41,65,66,73,75,76
384	81	6	460800	22,41,65,66,76,77
384	82	6	460800	22,41,65,66,77,78
384	83	5	460800	22,41,65,78,79
384	84	6	497664	22,41,65,78,79,80
384	85	6	479232	22,41,65,78,80,81
384	86	6	460800	22,41,65,78,81,210
384	87	5	460800	22,41,65,82,210
384	88	4	442368	22,41,82,83
384	89	4	626688	22,41,83,84
384	90	4	626688	22,83,84,85
384	91	4	442368	22,83,85,86
384	92	5	460800	22,83,85,86,87
384	93	6	479232	22,83,85,86,87,88
384	94	7	497664	22,83,85,86,87,88,89
384	95	7	497664	22,83,85,86,88,89,90
384	96	8	516096	22,83,85,86,88,89,90,91
384	97	8	516096	22,83,85,86,88,89,91,92
384	98	8	516096	22,83,85,86,88,89,92,93
384	99	7	497664	22,83,85,86,88,93,94
384	100	8	516096	22,83,85,86,88,93,94,95
384	101	8	516096	22,83,85,86,88,93,95,96
384	102	8	516096	22,83,85,86,88,93,96,211
384	103	7	516096	22,83,85,86,88,97,211
384	104	6	516096	22,83,85,86,97,98
384	105	6	589824	22,83,85,86,98,99
384	106	4	516096	22,83,99,100
384	107	4	995328	22,83,100,101
384	108	4	847872	83,100,101,102
384	109	4	331776	83,100,102,103
384	110	5	368640	83,100,102,103,104
384	111	6	405504	83,100,102,103,104,105
384	112	7	442368	83,100,102,103,104,105,106
384	113	7	442368	83,100,102,103,105,106,107
384	114	8	479232	83,100,102,103,105,106,107,108
384	115	8	479232	83,100,102,103,105,106,108,109
384	116	8	479232	83,100,102,103,105,106,109,110
384	117	7	442368	83,100,102,103,105,110,111
384	118	8	479232	83,100,102,103,105,110,111,112
384	119	8	479232	83,100,102,103,105,110,112,113
384	120	8	479232	83,100,102,103,105,110,113,212
384	121	7	479232	83,100,102,103,105,114,212
384	122	6	479232	83,100,102,103,114,115
384	123	6	626688	83,100,102,103,115,116
384	124	4	479232	83,100,116,117
384	125	4	405504	83,100,117,118
384	126	4	294912	83,100,118,119
384	127	5	331776	83,100,118,119,120
384	128	6	479232	83,100,118,119,120,121
384	129	6	368640	83,100,119,120,121,122
384	130	6	479232	83,100,119,121,122,123
384	131	6	442368	83,100,119,122,123,124
384	132	5	368640	83,122,123,124,125
384	133	5	516096	83,123,124,125,126
384	134	5	442368	83,124,125,126,127
384	135	5	368640	83,125,126,127,128
384	136	5	516096	83,126,127,128,129
384	137	5	368640	83,127,128,129,130
384	138	6	387072	83,127,128,129,130,131
384	139	6	534528	83,127,129,130,131,132
384	140	6	368640	83,127,130,131,132,133
384	141	7	387072	83,127,130,131,132,133,134
384	142	8	571392	83,127,130,131,132,133,134,135
384	143	8	405504	83,127,130,131,133,134,135,136
384	144	8	571392	83,127,130,131,134,135,136,137
384	145	8	405504	83,127,130,131,134,136,137,138
384	146	9	589824	83,127,130,131,134,136,137,138,139
384	147	9	423936	83,127,130,131,134,136,138,139,140
384	148	9	589824	83,127,130,131,134,136,139,140,141
384	149	9	423936	83,127,130,131,134,136,140,141,142
384	150	9	423936	83,127,130,131,134,136,141,142,143
384	151	8	405504	83,127,130,131,134,141,143,144
384	152	9	423936	83,127,130,131,134,141,143,144,145
384	153	9	423936	83,127,130,131,134,141,143,145,146
384	154	9	423936	83,127,130,131,134,141,143,146,213
384	155	8	423936	83,127,130,131,134,141,147,213
384	156	7	423936	83,127,130,131,141,147,148
384	157	7	497664	83,127,130,131,141,148,149
384	158	5	423936	83,131,141,149,150
384	159	5	387072	83,131,141,150,151
384	160	5	331776	83,131,141,151,152
384	161	6	340992	83,131,141,151,152,153
384	162	7	414720	83,131,141,151,152,153,154
384	163	7	350208	83,131,141,152,153,154,155
384	164	7	414720	83,131,141,152,154,155,156
384	165	7	396288	83,131,141,152,155,156,157
384	166	6	350208	131,141,155,156,157,158
384	167	6	387072	131,141,156,157,158,159
384	168	6	350208	131,141,157,158,159,160
384	169	6	304128	131,141,158,159,160,161
384	170	6	340992	131,141,159,160,161,162
384	171	6	313344	131,141,160,161,162,163
384	172	7	317952	131,141,160,161,162,163,164
384	173	7	354816	131,141,160,162,163,164,165
384	174	7	317952	131,141,160,163,164,165,166
384	175	8	364032	131,141,160,163,164,165,166,167
384	176	8	327168	131,141,160,163,164,166,167,168
384	177	8	364032	131,141,160,163,164,167,168,169
384	178	8	336384	131,141,160,163,164,168,169,170
384	179	8	373248	131,141,160,163,164,169,170,171
384	180	8	345600	131,141,160,163,164,170,171,172
384	181	8	373248	131,141,160,163,164,171,172,173
384	182	8	364032	131,141,160,163,164,172,173,174
384	183	9	373248	131,141,160,163,164,172,173,174,175
384	184	10	391680	131,141,160,163,164,172,173,174,175,176
384	185	11	400896	131,141,160,163,164,172,173,174,175,176,177
384	186	11	382464	131,141,160,163,164,172,173,175,176,177,178
384	187	12	423936	131,141,160,163,164,172,173,175,176,177,178,179
384	188	11	423936	131,141,160,163,164,172,173,176,178,179,180
384	189	11	446976	131,141,160,163,164,172,173,176,179,180,181
384	190	11	423936	131,141,160,163,164,172,173,176,180,181,182
384	191	10	382464	131,141,160,163,164,172,173,180,182,183
384	192	9	364032	131,141,160,163,164,172,173,183,184
384	193	9	364032	131,141,160,163,164,172,173,184,185
384	194	8	364032	131,141,160,163,164,173,185,186
384	195	9	400896	131,141,160,163,164,173,185,186,187
384	196	9	382464	131,141,160,163,164,173,185,187,188
384	197	9	364032	131,141,160,163,164,173,185,188,214
384	198	8	382464	131,141,160,163,164,173,189,214
384	199	6	345600	131,141,164,173,189,190
384	200	6	327168	131,141,164,173,190,191
384	201	6	292608	131,141,164,173,191,192
384	202	7	329472	131,141,164,173,191,192,193
384	203	7	294912	131,141,164,173,192,193,194
384	204	7	329472	131,141,164,173,193,194,195
384	205	7	294912	131,141,164,173,194,195,196
384	206	7	304128	131,141,164,173,195,196,197
384	207	7	269568	131,141,164,173,196,197,198
384	208	7	278784	131,141,164,173,197,198,199
384	209	7	268416	131,141,164,173,198,199,200
384	210	7	277632	131,141,164,173,199,200,201
384	211	7	277632	131,141,164,173,200,201,202
384	212	7	277632	131,141,164,173,200,202,203
384	213	7	277632	131,141,164,173,200,203,204
384	214	7	277632	131,141,164,173,200,204,205
352	0	1	991232	0
352	1	2	1486848	0,1
352	2	2	991232	1,2
352	3	2	743424	2,3
352	4	2	495616	3,4
352	5	2	495616	4,5
352	6	2	371712	5,6
352	7	3	433664	5,6,7
352	8	4	495616	5,6,7,8
352	9	4	557568	5,6,8,9
352	10	4	619520	5,6,9,206
352	11	4	867328	5,6,10,206
352	12	2	867328	10,11
352	13	2	991232	11,12
352	14	2	619520	12,13
352	15	2	247808	13,14
352	16	2	247808	14,15
352	17	2	185856	15,16
352	18	3	216832	15,16,17
352	19	4	247808	15,16,17,18
352	20	4	278784	15,16,18,19
352	21	4	309760	15,16,19,207
352	22	4	433664	15,16,20,207
352	23	2	433664	20,21
352	24	2	495616	21,22
352	25	2	309760	22,23
352	26	3	371712	22,23,24
352	27	3	371712	22,24,25
352	28	3	340736	22,25,26
352	29	4	356224	22,25,26,27
352	30	5	371712	22,25,26,27,28
352	31	6	387200	22,25,26,27,28,29
352	32	6	387200	22,25,26,28,29,30
352	33	7	402688	22,25,26,28,29,30,31
352	34	7	402688	22,25,26,28,29,31,32
352	35	7	402688	22,25,26,28,29,32,33
352	36	6	387200	22,25,26,28,33,34
352	37	7	402688	22,25,26,28,33,34,35
352	38	7	402688	22,25,26,28,33,35,36
352	39	7	402688	22,25,26,28,33,36,208
352	40	6	402688	22,25,26,28,37,208
352	41	5	402688	22,25,26,37,38
352	42	5	464640	22,25,26,38,39
352	43	3	402688	22,39,40
352	44	3	371712	22,40,41
352	45	3	340736	22,41,42
352	46	4	371712	22,41,42,43
352	47	4	371712	22,41,43,44
352	48	4	356224	22,41,44,45
352	49	5	363968	22,41,44,45,46
352	50	6	371712	22,41,44,45,46,47
352	51	7	379456	22,41,44,45,46,47,48
352	52	7	379456	22,41,44,45,47,48,49
352	53	8	387200	22,41,44,45,47,48,49,50
352	54	8	387200	22,41,44,45,47,48,50,51
352	55	8	387200	22,41,44,45,47,48,51,52
352	56	7	379456	22,41,44,45,47,52,53
352	57	8	387200	22,41,44,45,47,52,53,54
352	58	8	387200	22,41,44,45,47,52,54,55
352	59	8	387200	22,41,44,45,47,52,55,209
352	60	7	387200	22,41,44,45,47,56,209
352	61	6	387200	22,41,44,45,56,57
352	62	6	418176	22,41,44,45,57,58
352	63	4	387200	22,41,58,59
352	64	4	371712	22,41,59,60
352	65	4	356224	22,41,60,61
352	66	5	418176	22,41,60,61,62
352	67	5	433664	22,41,60,62,63
352	68	5	402688	22,41,60,63,64
352	69	4	371712	22,41,64,65
352	70	4	356224	22,41,65,66
352	71	5	387200	22,41,65,66,67
352	72	6	394944	22,41,65,66,67,68
352	73	7	410432	22,41,65,66,67,68,69
352	74	8	418176	22,41,65,66,67,68,69,70
352	75	8	402688	22,41,65,66,68,69,70,71
352	76	9	431970	22,41,65,66,68,69,70,71,72
352	77	8	431970	22,41,65,66,69,71,72,73
352	78	8	445764	22,41,65,66,69,72,73,74
352	79	8	431970	22,41,65,66,69,73,74,75
352	80	7	402688	22,41,65,66,73,75,76
352	81	6	387200	22,41,65,66,76,77
352	82	6	387200	22,41,65,66,77,78
352	83	5	387200	22,41,65,78,79
352	84	6	418176	22,41,65,78,79,80
352	85	6	402688	22,41,65,78,80,81
352	86	6	387200	22,41,65,78,81,210
352	87	5	387200	22,41,65,82,210
352	88	4	371712	22,41,82,83
352	89	4	526592	22,41,83,84
352	90	4	526592	22,83,84,85
352	91	4	371712	22,83,85,86
352	92	5	387200	22,83,85,86,87
352	93	6	402688	22,83,85,86,87,88
352	94	7	418176	22,83,85,86,87,88,89
352	95	7	418176	22,83,85,86,88,89,90
352	96	8	433664	22,83,85,86,88,89,90,91
352	97	8	433664	22,83,85,86,88,89,91,92
352	98	8	433664	22,83,85,86,88,89,92,93
352	99	7	418176	22,83,85,86,88,93,94
352	100	8	433664	22,83,85,86,88,93,94,95
352	101	8	433664	22,83,85,86,88,93,95,96
352	102	8	433664	22,83,85,86,88,93,96,211
352	103	7	433664	22,83,85,86,88,97,211
352	104	6	433664	22,83,85,86,97,98
352	105	6	495616	22,83,85,86,98,99
352	106	4	433664	22,83,99,100
352	107	4	836352	22,83,100,101
352	108	4	712448	83,100,101,102
352	109	4	278784	83,100,102,103
352	110	5	309760	83,100,102,103,104
352	111	6	340736	83,100,102,103,104,105
352	112	7	371712	83,100,102,103,104,105,106
352	113	7	371712	83,100,102,103,105,106,107
352	114	8	402688	83,100,102,103,105,106,107,108
352	115	8	402688	83,100,102,103,105,106,108,109
352	116	8	402688	83,100,102,103,105,106,109,110
352	117	7	371712	83,100,102,103,105,110,111
352	118	8	402688	83,100,102,103,105,110,111,112
352	119	8	402688	83,100,102,103,105,110,112,113
352	120	8	402688	83,100,102,103,105,110,113,212
352	121	7	402688	83,100,102,103,105,114,212
352	122	6	402688	83,100,102,103,114,115
352	123	6	526592	83,100,102,103,115,116
352	124	4	402688	83,100,116,117
352	125	4	340736	83,100,117,118
352	126	4	247808	83,100,118,119
352	127	5	278784	83,100,118,119,120
352	128	6	402688	83,100,118,119,120,121
352	129	6	309760	83,100,119,120,121,122
352	130	6	402688	83,100,119,121,122,123
352	131	6	371712	83,100,119,122,123,124
352	132	5	309760	83,122,123,124,125
352	133	5	433664	83,123,124,125,126
352	134	5	371712	83,124,125,126,127
352	135	5	309760	83,125,126,127,128
352	136	5	433664	83,126,127,128,129
352	137	5	309760	83,127,128,129,130
352	138	6	325248	83,127,128,129,130,131
352	139	6	449152	83,127,129,130,131,132
352	140	6	309760	83,127,130,131,132,133
352	141	7	325248	83,127,130,131,132,133,134
352	142	8	480128	83,127,130,131,132,133,134,135
352	143	8	340736	83,127,130,131,133,134,135,136
352	144	8	480128	83,127,130,131,134,135,136,137
352	145	8	340736	83,127,130,131,134,136,137,138
352	146	9	495616	83,127,130,131,134,136,137,138,139
352	147	9	356224	83,127,130,131,134,136,138,139,140
352	148	9	495616	83,127,130,131,134,136,139,140,141
352	149	9	356224	83,127,130,131,134,136,140,141,142
352	150	9	356224	83,127,130,131,134,136,141,142,143
352	151	8	340736	83,127,130,131,134,141,143,144
352	152	9	356224	83,127,130,131,134,141,143,144,145
352	153	9	356224	83,127,130,131,134,141,143,145,146
352	154	9	356224	83,127,130,131,134,141,143,146,213
352	155	8	356224	83,127,130,131,134,141,147,213
352	156	7	356224	83,127,130,131,141,147,148
352	157	7	418176	83,127,130,131,141,148,149
352	158	5	356224	83,131,141,149,150
352	159	5	325248	83,131,141,150,151
352	160	5	278784	83,131,141,151,152
352	161	6	286528	83,131,141,151,152,153
352	162	7	348480	83,131,141,151,152,153,154
352	163	7	294272	83,131,141,152,153,154,155
352	164	7	348480	83,131,141,152,154,155,156
352	165	7	332992	83,131,141,152,155,156,157
352	166	6	294272	131,141,155,156,157,158
352	167	6	325248	131,141,156,157,158,159
352	168	6	294272	131,141,157,158,159,160
352	169	6	255552	131,141,158,159,160,161
352	170	6	286528	131,141,159,160,161,162
352	171	6	263296	131,141,160,161,162,163
352	172	7	267168	131,141,160,161,162,163,164
352	173	7	298144	131,141,160,162,163,164,165
352	174	7	267168	131,141,160,163,164,165,166
352	175	8	305888	131,141,160,163,164,165,166,167
352	176	8	274912	131,141,160,163,164,166,167,168
352	177	8	305888	131,141,160,163,164,167,168,169
352	178	8	282656	131,141,160,163,164,168,169,170
352	179	8	313632	131,141,160,163,164,169,170,171
352	180	8	290400	131,141,160,163,164,170,171,172
352	181	8	313632	131,141,160,163,164,171,172,173
352	182	8	305888	131,141,160,163,164,172,173,174
352	183	9	313632	131,141,160,163,164,172,173,174,175
352	184	10	329120	131,141,160,163,164,172,173,174,175,176
352	185	11	336864	131,141,160,163,164,172,173,174,175,176,177
352	186	11	321376	131,141,160,163,164,172,173,175,176,177,178
352	187	12	350658	131,141,160,163,164,172,173,175,176,177,178,179
352	188	11	350658	131,141,160,163,164,172,173,176,178,179,180
352	189	11	364452	131,141,160,163,164,172,173,176,179,180,181
352	190	11	350658	131,141,160,163,164,172,173,176,180,181,182
352	191	10	321376	131,141,160,163,164,172,173,180,182,183
352	192	9	305888	131,141,160,163,164,172,173,183,184
352	193	9	305888	131,141,160,163,164,172,173,184,185
352	194	8	305888	131,141,160,163,164,173,185,186
352	195	9	336864	131,141,160,163,164,173,185,186,187
352	196	9	321376	131,141,160,163,164,173,185,187,188
352	197	9	305888	131,141,160,163,164,173,185,188,214
352	198	8	321376	131,141,160,163,164,173,189,214
352	199	6	290400	131,141,164,173,189,190
352	200	6	274912	131,141,164,173,190,191
352	201	6	245872	131,141,164,173,191,192
352	202	7	276848	131,141,164,173,191,192,193
352	203	7	247808	131,141,164,173,192,193,194
352	204	7	276848	131,141,164,173,193,194,195
352	205	7	247808	131,141,164,173,194,195,196
352	206	7	255552	131,141,164,173,195,196,197
352	207	7	226512	131,141,164,173,196,197,198
352	208	7	234256	131,141,164,173,197,198,199
352	209	7	225544	131,141,164,173,198,199,200
352	210	7	233288	131,141,164,173,199,200,201
352	211	7	233288	131,141,164,173,200,201,202
352	212	7	233288	131,141,164,173,200,202,203
352	213	7	233288	131,141,164,173,200,203,204
352	214	7	233288	131,141,164,173,200,204,205
320	0	1	819200	0
320	1	2	1228800	0,1
320	2	2	819200	1,2
320	3	2	614400	2,3
320	4	2	409600	3,4
320	5	2	409600	4,5
320	6	2	307200	5,6
320	7	3	358400	5,6,7
