scope	frontier	region	role	path	sha256	bytes	nodes	inputs	outputs	initializers	functions	opsets	external_initializers	checker	shape_inference
refined	L1	R7-six-head-first-prefix-blocks	b2-suffix	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65B-R3-HIERARCHICAL-EARLY-SUBGRAPH-CUT-SPLICE-LOCALIZATION-AND-XSLIM-TARGET-POLICY-CHARTER-001/models/refined/L1/L1.b2-suffix.onnx	df4dc9bb16f05cf452d5b7e2023b70a10a099e63004f7daee3241fd0b2c0a555	136016	144	6	6	240	0	ai.onnx:24	0	pass	pass
refined	L1	R7-six-head-first-prefix-blocks	b2-d8-suffix	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65B-R3-HIERARCHICAL-EARLY-SUBGRAPH-CUT-SPLICE-LOCALIZATION-AND-XSLIM-TARGET-POLICY-CHARTER-001/models/refined/L1/L1.b2-d8-suffix.onnx	cc69717a51fbcbeadfdf1268188e04f192b62b12ac4fb0b67e76d06a5ff4f61a	134219	138	6	6	216	0	ai.onnx:24	0	pass	pass
refined	L2	R7-six-head-second-prefix-blocks	fp32-prefix	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65B-R3-HIERARCHICAL-EARLY-SUBGRAPH-CUT-SPLICE-LOCALIZATION-AND-XSLIM-TARGET-POLICY-CHARTER-001/models/refined/L2/L2.fp32-prefix.onnx	e57614f78a7820438262f623896ad2b9b66c52b373dfceeead5afd45d679a32e	9563509	340	1	6	180	0	ai.onnx:18	0	pass	pass
refined	L2	R7-six-head-second-prefix-blocks	fp32-suffix	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65B-R3-HIERARCHICAL-EARLY-SUBGRAPH-CUT-SPLICE-LOCALIZATION-AND-XSLIM-TARGET-POLICY-CHARTER-001/models/refined/L2/L2.fp32-suffix.onnx	33b11882d4922c784839838e787c72cd13454b155e0652933cb669d9deb3ca9c	178890	24	6	6	24	0	ai.onnx:18	0	pass	pass
refined	L2	R7-six-head-second-prefix-blocks	b2-prefix	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65B-R3-HIERARCHICAL-EARLY-SUBGRAPH-CUT-SPLICE-LOCALIZATION-AND-XSLIM-TARGET-POLICY-CHARTER-001/models/refined/L2/L2.b2-prefix.onnx	7855c27f7478d2509e30eb21aa68458c8182c1d6862d9a09a309e230e5a8f9e3	2690876	1077	1	6	1705	0	ai.onnx:24	0	pass	pass
refined	L2	R7-six-head-second-prefix-blocks	b2-suffix	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65B-R3-HIERARCHICAL-EARLY-SUBGRAPH-CUT-SPLICE-LOCALIZATION-AND-XSLIM-TARGET-POLICY-CHARTER-001/models/refined/L2/L2.b2-suffix.onnx	918d59bcf1f09e8209880df433ba34e4bc5e60e48370c8d65eecf4281573c6bb	73766	84	6	6	144	0	ai.onnx:24	0	pass	pass
refined	L2	R7-six-head-second-prefix-blocks	b2-d8-suffix	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65B-R3-HIERARCHICAL-EARLY-SUBGRAPH-CUT-SPLICE-LOCALIZATION-AND-XSLIM-TARGET-POLICY-CHARTER-001/models/refined/L2/L2.b2-d8-suffix.onnx	25ebbe945c6f0e0c6398fcee2620e747488c0cc4468de9eac04229279f177bd6	71969	78	6	6	120	0	ai.onnx:24	0	pass	pass
refined	L3	R7-confidence-second-depthwise-block	fp32-prefix	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65B-R3-HIERARCHICAL-EARLY-SUBGRAPH-CUT-SPLICE-LOCALIZATION-AND-XSLIM-TARGET-POLICY-CHARTER-001/models/refined/L3/L3.fp32-prefix.onnx	bbe9ea0f92bbe745aa7e378fd84badd97899952b3977950844101747b75ef8d3	9577219	349	1	6	186	0	ai.onnx:18	0	pass	pass
refined	L3	R7-confidence-second-depthwise-block	fp32-suffix	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65B-R3-HIERARCHICAL-EARLY-SUBGRAPH-CUT-SPLICE-LOCALIZATION-AND-XSLIM-TARGET-POLICY-CHARTER-001/models/refined/L3/L3.fp32-suffix.onnx	4b584c5559336e9ba263b2084d5272ab3f04e51f91ff7326c46f794a3e0b9a28	165180	15	6	6	18	0	ai.onnx:18	0	pass	pass
refined	L3	R7-confidence-second-depthwise-block	b2-prefix	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65B-R3-HIERARCHICAL-EARLY-SUBGRAPH-CUT-SPLICE-LOCALIZATION-AND-XSLIM-TARGET-POLICY-CHARTER-001/models/refined/L3/L3.b2-prefix.onnx	84eacaae8f67dd1692dff0dc590f5fd7dc17b6719d733b7144d85c8d1439ef73	2704040	1107	1	6	1753	0	ai.onnx:24	0	pass	pass
refined	L3	R7-confidence-second-depthwise-block	b2-suffix	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65B-R3-HIERARCHICAL-EARLY-SUBGRAPH-CUT-SPLICE-LOCALIZATION-AND-XSLIM-TARGET-POLICY-CHARTER-001/models/refined/L3/L3.b2-suffix.onnx	016d35d1727517f584587cf268c6bf93ff8a3f3689683e61d72907c6b1f3d725	60602	54	6	6	96	0	ai.onnx:24	0	pass	pass
refined	L3	R7-confidence-second-depthwise-block	b2-d8-suffix	/data/k1x-stage-runs/BANANA-YOLO26-XSLIM-STAGE65B-R3-HIERARCHICAL-EARLY-SUBGRAPH-CUT-SPLICE-LOCALIZATION-AND-XSLIM-TARGET-POLICY-CHARTER-001/models/refined/L3/L3.b2-d8-suffix.onnx	ef357a00a9ec263077ba3599a0f4a91113613968165def79a58fba4a3753ff88	58805	48	6	6	72	0	ai.onnx:24	0	pass	pass
