node_index	node_name	block	live_bytes	live_tensor_count	live_all_noninitializer_bytes	live_all_noninitializer_tensor_count
336	/model.4/cv2/act/Mul_output_0_QuantizeLinear	model.4	4096048	4	13602928	230
337	/model.4/cv2/act/Mul_output_0_DequantizeLinear	model.4	4096048	4	13602928	230
338	/model.5/conv/Conv	model.5	4096048	4	13602928	230
339	/model.5/conv/Conv_output_0_QuantizeLinear	model.5	4300848	5	13217392	229
340	/model.5/conv/Conv_output_0_DequantizeLinear	model.5	4300848	5	13217392	229
341	/model.5/act/Sigmoid	model.5	4915248	5	13831792	229
342	/model.5/act/Mul	model.5	5734448	6	14650992	230
343	/model.5/act/Mul_output_0_QuantizeLinear	model.5	4300848	5	13217392	229
344	/model.5/act/Mul_output_0_DequantizeLinear	model.5	4300848	5	13217392	229
345	/model.6/cv1/conv/Conv	model.6	4915248	5	13831792	229
346	/model.6/cv1/conv/Conv_output_0_QuantizeLinear	model.6	4300848	5	13151344	227
347	/model.6/cv1/conv/Conv_output_0_DequantizeLinear	model.6	4300848	5	13151344	227
348	/model.6/cv1/act/Sigmoid	model.6	4915248	5	13765744	227
349	/model.6/cv1/act/Mul	model.6	5734448	6	14584944	228
350	/model.6/Split	model.6	4915248	6	13765744	228
351	/model.6/Split_output_1_QuantizeLinear	model.6	4198448	6	13048944	228
352	/model.6/Split_output_1_DequantizeLinear	model.6	4198448	6	13048944	228
353	/model.6/m.0/cv1/conv/Conv	model.6	4300848	6	13151344	228
354	/model.6/m.0/cv2/conv/Conv	model.6	4505648	7	13347824	227
355	/model.6/m.0/cv1/conv/Conv_output_0_QuantizeLinear	model.6	4556848	8	13390704	226
356	/model.6/m.0/cv2/conv/Conv_output_0_QuantizeLinear	model.6	4403248	8	13237104	226
357	/model.6/m.0/cv1/conv/Conv_output_0_DequantizeLinear	model.6	4403248	8	13237104	226
358	/model.6/m.0/cv2/conv/Conv_output_0_DequantizeLinear	model.6	4556848	8	13390704	226
359	/model.6/m.0/cv1/act/Sigmoid	model.6	4710448	8	13544304	226
360	/model.6/m.0/cv2/act/Sigmoid	model.6	4915248	9	13749104	227
361	/model.6/m.0/cv1/act/Mul	model.6	5120048	10	13953904	228
362	/model.6/m.0/cv2/act/Mul	model.6	4915248	9	13749104	227
363	/model.6/m.0/cv1/act/Mul_output_0_QuantizeLinear	model.6	4556848	8	13390704	226
364	/model.6/m.0/cv1/act/Mul_output_0_DequantizeLinear	model.6	4556848	8	13390704	226
365	/model.6/m.0/m/m.0/cv1/conv/Conv	model.6	4710448	8	13544304	226
366	/model.6/m.0/m/m.0/cv1/conv/Conv_output_0_QuantizeLinear	model.6	4761648	9	13558512	225
367	/model.6/m.0/m/m.0/cv1/conv/Conv_output_0_DequantizeLinear	model.6	4761648	9	13558512	225
368	/model.6/m.0/m/m.0/cv1/act/Sigmoid	model.6	4915248	9	13712112	225
369	/model.6/m.0/m/m.0/cv1/act/Mul	model.6	5120048	10	13916912	226
370	/model.6/m.0/m/m.0/cv1/act/Mul_output_0_QuantizeLinear	model.6	4761648	9	13558512	225
371	/model.6/m.0/m/m.0/cv1/act/Mul_output_0_DequantizeLinear	model.6	4761648	9	13558512	225
372	/model.6/m.0/m/m.0/cv2/conv/Conv	model.6	4915248	9	13712112	225
373	/model.6/m.0/m/m.0/cv2/conv/Conv_output_0_QuantizeLinear	model.6	4761648	9	13521520	223
374	/model.6/m.0/m/m.0/cv2/conv/Conv_output_0_DequantizeLinear	model.6	4761648	9	13521520	223
375	/model.6/m.0/m/m.0/cv2/act/Sigmoid	model.6	4915248	9	13675120	223
376	/model.6/m.0/m/m.0/cv2/act/Mul	model.6	5120048	10	13879920	224
377	/model.6/m.0/m/m.0/Add	model.6	4915248	9	13675120	223
378	/model.6/m.0/m/m.0/Add_output_0_QuantizeLinear	model.6	4556848	8	13316720	222
379	/model.6/m.0/m/m.0/Add_output_0_DequantizeLinear	model.6	4556848	8	13316720	222
380	/model.6/m.0/m/m.1/cv1/conv/Conv	model.6	4710448	8	13470320	222
381	/model.6/m.0/m/m.1/cv1/conv/Conv_output_0_QuantizeLinear	model.6	4761648	9	13484528	221
382	/model.6/m.0/m/m.1/cv1/conv/Conv_output_0_DequantizeLinear	model.6	4761648	9	13484528	221
383	/model.6/m.0/m/m.1/cv1/act/Sigmoid	model.6	4915248	9	13638128	221
384	/model.6/m.0/m/m.1/cv1/act/Mul	model.6	5120048	10	13842928	222
385	/model.6/m.0/m/m.1/cv1/act/Mul_output_0_QuantizeLinear	model.6	4761648	9	13484528	221
386	/model.6/m.0/m/m.1/cv1/act/Mul_output_0_DequantizeLinear	model.6	4761648	9	13484528	221
387	/model.6/m.0/m/m.1/cv2/conv/Conv	model.6	4915248	9	13638128	221
388	/model.6/m.0/m/m.1/cv2/conv/Conv_output_0_QuantizeLinear	model.6	4761648	9	13447536	219
389	/model.6/m.0/m/m.1/cv2/conv/Conv_output_0_DequantizeLinear	model.6	4761648	9	13447536	219
390	/model.6/m.0/m/m.1/cv2/act/Sigmoid	model.6	4915248	9	13601136	219
391	/model.6/m.0/m/m.1/cv2/act/Mul	model.6	5120048	10	13805936	220
392	/model.6/m.0/m/m.1/Add	model.6	4915248	9	13601136	219
393	/model.6/m.0/Concat	model.6	4915248	8	13601136	218
394	/model.6/m.0/Concat_output_0_QuantizeLinear	model.6	4608048	7	13293936	217
395	/model.6/m.0/Concat_output_0_DequantizeLinear	model.6	4608048	7	13293936	217
396	/model.6/m.0/cv3/conv/Conv	model.6	4915248	7	13601136	217
397	/model.6/m.0/cv3/conv/Conv_output_0_QuantizeLinear	model.6	4608048	7	13277296	215
398	/model.6/m.0/cv3/conv/Conv_output_0_DequantizeLinear	model.6	4608048	7	13277296	215
399	/model.6/m.0/cv3/act/Sigmoid	model.6	4915248	7	13584496	215
400	/model.6/m.0/cv3/act/Mul	model.6	5324848	8	13994096	216
401	/model.6/Concat	model.6	5734448	7	14403696	215
402	/model.6/Concat_output_0_QuantizeLinear	model.6	4812848	5	13482096	213
403	/model.6/Concat_output_0_DequantizeLinear	model.6	4812848	5	13482096	213
404	/model.6/cv2/conv/Conv	model.6	5324848	5	13994096	213
405	/model.6/cv2/conv/Conv_output_0_QuantizeLinear	model.6	4300848	5	12871280	211
406	/model.6/cv2/conv/Conv_output_0_DequantizeLinear	model.6	4300848	5	12871280	211
407	/model.6/cv2/act/Sigmoid	model.6	4915248	5	13485680	211
408	/model.6/cv2/act/Mul	model.6	5734448	6	14304880	212
409	/model.6/cv2/act/Mul_output_0_QuantizeLinear	model.6	4300848	5	12871280	211
410	/model.6/cv2/act/Mul_output_0_DequantizeLinear	model.6	4300848	5	12871280	211
411	/model.7/conv/Conv	model.7	4505648	5	13076080	211
412	/model.7/conv/Conv_output_0_QuantizeLinear	model.7	4608048	6	11997808	210
413	/model.7/conv/Conv_output_0_DequantizeLinear	model.7	4608048	6	11997808	210
414	/model.7/act/Sigmoid	model.7	4915248	6	12305008	210
415	/model.7/act/Mul	model.7	5324848	7	12714608	211
416	/model.7/act/Mul_output_0_QuantizeLinear	model.7	4608048	6	11997808	210
417	/model.7/act/Mul_output_0_DequantizeLinear	model.7	4608048	6	11997808	210
418	/model.8/cv1/conv/Conv	model.8	4915248	6	12305008	210
419	/model.8/cv1/conv/Conv_output_0_QuantizeLinear	model.8	4608048	6	11734640	208
420	/model.8/cv1/conv/Conv_output_0_DequantizeLinear	model.8	4608048	6	11734640	208
421	/model.8/cv1/act/Sigmoid	model.8	4915248	6	12041840	208
422	/model.8/cv1/act/Mul	model.8	5324848	7	12451440	209
423	/model.8/Split	model.8	4915248	7	12041840	209
424	/model.8/Split_output_1_QuantizeLinear	model.8	4556848	7	11683440	209
425	/model.8/Split_output_1_DequantizeLinear	model.8	4556848	7	11683440	209
426	/model.8/m.0/cv1/conv/Conv	model.8	4608048	7	11734640	209
427	/model.8/m.0/cv2/conv/Conv	model.8	4710448	8	11804016	208
428	/model.8/m.0/cv1/conv/Conv_output_0_QuantizeLinear	model.8	4736048	9	11796592	207
429	/model.8/m.0/cv2/conv/Conv_output_0_QuantizeLinear	model.8	4659248	9	11719792	207
430	/model.8/m.0/cv1/conv/Conv_output_0_DequantizeLinear	model.8	4659248	9	11719792	207
431	/model.8/m.0/cv2/conv/Conv_output_0_DequantizeLinear	model.8	4736048	9	11796592	207
432	/model.8/m.0/cv1/act/Sigmoid	model.8	4812848	9	11873392	207
433	/model.8/m.0/cv2/act/Sigmoid	model.8	4915248	10	11975792	208
434	/model.8/m.0/cv1/act/Mul	model.8	5017648	11	12078192	209
435	/model.8/m.0/cv2/act/Mul	model.8	4915248	10	11975792	208
436	/model.8/m.0/cv1/act/Mul_output_0_QuantizeLinear	model.8	4736048	9	11796592	207
437	/model.8/m.0/cv1/act/Mul_output_0_DequantizeLinear	model.8	4736048	9	11796592	207
438	/model.8/m.0/m/m.0/cv1/conv/Conv	model.8	4812848	9	11873392	207
439	/model.8/m.0/m/m.0/cv1/conv/Conv_output_0_QuantizeLinear	model.8	4838448	10	11751280	206
440	/model.8/m.0/m/m.0/cv1/conv/Conv_output_0_DequantizeLinear	model.8	4838448	10	11751280	206
441	/model.8/m.0/m/m.0/cv1/act/Sigmoid	model.8	4915248	10	11828080	206
442	/model.8/m.0/m/m.0/cv1/act/Mul	model.8	5017648	11	11930480	207
443	/model.8/m.0/m/m.0/cv1/act/Mul_output_0_QuantizeLinear	model.8	4838448	10	11751280	206
444	/model.8/m.0/m/m.0/cv1/act/Mul_output_0_DequantizeLinear	model.8	4838448	10	11751280	206
445	/model.8/m.0/m/m.0/cv2/conv/Conv	model.8	4915248	10	11828080	206
446	/model.8/m.0/m/m.0/cv2/conv/Conv_output_0_QuantizeLinear	model.8	4838448	10	11603568	204
447	/model.8/m.0/m/m.0/cv2/conv/Conv_output_0_DequantizeLinear	model.8	4838448	10	11603568	204
448	/model.8/m.0/m/m.0/cv2/act/Sigmoid	model.8	4915248	10	11680368	204
449	/model.8/m.0/m/m.0/cv2/act/Mul	model.8	5017648	11	11782768	205
450	/model.8/m.0/m/m.0/Add	model.8	4915248	10	11680368	204
451	/model.8/m.0/m/m.0/Add_output_0_QuantizeLinear	model.8	4736048	9	11501168	203
452	/model.8/m.0/m/m.0/Add_output_0_DequantizeLinear	model.8	4736048	9	11501168	203
453	/model.8/m.0/m/m.1/cv1/conv/Conv	model.8	4812848	9	11577968	203
454	/model.8/m.0/m/m.1/cv1/conv/Conv_output_0_QuantizeLinear	model.8	4838448	10	11455856	202
455	/model.8/m.0/m/m.1/cv1/conv/Conv_output_0_DequantizeLinear	model.8	4838448	10	11455856	202
456	/model.8/m.0/m/m.1/cv1/act/Sigmoid	model.8	4915248	10	11532656	202
457	/model.8/m.0/m/m.1/cv1/act/Mul	model.8	5017648	11	11635056	203
458	/model.8/m.0/m/m.1/cv1/act/Mul_output_0_QuantizeLinear	model.8	4838448	10	11455856	202
459	/model.8/m.0/m/m.1/cv1/act/Mul_output_0_DequantizeLinear	model.8	4838448	10	11455856	202
460	/model.8/m.0/m/m.1/cv2/conv/Conv	model.8	4915248	10	11532656	202
461	/model.8/m.0/m/m.1/cv2/conv/Conv_output_0_QuantizeLinear	model.8	4838448	10	11308144	200
462	/model.8/m.0/m/m.1/cv2/conv/Conv_output_0_DequantizeLinear	model.8	4838448	10	11308144	200
463	/model.8/m.0/m/m.1/cv2/act/Sigmoid	model.8	4915248	10	11384944	200
464	/model.8/m.0/m/m.1/cv2/act/Mul	model.8	5017648	11	11487344	201
465	/model.8/m.0/m/m.1/Add	model.8	4915248	10	11384944	200
466	/model.8/m.0/Concat	model.8	4915248	9	11384944	199
467	/model.8/m.0/Concat_output_0_QuantizeLinear	model.8	4761648	8	11231344	198
468	/model.8/m.0/Concat_output_0_DequantizeLinear	model.8	4761648	8	11231344	198
469	/model.8/m.0/cv3/conv/Conv	model.8	4915248	8	11384944	198
470	/model.8/m.0/cv3/conv/Conv_output_0_QuantizeLinear	model.8	4761648	8	11165296	196
471	/model.8/m.0/cv3/conv/Conv_output_0_DequantizeLinear	model.8	4761648	8	11165296	196
472	/model.8/m.0/cv3/act/Sigmoid	model.8	4915248	8	11318896	196
473	/model.8/m.0/cv3/act/Mul	model.8	5120048	9	11523696	197
474	/model.8/Concat	model.8	5324848	8	11728496	196
475	/model.8/Concat_output_0_QuantizeLinear	model.8	4864048	6	11267696	194
476	/model.8/Concat_output_0_DequantizeLinear	model.8	4864048	6	11267696	194
477	/model.8/cv2/conv/Conv	model.8	5120048	6	11523696	194
478	/model.8/cv2/conv/Conv_output_0_QuantizeLinear	model.8	4608048	6	10617456	192
479	/model.8/cv2/conv/Conv_output_0_DequantizeLinear	model.8	4608048	6	10617456	192
480	/model.8/cv2/act/Sigmoid	model.8	4915248	6	10924656	192
481	/model.8/cv2/act/Mul	model.8	5324848	7	11334256	193
482	/model.8/cv2/act/Mul_output_0_QuantizeLinear	model.8	4608048	6	10617456	192
483	/model.8/cv2/act/Mul_output_0_DequantizeLinear	model.8	4608048	6	10617456	192
484	/model.9/cv1/conv/Conv	model.9	4710448	6	10719856	192
485	/model.9/cv1/conv/Conv_output_0_QuantizeLinear	model.9	4761648	7	10639472	191
486	/model.9/cv1/conv/Conv_output_0_DequantizeLinear	model.9	4761648	7	10639472	191
487	/model.9/m/MaxPool	model.9	4915248	7	10793072	191
488	/model.9/m_1/MaxPool	model.9	5120048	8	10997872	192
489	/model.9/m_2/MaxPool	model.9	5324848	9	11202672	193
490	/model.9/Concat	model.9	6144048	10	12021872	194
491	/model.9/Concat_output_0_QuantizeLinear	model.9	5529648	7	11407472	191
492	/model.9/Concat_output_0_DequantizeLinear	model.9	5529648	7	11407472	191
493	/model.9/cv2/conv/Conv	model.9	5734448	7	11612272	191
494	/model.9/cv2/conv/Conv_output_0_QuantizeLinear	model.9	5017648	7	10370160	189
495	/model.9/cv2/conv/Conv_output_0_DequantizeLinear	model.9	5017648	7	10370160	189
496	/model.9/cv2/act/Sigmoid	model.9	5324848	7	10677360	189
497	/model.9/cv2/act/Mul	model.9	5734448	8	11086960	190
498	/model.9/Add	model.9	5324848	7	10677360	189
499	/model.9/Add_output_0_QuantizeLinear	model.9	4608048	6	9960560	188
500	/model.9/Add_output_0_DequantizeLinear	model.9	4608048	6	9960560	188
501	/model.10/cv1/conv/Conv	model.10	4915248	6	10267760	188
502	/model.10/cv1/conv/Conv_output_0_QuantizeLinear	model.10	4608048	6	9697392	186
503	/model.10/cv1/conv/Conv_output_0_DequantizeLinear	model.10	4608048	6	9697392	186
504	/model.10/cv1/act/Sigmoid	model.10	4915248	6	10004592	186
505	/model.10/cv1/act/Mul	model.10	5324848	7	10414192	187
506	/model.10/Split	model.10	4915248	7	10004592	187
507	/model.10/Split_output_1_QuantizeLinear	model.10	4556848	7	9646192	187
508	/model.10/Split_output_1_DequantizeLinear	model.10	4556848	7	9646192	187
509	/model.10/m/m.0/attn/qkv/conv/Conv	model.10	4915248	7	10004592	187
510	/model.10/m/m.0/attn/qkv/conv/Conv_output_0_QuantizeLinear	model.10	5017648	8	9974896	186
511	/model.10/m/m.0/attn/qkv/conv/Conv_output_0_DequantizeLinear	model.10	5017648	8	9974896	186
512	/model.10/m/m.0/attn/Reshape	model.10	5324848	8	10282096	186
513	/model.10/m/m.0/attn/Split	model.10	5324848	10	10282064	187
514	/model.10/m/m.0/attn/Transpose	model.10	5017648	10	9974864	187
515	/model.10/m/m.0/attn/Split_output_1_QuantizeLinear	model.10	4940848	10	9898064	187
516	/model.10/m/m.0/attn/Split_output_2_QuantizeLinear	model.10	4889648	10	9846864	187
517	/model.10/m/m.0/attn/Transpose_output_0_QuantizeLinear	model.10	4710448	10	9667664	187
518	/model.10/m/m.0/attn/Split_output_1_DequantizeLinear	model.10	4710448	10	9667664	187
519	/model.10/m/m.0/attn/Split_output_2_DequantizeLinear	model.10	4889648	10	9846864	187
520	/model.10/m/m.0/attn/Transpose_output_0_DequantizeLinear	model.10	4940848	10	9898064	187
521	/model.10/m/m.0/attn/Reshape_2	model.10	5120048	10	10077264	187
522	/model.10/m/m.0/attn/MatMul	model.10	6400048	11	11357232	187
523	/model.10/m/m.0/attn/Reshape_2_output_0_QuantizeLinear	model.10	6246448	10	11203632	186
524	/model.10/m/m.0/attn/MatMul_output_0_QuantizeLinear	model.10	6361648	10	11318832	186
525	/model.10/m/m.0/attn/Reshape_2_output_0_DequantizeLinear	model.10	5286448	10	10243632	186
526	/model.10/m/m.0/attn/MatMul_output_0_DequantizeLinear	model.10	6515248	10	11472432	186
527	/model.10/m/m.0/attn/pe/conv/Conv	model.10	6400048	10	11357232	186
528	/model.10/m/m.0/attn/Mul	model.10	7475248	10	12427312	184
529	/model.10/m/m.0/attn/pe/conv/Conv_output_0_QuantizeLinear	model.10	6246448	10	11198508	183
530	/model.10/m/m.0/attn/Softmax	model.10	7321648	10	12273708	183
531	/model.10/m/m.0/attn/pe/conv/Conv_output_0_DequantizeLinear	model.10	6246448	10	11198508	183
532	/model.10/m/m.0/attn/Transpose_1	model.10	7475248	10	12427308	183
533	/model.10/m/m.0/attn/Transpose_1_output_0_QuantizeLinear	model.10	6515248	10	11467308	183
534	/model.10/m/m.0/attn/Transpose_1_output_0_DequantizeLinear	model.10	6515248	10	11467308	183
535	/model.10/m/m.0/attn/MatMul_1	model.10	6400048	10	11352108	183
536	/model.10/m/m.0/attn/MatMul_1_output_0_QuantizeLinear	model.10	4966448	9	9918508	182
537	/model.10/m/m.0/attn/MatMul_1_output_0_DequantizeLinear	model.10	4966448	9	9918508	182
538	/model.10/m/m.0/attn/Reshape_1	model.10	5120048	9	10072108	182
539	/model.10/m/m.0/attn/Add	model.10	5120048	9	10072076	181
540	/model.10/m/m.0/attn/Add_output_0_QuantizeLinear	model.10	4761648	8	9713676	180
541	/model.10/m/m.0/attn/Add_output_0_DequantizeLinear	model.10	4761648	8	9713676	180
542	/model.10/m/m.0/attn/proj/conv/Conv	model.10	4915248	8	9867276	180
543	/model.10/m/m.0/attn/proj/conv/Conv_output_0_QuantizeLinear	model.10	4761648	8	9647628	178
544	/model.10/m/m.0/attn/proj/conv/Conv_output_0_DequantizeLinear	model.10	4761648	8	9647628	178
545	/model.10/m/m.0/Add	model.10	4915248	8	9801228	178
546	/model.10/m/m.0/Add_output_0_QuantizeLinear	model.10	4556848	7	9442828	177
547	/model.10/m/m.0/Add_output_0_DequantizeLinear	model.10	4556848	7	9442828	177
548	/model.10/m/m.0/ffn/ffn.0/conv/Conv	model.10	4915248	7	9801228	177
549	/model.10/m/m.0/ffn/ffn.0/conv/Conv_output_0_QuantizeLinear	model.10	5017648	8	9771532	176
550	/model.10/m/m.0/ffn/ffn.0/conv/Conv_output_0_DequantizeLinear	model.10	5017648	8	9771532	176
551	/model.10/m/m.0/ffn/ffn.0/act/Sigmoid	model.10	5324848	8	10078732	176
552	/model.10/m/m.0/ffn/ffn.0/act/Mul	model.10	5734448	9	10488332	177
553	/model.10/m/m.0/ffn/ffn.0/act/Mul_output_0_QuantizeLinear	model.10	5017648	8	9771532	176
554	/model.10/m/m.0/ffn/ffn.0/act/Mul_output_0_DequantizeLinear	model.10	5017648	8	9771532	176
555	/model.10/m/m.0/ffn/ffn.1/conv/Conv	model.10	5120048	8	9873932	176
556	/model.10/m/m.0/ffn/ffn.1/conv/Conv_output_0_QuantizeLinear	model.10	4761648	8	9383948	174
557	/model.10/m/m.0/ffn/ffn.1/conv/Conv_output_0_DequantizeLinear	model.10	4761648	8	9383948	174
558	/model.10/m/m.0/Add_1	model.10	4915248	8	9537548	174
559	/model.10/Concat	model.10	4915248	7	9537548	173
560	/model.10/Concat_output_0_QuantizeLinear	model.10	4608048	6	9230348	172
561	/model.10/Concat_output_0_DequantizeLinear	model.10	4608048	6	9230348	172
562	/model.10/cv2/conv/Conv	model.10	4915248	6	9537548	172
563	/model.10/cv2/conv/Conv_output_0_QuantizeLinear	model.10	4608048	6	8967180	170
564	/model.10/cv2/conv/Conv_output_0_DequantizeLinear	model.10	4608048	6	8967180	170
565	/model.10/cv2/act/Sigmoid	model.10	4915248	6	9274380	170
566	/model.10/cv2/act/Mul	model.10	5324848	7	9683980	171
567	/model.11/Resize	model.11	6144048	6	10503180	170
568	/model.12/Concat	model.12	8601648	7	12960764	170
569	/model.12/Concat_output_0_QuantizeLinear	model.12	6758448	6	11117564	169
570	/model.12/Concat_output_0_DequantizeLinear	model.12	6758448	6	11117564	169
571	/model.13/cv1/conv/Conv	model.13	6963248	6	11322364	169
572	/model.13/cv1/conv/Conv_output_0_QuantizeLinear	model.13	4710448	6	8872444	167
573	/model.13/cv1/conv/Conv_output_0_DequantizeLinear	model.13	4710448	6	8872444	167
574	/model.13/cv1/act/Sigmoid	model.13	5324848	6	9486844	167
575	/model.13/cv1/act/Mul	model.13	6144048	7	10306044	168
576	/model.13/Split	model.13	5324848	7	9486844	168
577	/model.13/Split_output_1_QuantizeLinear	model.13	4608048	7	8770044	168
578	/model.13/Split_output_1_DequantizeLinear	model.13	4608048	7	8770044	168
579	/model.13/m.0/cv1/conv/Conv	model.13	4710448	7	8872444	168
580	/model.13/m.0/cv2/conv/Conv	model.13	4915248	8	9068924	167
581	/model.13/m.0/cv1/conv/Conv_output_0_QuantizeLinear	model.13	4966448	9	9111804	166
582	/model.13/m.0/cv2/conv/Conv_output_0_QuantizeLinear	model.13	4812848	9	8958204	166
583	/model.13/m.0/cv1/conv/Conv_output_0_DequantizeLinear	model.13	4812848	9	8958204	166
584	/model.13/m.0/cv2/conv/Conv_output_0_DequantizeLinear	model.13	4966448	9	9111804	166
585	/model.13/m.0/cv1/act/Sigmoid	model.13	5120048	9	9265404	166
586	/model.13/m.0/cv2/act/Sigmoid	model.13	5324848	10	9470204	167
587	/model.13/m.0/cv1/act/Mul	model.13	5529648	11	9675004	168
588	/model.13/m.0/cv2/act/Mul	model.13	5324848	10	9470204	167
589	/model.13/m.0/cv1/act/Mul_output_0_QuantizeLinear	model.13	4966448	9	9111804	166
590	/model.13/m.0/cv1/act/Mul_output_0_DequantizeLinear	model.13	4966448	9	9111804	166
591	/model.13/m.0/m/m.0/cv1/conv/Conv	model.13	5120048	9	9265404	166
592	/model.13/m.0/m/m.0/cv1/conv/Conv_output_0_QuantizeLinear	model.13	5171248	10	9279612	165
593	/model.13/m.0/m/m.0/cv1/conv/Conv_output_0_DequantizeLinear	model.13	5171248	10	9279612	165
594	/model.13/m.0/m/m.0/cv1/act/Sigmoid	model.13	5324848	10	9433212	165
595	/model.13/m.0/m/m.0/cv1/act/Mul	model.13	5529648	11	9638012	166
596	/model.13/m.0/m/m.0/cv1/act/Mul_output_0_QuantizeLinear	model.13	5171248	10	9279612	165
597	/model.13/m.0/m/m.0/cv1/act/Mul_output_0_DequantizeLinear	model.13	5171248	10	9279612	165
598	/model.13/m.0/m/m.0/cv2/conv/Conv	model.13	5324848	10	9433212	165
599	/model.13/m.0/m/m.0/cv2/conv/Conv_output_0_QuantizeLinear	model.13	5171248	10	9242620	163
600	/model.13/m.0/m/m.0/cv2/conv/Conv_output_0_DequantizeLinear	model.13	5171248	10	9242620	163
601	/model.13/m.0/m/m.0/cv2/act/Sigmoid	model.13	5324848	10	9396220	163
602	/model.13/m.0/m/m.0/cv2/act/Mul	model.13	5529648	11	9601020	164
603	/model.13/m.0/m/m.0/Add	model.13	5324848	10	9396220	163
604	/model.13/m.0/m/m.0/Add_output_0_QuantizeLinear	model.13	4966448	9	9037820	162
605	/model.13/m.0/m/m.0/Add_output_0_DequantizeLinear	model.13	4966448	9	9037820	162
606	/model.13/m.0/m/m.1/cv1/conv/Conv	model.13	5120048	9	9191420	162
607	/model.13/m.0/m/m.1/cv1/conv/Conv_output_0_QuantizeLinear	model.13	5171248	10	9205628	161
608	/model.13/m.0/m/m.1/cv1/conv/Conv_output_0_DequantizeLinear	model.13	5171248	10	9205628	161
609	/model.13/m.0/m/m.1/cv1/act/Sigmoid	model.13	5324848	10	9359228	161
610	/model.13/m.0/m/m.1/cv1/act/Mul	model.13	5529648	11	9564028	162
611	/model.13/m.0/m/m.1/cv1/act/Mul_output_0_QuantizeLinear	model.13	5171248	10	9205628	161
612	/model.13/m.0/m/m.1/cv1/act/Mul_output_0_DequantizeLinear	model.13	5171248	10	9205628	161
613	/model.13/m.0/m/m.1/cv2/conv/Conv	model.13	5324848	10	9359228	161
614	/model.13/m.0/m/m.1/cv2/conv/Conv_output_0_QuantizeLinear	model.13	5171248	10	9168636	159
615	/model.13/m.0/m/m.1/cv2/conv/Conv_output_0_DequantizeLinear	model.13	5171248	10	9168636	159
616	/model.13/m.0/m/m.1/cv2/act/Sigmoid	model.13	5324848	10	9322236	159
617	/model.13/m.0/m/m.1/cv2/act/Mul	model.13	5529648	11	9527036	160
618	/model.13/m.0/m/m.1/Add	model.13	5324848	10	9322236	159
619	/model.13/m.0/Concat	model.13	5324848	9	9322236	158
620	/model.13/m.0/Concat_output_0_QuantizeLinear	model.13	5017648	8	9015036	157
621	/model.13/m.0/Concat_output_0_DequantizeLinear	model.13	5017648	8	9015036	157
622	/model.13/m.0/cv3/conv/Conv	model.13	5324848	8	9322236	157
623	/model.13/m.0/cv3/conv/Conv_output_0_QuantizeLinear	model.13	5017648	8	8998396	155
624	/model.13/m.0/cv3/conv/Conv_output_0_DequantizeLinear	model.13	5017648	8	8998396	155
625	/model.13/m.0/cv3/act/Sigmoid	model.13	5324848	8	9305596	155
626	/model.13/m.0/cv3/act/Mul	model.13	5734448	9	9715196	156
627	/model.13/Concat	model.13	6144048	8	10124796	155
628	/model.13/Concat_output_0_QuantizeLinear	model.13	5222448	6	9203196	153
629	/model.13/Concat_output_0_DequantizeLinear	model.13	5222448	6	9203196	153
630	/model.13/cv2/conv/Conv	model.13	5734448	6	9715196	153
631	/model.13/cv2/conv/Conv_output_0_QuantizeLinear	model.13	4710448	6	8592380	151
632	/model.13/cv2/conv/Conv_output_0_DequantizeLinear	model.13	4710448	6	8592380	151
633	/model.13/cv2/act/Sigmoid	model.13	5324848	6	9206780	151
634	/model.13/cv2/act/Mul	model.13	6144048	7	10025980	152
635	/model.14/Resize	model.14	7782448	6	11664380	151
636	/model.15/Concat	model.15	14336048	7	18217964	151
637	/model.15/Concat_output_0_QuantizeLinear	model.15	9420848	6	13302764	150
638	/model.15/Concat_output_0_DequantizeLinear	model.15	9420848	6	13302764	150
639	/model.16/cv1/conv/Conv	model.16	9420848	6	13302764	150
640	/model.16/cv1/conv/Conv_output_0_QuantizeLinear	model.16	3276848	6	7092972	148
641	/model.16/cv1/conv/Conv_output_0_DequantizeLinear	model.16	3276848	6	7092972	148
642	/model.16/cv1/act/Sigmoid	model.16	4505648	6	8321772	148
643	/model.16/cv1/act/Mul	model.16	6144048	7	9960172	149
644	/model.16/Split	model.16	4505648	7	8321772	149
645	/model.16/Split_output_1_QuantizeLinear	model.16	3072048	7	6888156	148
646	/model.16/Split_output_1_DequantizeLinear	model.16	3072048	7	6888156	148
647	/model.16/m.0/cv1/conv/Conv	model.16	3276848	7	7092956	148
648	/model.16/m.0/cv2/conv/Conv	model.16	3686448	8	7500444	147
649	/model.16/m.0/cv1/conv/Conv_output_0_QuantizeLinear	model.16	3788848	9	7600732	146
650	/model.16/m.0/cv2/conv/Conv_output_0_QuantizeLinear	model.16	3481648	9	7293532	146
651	/model.16/m.0/cv1/conv/Conv_output_0_DequantizeLinear	model.16	3481648	9	7293532	146
652	/model.16/m.0/cv2/conv/Conv_output_0_DequantizeLinear	model.16	3788848	9	7600732	146
653	/model.16/m.0/cv1/act/Sigmoid	model.16	4096048	9	7907932	146
654	/model.16/m.0/cv2/act/Sigmoid	model.16	4505648	10	8317532	147
655	/model.16/m.0/cv1/act/Mul	model.16	4915248	11	8727132	148
